Date,,WOD Bon Air West,WOD Bon Air West Ped IN,WOD Bon Air West Ped OUT,WOD Bon Air West Bike IN,WOD Bon Air West Bike OUT
31/12/2012,13:30,26,7,7,10,2
31/12/2012,13:45,22,7,3,6,6
31/12/2012,14:00,19,3,6,6,4
31/12/2012,14:15,24,3,5,9,7
31/12/2012,14:30,20,4,5,6,5
31/12/2012,14:45,19,6,5,5,3
31/12/2012,15:00,35,10,6,7,12
31/12/2012,15:15,42,7,8,17,10
31/12/2012,15:30,20,5,5,3,7
31/12/2012,15:45,30,9,4,5,12
31/12/2012,16:00,30,9,7,6,8
31/12/2012,16:15,28,6,7,6,9
31/12/2012,16:30,26,5,4,5,12
31/12/2012,16:45,16,6,2,1,7
31/12/2012,17:00,18,3,2,1,12
31/12/2012,17:15,7,0,1,2,4
31/12/2012,17:30,6,0,1,0,5
31/12/2012,17:45,7,2,0,2,3
31/12/2012,18:00,7,1,2,0,4
31/12/2012,18:15,2,0,0,0,2
31/12/2012,18:30,3,0,0,1,2
31/12/2012,18:45,3,0,0,2,1
31/12/2012,19:00,3,0,1,2,0
31/12/2012,19:15,0,0,0,0,0
31/12/2012,19:30,2,1,1,0,0
31/12/2012,19:45,0,0,0,0,0
31/12/2012,20:00,0,0,0,0,0
31/12/2012,20:15,1,0,0,0,1
31/12/2012,20:30,0,0,0,0,0
31/12/2012,20:45,0,0,0,0,0
31/12/2012,21:00,1,0,0,0,1
31/12/2012,21:15,0,0,0,0,0
31/12/2012,21:30,0,0,0,0,0
31/12/2012,21:45,1,1,0,0,0
31/12/2012,22:00,0,0,0,0,0
31/12/2012,22:15,1,0,0,0,1
31/12/2012,22:30,0,0,0,0,0
31/12/2012,22:45,1,1,0,0,0
31/12/2012,23:00,0,0,0,0,0
31/12/2012,23:15,2,0,1,1,0
31/12/2012,23:30,0,0,0,0,0
31/12/2012,23:45,0,0,0,0,0
