Date,,WOD Bon Air East,WOD Bon Air East Ped IN,WOD Bon Air East Ped OUT,WOD Bon Air East Bike IN,WOD Bon Air East Bike OUT
12/03/2012,16:15,44,8,11,13,12
12/03/2012,16:30,42,7,10,16,9
12/03/2012,16:45,36,10,6,7,13
12/03/2012,17:00,72,24,14,15,19
12/03/2012,17:15,72,16,15,18,23
12/03/2012,17:30,77,12,16,28,21
12/03/2012,17:45,80,19,20,14,27
12/03/2012,18:00,69,16,17,17,19
12/03/2012,18:15,77,17,24,16,20
12/03/2012,18:30,86,17,20,22,27
12/03/2012,18:45,71,22,18,15,16
12/03/2012,19:00,56,21,14,11,10
12/03/2012,19:15,32,10,11,6,5
12/03/2012,19:30,29,9,14,4,2
12/03/2012,19:45,22,8,5,5,4
12/03/2012,20:00,10,5,2,3,0
12/03/2012,20:15,7,2,3,0,2
12/03/2012,20:30,1,0,0,0,1
12/03/2012,20:45,3,1,0,2,0
12/03/2012,21:00,2,1,0,1,0
12/03/2012,21:15,4,2,1,1,0
12/03/2012,21:30,0,0,0,0,0
12/03/2012,21:45,1,1,0,0,0
12/03/2012,22:00,0,0,0,0,0
12/03/2012,22:15,0,0,0,0,0
12/03/2012,22:30,0,0,0,0,0
12/03/2012,22:45,1,0,0,0,1
12/03/2012,23:00,1,0,0,0,1
12/03/2012,23:15,0,0,0,0,0
12/03/2012,23:30,0,0,0,0,0
12/03/2012,23:45,1,1,0,0,0
13/03/2012,00:00,0,0,0,0,0
13/03/2012,00:15,0,0,0,0,0
13/03/2012,00:30,0,0,0,0,0
13/03/2012,00:45,1,1,0,0,0
13/03/2012,01:00,1,0,1,0,0
13/03/2012,01:15,0,0,0,0,0
13/03/2012,01:30,0,0,0,0,0
13/03/2012,01:45,0,0,0,0,0
13/03/2012,02:00,0,0,0,0,0
13/03/2012,02:15,0,0,0,0,0
13/03/2012,02:30,0,0,0,0,0
13/03/2012,02:45,0,0,0,0,0
13/03/2012,03:00,0,0,0,0,0
13/03/2012,03:15,0,0,0,0,0
13/03/2012,03:30,0,0,0,0,0
13/03/2012,03:45,0,0,0,0,0
13/03/2012,04:00,0,0,0,0,0
13/03/2012,04:15,0,0,0,0,0
13/03/2012,04:30,0,0,0,0,0
13/03/2012,04:45,1,1,0,0,0
13/03/2012,05:00,3,0,0,3,0
13/03/2012,05:15,3,1,1,1,0
13/03/2012,05:30,3,0,1,1,1
13/03/2012,05:45,6,2,1,2,1
13/03/2012,06:00,14,6,4,0,4
13/03/2012,06:15,13,6,2,4,1
13/03/2012,06:30,22,9,10,1,2
13/03/2012,06:45,26,5,15,3,3
13/03/2012,07:00,15,3,1,7,4
13/03/2012,07:15,21,2,7,7,5
13/03/2012,07:30,24,11,3,6,4
13/03/2012,07:45,22,6,2,10,4
13/03/2012,08:00,20,5,2,11,2
13/03/2012,08:15,27,4,4,12,7
13/03/2012,08:30,25,7,8,8,2
13/03/2012,08:45,32,8,8,10,6
13/03/2012,09:00,19,8,7,3,1
13/03/2012,09:15,15,4,6,4,1
13/03/2012,09:30,11,4,2,3,2
13/03/2012,09:45,13,3,4,2,4
13/03/2012,10:00,21,4,7,7,3
13/03/2012,10:15,30,10,8,5,7
13/03/2012,10:30,12,4,3,4,1
13/03/2012,10:45,18,3,2,9,4
13/03/2012,11:00,14,4,3,3,4
13/03/2012,11:15,15,4,3,6,2
13/03/2012,11:30,14,0,2,8,4
13/03/2012,11:45,28,14,3,10,1
13/03/2012,12:00,28,8,7,9,4
13/03/2012,12:15,27,13,4,8,2
13/03/2012,12:30,24,12,3,7,2
13/03/2012,12:45,43,14,8,13,8
13/03/2012,13:00,24,11,2,9,2
13/03/2012,13:15,27,8,2,14,3
13/03/2012,13:30,19,10,0,4,5
13/03/2012,13:45,18,4,2,8,4
13/03/2012,14:00,24,7,0,10,7
13/03/2012,14:15,24,8,2,10,4
13/03/2012,14:30,23,8,2,12,1
13/03/2012,14:45,31,9,1,11,10
13/03/2012,15:00,20,4,6,7,3
13/03/2012,15:15,21,8,2,7,4
13/03/2012,15:30,36,6,1,26,3
13/03/2012,15:45,42,13,3,22,4
13/03/2012,16:00,35,14,1,13,7
13/03/2012,16:15,44,16,5,17,6
13/03/2012,16:30,45,10,11,13,11
13/03/2012,16:45,44,8,12,11,13
13/03/2012,17:00,63,22,21,13,7
13/03/2012,17:15,50,14,4,26,6
13/03/2012,17:30,74,20,18,23,13
13/03/2012,17:45,81,16,11,24,30
13/03/2012,18:00,124,24,32,26,42
13/03/2012,18:15,83,22,15,18,28
13/03/2012,18:30,96,28,21,24,23
13/03/2012,18:45,100,20,27,25,28
13/03/2012,19:00,67,15,20,18,14
13/03/2012,19:15,69,23,17,14,15
13/03/2012,19:30,40,5,11,9,15
13/03/2012,19:45,21,3,4,6,8
13/03/2012,20:00,15,5,2,5,3
13/03/2012,20:15,9,1,2,3,3
13/03/2012,20:30,6,1,3,2,0
13/03/2012,20:45,11,3,4,2,2
13/03/2012,21:00,6,3,1,2,0
13/03/2012,21:15,0,0,0,0,0
13/03/2012,21:30,2,1,1,0,0
13/03/2012,21:45,1,0,1,0,0
13/03/2012,22:00,1,0,0,1,0
13/03/2012,22:15,1,1,0,0,0
13/03/2012,22:30,3,1,0,1,1
13/03/2012,22:45,2,0,2,0,0
13/03/2012,23:00,1,1,0,0,0
13/03/2012,23:15,0,0,0,0,0
13/03/2012,23:30,0,0,0,0,0
13/03/2012,23:45,1,1,0,0,0
14/03/2012,00:00,0,0,0,0,0
14/03/2012,00:15,0,0,0,0,0
14/03/2012,00:30,1,1,0,0,0
14/03/2012,00:45,1,0,1,0,0
14/03/2012,01:00,1,0,0,1,0
14/03/2012,01:15,0,0,0,0,0
14/03/2012,01:30,0,0,0,0,0
14/03/2012,01:45,1,0,0,0,1
14/03/2012,02:00,0,0,0,0,0
14/03/2012,02:15,0,0,0,0,0
14/03/2012,02:30,0,0,0,0,0
14/03/2012,02:45,0,0,0,0,0
14/03/2012,03:00,0,0,0,0,0
14/03/2012,03:15,0,0,0,0,0
14/03/2012,03:30,0,0,0,0,0
14/03/2012,03:45,0,0,0,0,0
14/03/2012,04:00,0,0,0,0,0
14/03/2012,04:15,2,0,2,0,0
14/03/2012,04:30,1,1,0,0,0
14/03/2012,04:45,0,0,0,0,0
14/03/2012,05:00,1,0,0,1,0
14/03/2012,05:15,3,1,1,0,1
14/03/2012,05:30,2,0,0,0,2
14/03/2012,05:45,10,3,2,5,0
14/03/2012,06:00,6,2,1,1,2
14/03/2012,06:15,8,1,2,3,2
14/03/2012,06:30,35,12,10,9,4
14/03/2012,06:45,26,4,7,10,5
14/03/2012,07:00,20,5,4,9,2
14/03/2012,07:15,19,5,4,8,2
14/03/2012,07:30,21,6,2,5,8
14/03/2012,07:45,30,4,4,18,4
14/03/2012,08:00,24,6,4,8,6
14/03/2012,08:15,17,0,1,10,6
14/03/2012,08:30,19,6,5,5,3
14/03/2012,08:45,20,3,7,6,4
14/03/2012,09:00,25,5,9,5,6
14/03/2012,09:15,20,5,5,6,4
14/03/2012,09:30,16,7,4,2,3
14/03/2012,09:45,23,6,7,8,2
14/03/2012,10:00,21,4,5,3,9
14/03/2012,10:15,21,4,8,2,7
14/03/2012,10:30,31,12,11,3,5
14/03/2012,10:45,20,7,6,4,3
14/03/2012,11:00,31,12,7,7,5
14/03/2012,11:15,15,2,4,7,2
14/03/2012,11:30,26,5,4,13,4
14/03/2012,11:45,23,7,4,8,4
14/03/2012,12:00,34,6,3,18,7
14/03/2012,12:15,24,8,7,7,2
14/03/2012,12:30,31,18,4,7,2
14/03/2012,12:45,36,14,2,17,3
14/03/2012,13:00,25,12,2,9,2
14/03/2012,13:15,29,11,4,9,5
14/03/2012,13:30,23,4,6,7,6
14/03/2012,13:45,25,8,1,14,2
14/03/2012,14:00,18,2,3,9,4
14/03/2012,14:15,29,4,3,14,8
14/03/2012,14:30,26,10,3,10,3
14/03/2012,14:45,27,12,0,13,2
14/03/2012,15:00,43,18,3,14,8
14/03/2012,15:15,32,13,3,11,5
14/03/2012,15:30,41,9,2,26,4
14/03/2012,15:45,32,15,2,9,6
14/03/2012,16:00,28,10,1,15,2
14/03/2012,16:15,44,14,3,19,8
14/03/2012,16:30,44,9,4,28,3
14/03/2012,16:45,52,19,1,30,2
14/03/2012,17:00,51,10,9,25,7
14/03/2012,17:15,69,11,12,32,14
14/03/2012,17:30,86,9,13,36,28
14/03/2012,17:45,82,18,17,24,23
14/03/2012,18:00,96,30,17,23,26
14/03/2012,18:15,107,23,19,35,30
14/03/2012,18:30,98,23,19,32,24
14/03/2012,18:45,98,30,17,21,30
14/03/2012,19:00,92,21,31,20,20
14/03/2012,19:15,59,19,18,13,9
14/03/2012,19:30,49,17,13,10,9
14/03/2012,19:45,22,6,10,2,4
14/03/2012,20:00,7,0,2,1,4
14/03/2012,20:15,6,2,1,3,0
14/03/2012,20:30,5,2,3,0,0
14/03/2012,20:45,7,3,2,1,1
14/03/2012,21:00,2,1,1,0,0
14/03/2012,21:15,2,0,0,2,0
14/03/2012,21:30,3,2,0,1,0
14/03/2012,21:45,0,0,0,0,0
14/03/2012,22:00,1,0,0,0,1
14/03/2012,22:15,0,0,0,0,0
14/03/2012,22:30,2,1,1,0,0
14/03/2012,22:45,2,0,1,1,0
14/03/2012,23:00,1,0,1,0,0
14/03/2012,23:15,0,0,0,0,0
14/03/2012,23:30,2,1,0,0,1
14/03/2012,23:45,0,0,0,0,0
15/03/2012,00:00,0,0,0,0,0
15/03/2012,00:15,0,0,0,0,0
15/03/2012,00:30,0,0,0,0,0
15/03/2012,00:45,0,0,0,0,0
15/03/2012,01:00,0,0,0,0,0
15/03/2012,01:15,0,0,0,0,0
15/03/2012,01:30,1,1,0,0,0
15/03/2012,01:45,0,0,0,0,0
15/03/2012,02:00,0,0,0,0,0
15/03/2012,02:15,0,0,0,0,0
15/03/2012,02:30,0,0,0,0,0
15/03/2012,02:45,0,0,0,0,0
15/03/2012,03:00,0,0,0,0,0
15/03/2012,03:15,1,0,1,0,0
15/03/2012,03:30,0,0,0,0,0
15/03/2012,03:45,1,1,0,0,0
15/03/2012,04:00,0,0,0,0,0
15/03/2012,04:15,1,0,1,0,0
15/03/2012,04:30,0,0,0,0,0
15/03/2012,04:45,0,0,0,0,0
15/03/2012,05:00,2,0,1,1,0
15/03/2012,05:15,2,1,0,1,0
15/03/2012,05:30,4,0,1,3,0
15/03/2012,05:45,5,2,1,2,0
15/03/2012,06:00,5,2,2,0,1
15/03/2012,06:15,19,9,5,3,2
15/03/2012,06:30,26,10,7,6,3
15/03/2012,06:45,24,5,11,2,6
15/03/2012,07:00,21,5,3,9,4
15/03/2012,07:15,31,7,10,5,9
15/03/2012,07:30,41,11,9,15,6
15/03/2012,07:45,36,10,5,14,7
15/03/2012,08:00,27,6,4,11,6
15/03/2012,08:15,30,5,4,12,9
15/03/2012,08:30,61,44,8,6,3
15/03/2012,08:45,42,18,9,12,3
15/03/2012,09:00,19,3,6,4,6
15/03/2012,09:15,31,15,6,6,4
15/03/2012,09:30,64,56,4,2,2
15/03/2012,09:45,18,4,8,3,3
15/03/2012,10:00,21,7,4,3,7
15/03/2012,10:15,16,7,4,3,2
15/03/2012,10:30,17,5,4,7,1
15/03/2012,10:45,26,8,3,4,11
15/03/2012,11:00,46,28,6,9,3
15/03/2012,11:15,44,22,7,14,1
15/03/2012,11:30,25,5,4,11,5
15/03/2012,11:45,49,30,6,12,1
15/03/2012,12:00,85,61,8,14,2
15/03/2012,12:15,28,8,10,9,1
15/03/2012,12:30,17,6,1,7,3
15/03/2012,12:45,26,15,1,9,1
15/03/2012,13:00,18,6,4,7,1
15/03/2012,13:15,26,5,8,11,2
15/03/2012,13:30,22,5,2,6,9
15/03/2012,13:45,17,8,0,8,1
15/03/2012,14:00,22,5,1,9,7
15/03/2012,14:15,39,13,5,18,3
15/03/2012,14:30,24,7,4,9,4
15/03/2012,14:45,16,5,1,7,3
15/03/2012,15:00,18,5,1,3,9
15/03/2012,15:15,17,4,2,6,5
15/03/2012,15:30,23,1,3,12,7
15/03/2012,15:45,19,1,1,15,2
15/03/2012,16:00,26,5,4,12,5
15/03/2012,16:15,29,3,3,10,13
15/03/2012,16:30,42,6,6,11,19
15/03/2012,16:45,45,10,7,22,6
15/03/2012,17:00,45,8,7,25,5
15/03/2012,17:15,52,8,10,24,10
15/03/2012,17:30,59,12,5,25,17
15/03/2012,17:45,74,8,21,19,26
15/03/2012,18:00,71,12,16,25,18
15/03/2012,18:15,91,20,21,18,32
15/03/2012,18:30,84,16,18,24,26
15/03/2012,18:45,68,16,16,19,17
15/03/2012,19:00,44,15,12,6,11
15/03/2012,19:15,40,14,4,15,7
15/03/2012,19:30,23,6,6,5,6
15/03/2012,19:45,12,1,4,5,2
15/03/2012,20:00,7,4,0,0,3
15/03/2012,20:15,10,0,3,7,0
15/03/2012,20:30,9,4,2,1,2
15/03/2012,20:45,5,2,2,1,0
15/03/2012,21:00,1,1,0,0,0
15/03/2012,21:15,0,0,0,0,0
15/03/2012,21:30,3,2,1,0,0
15/03/2012,21:45,4,0,2,1,1
15/03/2012,22:00,0,0,0,0,0
15/03/2012,22:15,0,0,0,0,0
15/03/2012,22:30,2,0,1,0,1
15/03/2012,22:45,1,0,1,0,0
15/03/2012,23:00,2,1,0,1,0
15/03/2012,23:15,0,0,0,0,0
15/03/2012,23:30,0,0,0,0,0
15/03/2012,23:45,1,1,0,0,0
16/03/2012,00:00,0,0,0,0,0
16/03/2012,00:15,0,0,0,0,0
16/03/2012,00:30,0,0,0,0,0
16/03/2012,00:45,0,0,0,0,0
16/03/2012,01:00,1,0,0,0,1
16/03/2012,01:15,0,0,0,0,0
16/03/2012,01:30,0,0,0,0,0
16/03/2012,01:45,0,0,0,0,0
16/03/2012,02:00,0,0,0,0,0
16/03/2012,02:15,0,0,0,0,0
16/03/2012,02:30,0,0,0,0,0
16/03/2012,02:45,0,0,0,0,0
16/03/2012,03:00,0,0,0,0,0
16/03/2012,03:15,0,0,0,0,0
16/03/2012,03:30,0,0,0,0,0
16/03/2012,03:45,0,0,0,0,0
16/03/2012,04:00,0,0,0,0,0
16/03/2012,04:15,2,0,2,0,0
16/03/2012,04:30,0,0,0,0,0
16/03/2012,04:45,0,0,0,0,0
16/03/2012,05:00,0,0,0,0,0
16/03/2012,05:15,0,0,0,0,0
16/03/2012,05:30,2,0,1,1,0
16/03/2012,05:45,3,1,1,1,0
16/03/2012,06:00,3,1,1,0,1
16/03/2012,06:15,9,5,2,1,1
16/03/2012,06:30,21,9,7,3,2
16/03/2012,06:45,12,4,3,4,1
16/03/2012,07:00,16,5,3,4,4
16/03/2012,07:15,19,5,6,6,2
16/03/2012,07:30,18,2,6,6,4
16/03/2012,07:45,29,7,6,12,4
16/03/2012,08:00,22,6,7,5,4
16/03/2012,08:15,21,6,7,3,5
16/03/2012,08:30,20,6,9,2,3
16/03/2012,08:45,18,0,7,8,3
16/03/2012,09:00,13,7,0,4,2
16/03/2012,09:15,15,6,6,1,2
16/03/2012,09:30,15,2,5,4,4
16/03/2012,09:45,11,3,6,1,1
16/03/2012,10:00,14,2,2,3,7
16/03/2012,10:15,10,1,6,1,2
16/03/2012,10:30,19,7,7,5,0
16/03/2012,10:45,19,10,4,2,3
16/03/2012,11:00,14,4,5,4,1
16/03/2012,11:15,14,7,2,3,2
16/03/2012,11:30,13,2,6,5,0
16/03/2012,11:45,18,7,6,1,4
16/03/2012,12:00,12,2,4,1,5
16/03/2012,12:15,22,7,7,7,1
16/03/2012,12:30,22,10,6,5,1
16/03/2012,12:45,11,5,3,1,2
16/03/2012,13:00,5,2,2,1,0
16/03/2012,13:15,9,2,0,4,3
16/03/2012,13:30,8,1,0,3,4
16/03/2012,13:45,10,4,3,0,3
16/03/2012,14:00,9,3,0,4,2
16/03/2012,14:15,10,3,0,5,2
16/03/2012,14:30,5,0,1,1,3
16/03/2012,14:45,8,1,1,3,3
16/03/2012,15:00,11,3,3,1,4
16/03/2012,15:15,14,6,5,0,3
16/03/2012,15:30,3,1,2,0,0
16/03/2012,15:45,9,1,1,4,3
16/03/2012,16:00,8,1,2,3,2
16/03/2012,16:15,9,2,1,3,3
16/03/2012,16:30,6,3,0,0,3
16/03/2012,16:45,7,2,1,1,3
16/03/2012,17:00,7,2,3,2,0
16/03/2012,17:15,9,2,3,2,2
16/03/2012,17:30,9,2,1,1,5
16/03/2012,17:45,14,1,2,4,7
16/03/2012,18:00,16,0,1,5,10
16/03/2012,18:15,14,3,2,2,7
16/03/2012,18:30,16,7,4,2,3
16/03/2012,18:45,17,4,8,3,2
16/03/2012,19:00,14,4,6,4,0
16/03/2012,19:15,5,1,1,0,3
16/03/2012,19:30,15,6,4,2,3
16/03/2012,19:45,2,0,1,0,1
16/03/2012,20:00,4,2,0,0,2
16/03/2012,20:15,0,0,0,0,0
16/03/2012,20:30,1,0,0,0,1
16/03/2012,20:45,1,0,0,1,0
16/03/2012,21:00,2,0,1,0,1
16/03/2012,21:15,1,1,0,0,0
16/03/2012,21:30,1,1,0,0,0
16/03/2012,21:45,2,0,0,2,0
16/03/2012,22:00,1,1,0,0,0
16/03/2012,22:15,0,0,0,0,0
16/03/2012,22:30,0,0,0,0,0
16/03/2012,22:45,0,0,0,0,0
16/03/2012,23:00,0,0,0,0,0
16/03/2012,23:15,1,0,0,0,1
16/03/2012,23:30,0,0,0,0,0
16/03/2012,23:45,2,0,1,1,0
17/03/2012,00:00,0,0,0,0,0
17/03/2012,00:15,0,0,0,0,0
17/03/2012,00:30,0,0,0,0,0
17/03/2012,00:45,0,0,0,0,0
17/03/2012,01:00,0,0,0,0,0
17/03/2012,01:15,0,0,0,0,0
17/03/2012,01:30,0,0,0,0,0
17/03/2012,01:45,0,0,0,0,0
17/03/2012,02:00,0,0,0,0,0
17/03/2012,02:15,0,0,0,0,0
17/03/2012,02:30,0,0,0,0,0
17/03/2012,02:45,0,0,0,0,0
17/03/2012,03:00,0,0,0,0,0
17/03/2012,03:15,0,0,0,0,0
17/03/2012,03:30,0,0,0,0,0
17/03/2012,03:45,0,0,0,0,0
17/03/2012,04:00,1,1,0,0,0
17/03/2012,04:15,2,0,2,0,0
17/03/2012,04:30,0,0,0,0,0
17/03/2012,04:45,0,0,0,0,0
17/03/2012,05:00,0,0,0,0,0
17/03/2012,05:15,0,0,0,0,0
17/03/2012,05:30,0,0,0,0,0
17/03/2012,05:45,0,0,0,0,0
17/03/2012,06:00,1,1,0,0,0
17/03/2012,06:15,2,1,1,0,0
17/03/2012,06:30,1,1,0,0,0
17/03/2012,06:45,0,0,0,0,0
17/03/2012,07:00,2,1,0,1,0
17/03/2012,07:15,10,3,7,0,0
17/03/2012,07:30,20,9,6,4,1
17/03/2012,07:45,10,3,4,2,1
17/03/2012,08:00,18,3,7,6,2
17/03/2012,08:15,31,10,17,1,3
17/03/2012,08:30,35,11,19,1,4
17/03/2012,08:45,35,16,10,4,5
17/03/2012,09:00,39,21,9,5,4
17/03/2012,09:15,63,20,24,8,11
17/03/2012,09:30,56,15,18,10,13
17/03/2012,09:45,43,16,12,5,10
17/03/2012,10:00,61,16,18,12,15
17/03/2012,10:15,62,15,22,9,16
17/03/2012,10:30,62,18,21,11,12
17/03/2012,10:45,91,29,24,19,19
17/03/2012,11:00,90,23,26,28,13
17/03/2012,11:15,79,24,19,19,17
17/03/2012,11:30,77,17,17,29,14
17/03/2012,11:45,63,12,12,20,19
17/03/2012,12:00,63,14,14,21,14
17/03/2012,12:15,61,8,20,21,12
17/03/2012,12:30,62,21,14,21,6
17/03/2012,12:45,94,32,17,27,18
17/03/2012,13:00,73,12,14,30,17
17/03/2012,13:15,81,23,12,30,16
17/03/2012,13:30,65,13,8,35,9
17/03/2012,13:45,74,23,7,41,3
17/03/2012,14:00,70,19,11,31,9
17/03/2012,14:15,79,14,10,31,24
17/03/2012,14:30,72,9,6,46,11
17/03/2012,14:45,61,17,4,31,9
17/03/2012,15:00,98,21,12,49,16
17/03/2012,15:15,82,10,13,43,16
17/03/2012,15:30,75,20,7,28,20
17/03/2012,15:45,78,14,7,43,14
17/03/2012,16:00,70,17,7,29,17
17/03/2012,16:15,99,14,3,56,26
17/03/2012,16:30,70,14,9,41,6
17/03/2012,16:45,75,18,8,38,11
17/03/2012,17:00,77,16,7,36,18
17/03/2012,17:15,71,17,12,23,19
17/03/2012,17:30,50,9,9,16,16
17/03/2012,17:45,48,7,8,17,16
17/03/2012,18:00,54,18,8,12,16
17/03/2012,18:15,52,10,13,11,18
17/03/2012,18:30,40,8,3,18,11
17/03/2012,18:45,35,3,10,11,11
17/03/2012,19:00,34,9,7,12,6
17/03/2012,19:15,17,5,4,4,4
17/03/2012,19:30,17,6,2,3,6
17/03/2012,19:45,13,6,2,2,3
17/03/2012,20:00,4,1,2,1,0
17/03/2012,20:15,1,0,0,1,0
17/03/2012,20:30,7,3,1,2,1
17/03/2012,20:45,6,4,1,1,0
17/03/2012,21:00,1,1,0,0,0
17/03/2012,21:15,0,0,0,0,0
17/03/2012,21:30,0,0,0,0,0
17/03/2012,21:45,1,0,1,0,0
17/03/2012,22:00,2,0,0,0,2
17/03/2012,22:15,0,0,0,0,0
17/03/2012,22:30,0,0,0,0,0
17/03/2012,22:45,0,0,0,0,0
17/03/2012,23:00,0,0,0,0,0
17/03/2012,23:15,0,0,0,0,0
17/03/2012,23:30,1,0,1,0,0
17/03/2012,23:45,0,0,0,0,0
18/03/2012,00:00,0,0,0,0,0
18/03/2012,00:15,0,0,0,0,0
18/03/2012,00:30,0,0,0,0,0
18/03/2012,00:45,1,0,0,0,1
18/03/2012,01:00,0,0,0,0,0
18/03/2012,01:15,1,1,0,0,0
18/03/2012,01:30,0,0,0,0,0
18/03/2012,01:45,0,0,0,0,0
18/03/2012,02:00,0,0,0,0,0
18/03/2012,02:15,0,0,0,0,0
18/03/2012,02:30,0,0,0,0,0
18/03/2012,02:45,1,0,0,1,0
18/03/2012,03:00,0,0,0,0,0
18/03/2012,03:15,2,0,2,0,0
18/03/2012,03:30,0,0,0,0,0
18/03/2012,03:45,0,0,0,0,0
18/03/2012,04:00,0,0,0,0,0
18/03/2012,04:15,0,0,0,0,0
18/03/2012,04:30,1,0,1,0,0
18/03/2012,04:45,0,0,0,0,0
18/03/2012,05:00,1,0,0,0,1
18/03/2012,05:15,1,0,1,0,0
18/03/2012,05:30,0,0,0,0,0
18/03/2012,05:45,1,1,0,0,0
18/03/2012,06:00,1,1,0,0,0
18/03/2012,06:15,0,0,0,0,0
18/03/2012,06:30,1,0,1,0,0
18/03/2012,06:45,1,0,1,0,0
18/03/2012,07:00,8,5,0,3,0
18/03/2012,07:15,13,4,6,1,2
18/03/2012,07:30,16,5,7,2,2
18/03/2012,07:45,14,7,4,2,1
18/03/2012,08:00,16,6,5,0,5
18/03/2012,08:15,20,8,9,2,1
18/03/2012,08:30,18,7,6,3,2
18/03/2012,08:45,30,13,10,3,4
18/03/2012,09:00,33,9,9,2,13
18/03/2012,09:15,34,6,14,8,6
18/03/2012,09:30,28,6,7,7,8
18/03/2012,09:45,50,10,16,9,15
18/03/2012,10:00,55,19,17,9,10
18/03/2012,10:15,41,13,10,7,11
18/03/2012,10:30,59,12,17,7,23
18/03/2012,10:45,47,11,15,10,11
18/03/2012,11:00,59,13,17,12,17
18/03/2012,11:15,37,6,14,8,9
18/03/2012,11:30,39,14,9,8,8
18/03/2012,11:45,52,13,12,10,17
18/03/2012,12:00,47,7,12,11,17
18/03/2012,12:15,33,5,6,11,11
18/03/2012,12:30,38,9,10,9,10
18/03/2012,12:45,51,16,10,16,9
18/03/2012,13:00,43,10,10,14,9
18/03/2012,13:15,36,9,4,8,15
18/03/2012,13:30,56,8,12,15,21
18/03/2012,13:45,57,13,9,20,15
18/03/2012,14:00,43,8,10,11,14
18/03/2012,14:15,45,8,7,19,11
18/03/2012,14:30,50,8,12,14,16
18/03/2012,14:45,51,12,6,20,13
18/03/2012,15:00,66,11,20,25,10
18/03/2012,15:15,53,7,8,20,18
18/03/2012,15:30,51,6,10,21,14
18/03/2012,15:45,65,13,9,21,22
18/03/2012,16:00,75,23,8,32,12
18/03/2012,16:15,66,15,14,21,16
18/03/2012,16:30,68,12,11,25,20
18/03/2012,16:45,67,15,18,25,9
18/03/2012,17:00,57,8,19,14,16
18/03/2012,17:15,76,13,12,31,20
18/03/2012,17:30,58,13,16,14,15
18/03/2012,17:45,61,15,10,19,17
18/03/2012,18:00,47,8,8,12,19
18/03/2012,18:15,63,6,14,22,21
18/03/2012,18:30,66,19,17,21,9
18/03/2012,18:45,49,6,7,9,27
18/03/2012,19:00,36,10,7,10,9
18/03/2012,19:15,31,10,10,7,4
18/03/2012,19:30,26,7,8,6,5
18/03/2012,19:45,7,3,0,2,2
18/03/2012,20:00,4,2,1,0,1
18/03/2012,20:15,3,1,2,0,0
18/03/2012,20:30,4,2,2,0,0
18/03/2012,20:45,2,0,0,1,1
18/03/2012,21:00,0,0,0,0,0
18/03/2012,21:15,1,1,0,0,0
18/03/2012,21:30,3,0,1,1,1
18/03/2012,21:45,2,0,0,0,2
18/03/2012,22:00,0,0,0,0,0
18/03/2012,22:15,0,0,0,0,0
18/03/2012,22:30,0,0,0,0,0
18/03/2012,22:45,0,0,0,0,0
18/03/2012,23:00,0,0,0,0,0
18/03/2012,23:15,2,0,0,2,0
18/03/2012,23:30,2,1,0,0,1
18/03/2012,23:45,0,0,0,0,0
19/03/2012,00:00,0,0,0,0,0
19/03/2012,00:15,0,0,0,0,0
19/03/2012,00:30,0,0,0,0,0
19/03/2012,00:45,0,0,0,0,0
19/03/2012,01:00,0,0,0,0,0
19/03/2012,01:15,0,0,0,0,0
19/03/2012,01:30,0,0,0,0,0
19/03/2012,01:45,0,0,0,0,0
19/03/2012,02:00,0,0,0,0,0
19/03/2012,02:15,0,0,0,0,0
19/03/2012,02:30,0,0,0,0,0
19/03/2012,02:45,0,0,0,0,0
19/03/2012,03:00,0,0,0,0,0
19/03/2012,03:15,0,0,0,0,0
19/03/2012,03:30,0,0,0,0,0
19/03/2012,03:45,0,0,0,0,0
19/03/2012,04:00,0,0,0,0,0
19/03/2012,04:15,2,0,2,0,0
19/03/2012,04:30,0,0,0,0,0
19/03/2012,04:45,2,1,1,0,0
19/03/2012,05:00,0,0,0,0,0
19/03/2012,05:15,5,1,2,1,1
19/03/2012,05:30,4,0,1,2,1
19/03/2012,05:45,8,4,3,1,0
19/03/2012,06:00,7,4,1,1,1
19/03/2012,06:15,11,3,3,4,1
19/03/2012,06:30,15,4,7,3,1
19/03/2012,06:45,22,9,3,6,4
19/03/2012,07:00,20,4,7,5,4
19/03/2012,07:15,13,1,4,3,5
19/03/2012,07:30,16,6,2,8,0
19/03/2012,07:45,15,5,2,5,3
19/03/2012,08:00,23,4,8,8,3
19/03/2012,08:15,22,2,7,6,7
19/03/2012,08:30,24,8,2,9,5
19/03/2012,08:45,20,5,8,6,1
19/03/2012,09:00,20,5,5,3,7
19/03/2012,09:15,17,8,1,4,4
19/03/2012,09:30,13,0,5,5,3
19/03/2012,09:45,16,2,7,2,5
19/03/2012,10:00,15,4,5,2,4
19/03/2012,10:15,17,4,3,8,2
19/03/2012,10:30,14,3,2,6,3
19/03/2012,10:45,11,1,3,2,5
19/03/2012,11:00,20,4,4,5,7
19/03/2012,11:15,23,10,6,6,1
19/03/2012,11:30,13,2,3,6,2
19/03/2012,11:45,37,10,6,15,6
19/03/2012,12:00,23,7,6,7,3
19/03/2012,12:15,23,10,4,5,4
19/03/2012,12:30,21,11,1,6,3
19/03/2012,12:45,25,7,6,11,1
19/03/2012,13:00,37,12,7,16,2
19/03/2012,13:15,25,5,6,9,5
19/03/2012,13:30,23,6,5,8,4
19/03/2012,13:45,13,1,3,8,1
