Date,,WOD Bon Air East,WOD Bon Air East Ped IN,WOD Bon Air East Ped OUT,WOD Bon Air East Bike IN,WOD Bon Air East Bike OUT
02/01/2012,15:00,20,5,8,4,3
02/01/2012,15:15,27,12,6,4,5
02/01/2012,15:30,30,16,5,8,1
02/01/2012,15:45,16,7,7,2,0
02/01/2012,16:00,25,7,13,2,3
02/01/2012,16:15,25,13,7,2,3
02/01/2012,16:30,18,10,3,0,5
02/01/2012,16:45,10,3,3,3,1
02/01/2012,17:00,11,2,7,2,0
02/01/2012,17:15,15,6,5,0,4
02/01/2012,17:30,6,0,3,2,1
02/01/2012,17:45,2,0,1,1,0
02/01/2012,18:00,5,0,5,0,0
02/01/2012,18:15,5,3,1,0,1
02/01/2012,18:30,3,3,0,0,0
02/01/2012,18:45,1,0,1,0,0
02/01/2012,19:00,2,0,0,1,1
02/01/2012,19:15,0,0,0,0,0
02/01/2012,19:30,0,0,0,0,0
02/01/2012,19:45,0,0,0,0,0
02/01/2012,20:00,0,0,0,0,0
02/01/2012,20:15,1,0,1,0,0
02/01/2012,20:30,0,0,0,0,0
02/01/2012,20:45,0,0,0,0,0
02/01/2012,21:00,2,1,1,0,0
02/01/2012,21:15,2,2,0,0,0
02/01/2012,21:30,1,1,0,0,0
02/01/2012,21:45,0,0,0,0,0
02/01/2012,22:00,0,0,0,0,0
02/01/2012,22:15,1,0,0,0,1
02/01/2012,22:30,0,0,0,0,0
02/01/2012,22:45,0,0,0,0,0
02/01/2012,23:00,0,0,0,0,0
02/01/2012,23:15,0,0,0,0,0
02/01/2012,23:30,0,0,0,0,0
02/01/2012,23:45,0,0,0,0,0
03/01/2012,00:00,0,0,0,0,0
03/01/2012,00:15,0,0,0,0,0
03/01/2012,00:30,0,0,0,0,0
03/01/2012,00:45,0,0,0,0,0
03/01/2012,01:00,0,0,0,0,0
03/01/2012,01:15,0,0,0,0,0
03/01/2012,01:30,0,0,0,0,0
03/01/2012,01:45,0,0,0,0,0
03/01/2012,02:00,0,0,0,0,0
03/01/2012,02:15,0,0,0,0,0
03/01/2012,02:30,0,0,0,0,0
03/01/2012,02:45,0,0,0,0,0
03/01/2012,03:00,0,0,0,0,0
03/01/2012,03:15,0,0,0,0,0
03/01/2012,03:30,1,0,1,0,0
03/01/2012,03:45,0,0,0,0,0
03/01/2012,04:00,1,1,0,0,0
03/01/2012,04:15,1,0,1,0,0
03/01/2012,04:30,1,0,0,0,1
03/01/2012,04:45,1,0,1,0,0
03/01/2012,05:00,0,0,0,0,0
03/01/2012,05:15,2,1,1,0,0
03/01/2012,05:30,5,2,2,1,0
03/01/2012,05:45,7,3,3,0,1
03/01/2012,06:00,9,4,5,0,0
03/01/2012,06:15,18,9,3,5,1
03/01/2012,06:30,13,5,1,5,2
03/01/2012,06:45,10,4,6,0,0
03/01/2012,07:00,8,4,2,2,0
03/01/2012,07:15,10,2,4,0,4
03/01/2012,07:30,10,3,2,4,1
03/01/2012,07:45,8,3,2,0,3
03/01/2012,08:00,10,4,2,4,0
03/01/2012,08:15,13,1,3,6,3
03/01/2012,08:30,8,1,2,3,2
03/01/2012,08:45,6,3,0,1,2
03/01/2012,09:00,9,5,3,0,1
03/01/2012,09:15,2,1,1,0,0
03/01/2012,09:30,3,0,2,1,0
03/01/2012,09:45,6,3,2,1,0
03/01/2012,10:00,4,0,1,2,1
03/01/2012,10:15,9,2,5,2,0
03/01/2012,10:30,3,3,0,0,0
03/01/2012,10:45,4,1,1,1,1
03/01/2012,11:00,5,3,2,0,0
03/01/2012,11:15,5,1,1,1,2
03/01/2012,11:30,4,3,1,0,0
03/01/2012,11:45,0,0,0,0,0
03/01/2012,12:00,2,1,0,1,0
03/01/2012,12:15,2,0,2,0,0
03/01/2012,12:30,4,3,1,0,0
03/01/2012,12:45,2,2,0,0,0
03/01/2012,13:00,3,2,1,0,0
03/01/2012,13:15,2,1,0,0,1
03/01/2012,13:30,5,1,3,0,1
03/01/2012,13:45,2,2,0,0,0
03/01/2012,14:00,5,3,1,1,0
03/01/2012,14:15,3,1,0,0,2
03/01/2012,14:30,7,1,4,2,0
03/01/2012,14:45,3,1,1,0,1
03/01/2012,15:00,5,3,1,0,1
03/01/2012,15:15,4,2,0,1,1
03/01/2012,15:30,5,1,2,1,1
03/01/2012,15:45,7,3,1,2,1
03/01/2012,16:00,9,2,3,3,1
03/01/2012,16:15,5,3,1,0,1
03/01/2012,16:30,6,1,2,2,1
03/01/2012,16:45,4,0,1,2,1
03/01/2012,17:00,8,3,2,0,3
03/01/2012,17:15,5,1,1,2,1
03/01/2012,17:30,3,0,0,2,1
03/01/2012,17:45,4,0,2,0,2
03/01/2012,18:00,7,1,0,4,2
03/01/2012,18:15,5,2,3,0,0
03/01/2012,18:30,8,0,2,1,5
03/01/2012,18:45,4,0,1,0,3
03/01/2012,19:00,5,1,2,1,1
03/01/2012,19:15,5,0,3,0,2
03/01/2012,19:30,2,0,0,1,1
03/01/2012,19:45,0,0,0,0,0
03/01/2012,20:00,4,2,2,0,0
03/01/2012,20:15,1,0,0,1,0
03/01/2012,20:30,0,0,0,0,0
03/01/2012,20:45,0,0,0,0,0
03/01/2012,21:00,0,0,0,0,0
03/01/2012,21:15,0,0,0,0,0
03/01/2012,21:30,1,1,0,0,0
03/01/2012,21:45,0,0,0,0,0
03/01/2012,22:00,0,0,0,0,0
03/01/2012,22:15,0,0,0,0,0
03/01/2012,22:30,0,0,0,0,0
03/01/2012,22:45,0,0,0,0,0
03/01/2012,23:00,1,0,1,0,0
03/01/2012,23:15,0,0,0,0,0
03/01/2012,23:30,0,0,0,0,0
03/01/2012,23:45,0,0,0,0,0
04/01/2012,00:00,0,0,0,0,0
04/01/2012,00:15,0,0,0,0,0
04/01/2012,00:30,0,0,0,0,0
04/01/2012,00:45,0,0,0,0,0
04/01/2012,01:00,0,0,0,0,0
04/01/2012,01:15,0,0,0,0,0
04/01/2012,01:30,0,0,0,0,0
04/01/2012,01:45,0,0,0,0,0
04/01/2012,02:00,0,0,0,0,0
04/01/2012,02:15,0,0,0,0,0
04/01/2012,02:30,0,0,0,0,0
04/01/2012,02:45,0,0,0,0,0
04/01/2012,03:00,0,0,0,0,0
04/01/2012,03:15,0,0,0,0,0
04/01/2012,03:30,0,0,0,0,0
04/01/2012,03:45,0,0,0,0,0
04/01/2012,04:00,0,0,0,0,0
04/01/2012,04:15,0,0,0,0,0
04/01/2012,04:30,0,0,0,0,0
04/01/2012,04:45,1,0,1,0,0
04/01/2012,05:00,3,2,1,0,0
04/01/2012,05:15,1,1,0,0,0
04/01/2012,05:30,0,0,0,0,0
04/01/2012,05:45,3,1,2,0,0
04/01/2012,06:00,3,1,0,0,2
04/01/2012,06:15,9,5,3,0,1
04/01/2012,06:30,6,3,2,0,1
04/01/2012,06:45,11,4,3,3,1
04/01/2012,07:00,5,3,0,2,0
04/01/2012,07:15,7,1,3,1,2
04/01/2012,07:30,14,4,5,4,1
04/01/2012,07:45,8,2,3,0,3
04/01/2012,08:00,8,1,2,4,1
04/01/2012,08:15,6,2,3,1,0
04/01/2012,08:30,8,0,2,3,3
04/01/2012,08:45,2,0,0,2,0
04/01/2012,09:00,5,2,2,0,1
04/01/2012,09:15,1,0,1,0,0
04/01/2012,09:30,6,1,1,3,1
04/01/2012,09:45,1,0,1,0,0
04/01/2012,10:00,4,2,1,0,1
04/01/2012,10:15,4,0,3,0,1
04/01/2012,10:30,3,2,1,0,0
04/01/2012,10:45,4,3,1,0,0
04/01/2012,11:00,4,1,2,0,1
04/01/2012,11:15,4,2,2,0,0
04/01/2012,11:30,1,0,0,0,1
04/01/2012,11:45,0,0,0,0,0
04/01/2012,12:00,2,0,2,0,0
04/01/2012,12:15,4,1,2,0,1
04/01/2012,12:30,8,4,2,1,1
04/01/2012,12:45,3,1,2,0,0
04/01/2012,13:00,5,5,0,0,0
04/01/2012,13:15,5,2,2,0,1
04/01/2012,13:30,7,5,2,0,0
04/01/2012,13:45,5,2,2,0,1
04/01/2012,14:00,4,2,2,0,0
04/01/2012,14:15,2,0,2,0,0
04/01/2012,14:30,3,1,2,0,0
04/01/2012,14:45,5,1,1,1,2
04/01/2012,15:00,4,2,0,1,1
04/01/2012,15:15,7,1,2,2,2
04/01/2012,15:30,5,2,1,0,2
04/01/2012,15:45,9,1,3,4,1
04/01/2012,16:00,10,3,1,4,2
04/01/2012,16:15,9,4,4,0,1
04/01/2012,16:30,11,5,4,0,2
04/01/2012,16:45,10,5,0,2,3
04/01/2012,17:00,10,1,4,2,3
04/01/2012,17:15,9,3,1,2,3
04/01/2012,17:30,11,3,2,4,2
04/01/2012,17:45,9,3,4,1,1
04/01/2012,18:00,9,3,1,3,2
04/01/2012,18:15,8,3,1,1,3
04/01/2012,18:30,5,0,5,0,0
04/01/2012,18:45,4,2,1,0,1
04/01/2012,19:00,3,0,1,0,2
04/01/2012,19:15,4,1,1,0,2
04/01/2012,19:30,4,1,1,2,0
04/01/2012,19:45,1,0,0,0,1
04/01/2012,20:00,4,2,2,0,0
04/01/2012,20:15,1,0,1,0,0
04/01/2012,20:30,1,1,0,0,0
04/01/2012,20:45,0,0,0,0,0
04/01/2012,21:00,1,0,0,0,1
04/01/2012,21:15,0,0,0,0,0
04/01/2012,21:30,0,0,0,0,0
04/01/2012,21:45,0,0,0,0,0
04/01/2012,22:00,0,0,0,0,0
04/01/2012,22:15,0,0,0,0,0
04/01/2012,22:30,0,0,0,0,0
04/01/2012,22:45,1,0,0,0,1
04/01/2012,23:00,0,0,0,0,0
04/01/2012,23:15,0,0,0,0,0
04/01/2012,23:30,0,0,0,0,0
04/01/2012,23:45,0,0,0,0,0
05/01/2012,00:00,0,0,0,0,0
05/01/2012,00:15,1,1,0,0,0
05/01/2012,00:30,0,0,0,0,0
05/01/2012,00:45,1,0,1,0,0
05/01/2012,01:00,0,0,0,0,0
05/01/2012,01:15,0,0,0,0,0
05/01/2012,01:30,0,0,0,0,0
05/01/2012,01:45,0,0,0,0,0
05/01/2012,02:00,0,0,0,0,0
05/01/2012,02:15,0,0,0,0,0
05/01/2012,02:30,0,0,0,0,0
05/01/2012,02:45,0,0,0,0,0
05/01/2012,03:00,0,0,0,0,0
05/01/2012,03:15,0,0,0,0,0
05/01/2012,03:30,0,0,0,0,0
05/01/2012,03:45,0,0,0,0,0
05/01/2012,04:00,0,0,0,0,0
05/01/2012,04:15,0,0,0,0,0
05/01/2012,04:30,0,0,0,0,0
05/01/2012,04:45,0,0,0,0,0
05/01/2012,05:00,0,0,0,0,0
05/01/2012,05:15,1,0,1,0,0
05/01/2012,05:30,3,2,1,0,0
05/01/2012,05:45,6,3,3,0,0
05/01/2012,06:00,5,2,1,1,1
05/01/2012,06:15,10,7,2,1,0
05/01/2012,06:30,15,5,7,1,2
05/01/2012,06:45,9,3,5,1,0
05/01/2012,07:00,13,6,2,4,1
05/01/2012,07:15,16,3,6,5,2
05/01/2012,07:30,6,4,0,2,0
05/01/2012,07:45,19,2,4,8,5
05/01/2012,08:00,15,7,3,4,1
05/01/2012,08:15,8,1,4,3,0
05/01/2012,08:30,11,4,2,2,3
05/01/2012,08:45,12,3,1,4,4
05/01/2012,09:00,16,2,9,2,3
05/01/2012,09:15,5,3,0,0,2
05/01/2012,09:30,2,0,1,1,0
05/01/2012,09:45,5,1,2,1,1
05/01/2012,10:00,8,5,1,0,2
05/01/2012,10:15,6,2,0,4,0
05/01/2012,10:30,10,4,3,3,0
05/01/2012,10:45,5,2,3,0,0
05/01/2012,11:00,5,1,3,1,0
05/01/2012,11:15,5,3,2,0,0
05/01/2012,11:30,6,0,4,2,0
05/01/2012,11:45,13,6,2,2,3
05/01/2012,12:00,13,4,4,3,2
05/01/2012,12:15,9,3,2,2,2
05/01/2012,12:30,12,5,6,1,0
05/01/2012,12:45,4,1,1,2,0
05/01/2012,13:00,6,3,1,1,1
05/01/2012,13:15,5,1,4,0,0
05/01/2012,13:30,11,3,2,3,3
05/01/2012,13:45,6,3,0,2,1
05/01/2012,14:00,11,2,6,3,0
05/01/2012,14:15,9,5,2,0,2
05/01/2012,14:30,9,3,3,2,1
05/01/2012,14:45,8,1,1,4,2
05/01/2012,15:00,4,0,0,1,3
05/01/2012,15:15,9,1,0,6,2
05/01/2012,15:30,9,3,1,2,3
05/01/2012,15:45,5,2,1,1,1
05/01/2012,16:00,15,5,5,4,1
05/01/2012,16:15,17,5,7,2,3
05/01/2012,16:30,18,8,4,2,4
05/01/2012,16:45,25,7,8,5,5
05/01/2012,17:00,20,7,8,2,3
05/01/2012,17:15,23,7,10,4,2
05/01/2012,17:30,14,3,3,6,2
05/01/2012,17:45,9,1,4,0,4
05/01/2012,18:00,14,4,4,2,4
05/01/2012,18:15,11,3,3,2,3
05/01/2012,18:30,9,2,0,3,4
05/01/2012,18:45,2,0,0,2,0
05/01/2012,19:00,7,2,0,4,1
05/01/2012,19:15,5,0,3,1,1
05/01/2012,19:30,5,1,1,2,1
05/01/2012,19:45,5,1,2,1,1
05/01/2012,20:00,9,4,4,0,1
05/01/2012,20:15,3,1,2,0,0
05/01/2012,20:30,2,1,0,0,1
05/01/2012,20:45,0,0,0,0,0
05/01/2012,21:00,1,0,0,1,0
05/01/2012,21:15,2,1,0,0,1
05/01/2012,21:30,3,0,2,0,1
05/01/2012,21:45,3,1,0,0,2
05/01/2012,22:00,0,0,0,0,0
05/01/2012,22:15,2,0,0,2,0
05/01/2012,22:30,1,0,0,0,1
05/01/2012,22:45,1,1,0,0,0
05/01/2012,23:00,0,0,0,0,0
05/01/2012,23:15,2,1,1,0,0
05/01/2012,23:30,0,0,0,0,0
05/01/2012,23:45,0,0,0,0,0
06/01/2012,00:00,2,1,1,0,0
06/01/2012,00:15,1,0,1,0,0
06/01/2012,00:30,0,0,0,0,0
06/01/2012,00:45,0,0,0,0,0
06/01/2012,01:00,0,0,0,0,0
06/01/2012,01:15,0,0,0,0,0
06/01/2012,01:30,0,0,0,0,0
06/01/2012,01:45,0,0,0,0,0
06/01/2012,02:00,0,0,0,0,0
06/01/2012,02:15,0,0,0,0,0
06/01/2012,02:30,0,0,0,0,0
06/01/2012,02:45,0,0,0,0,0
06/01/2012,03:00,0,0,0,0,0
06/01/2012,03:15,0,0,0,0,0
06/01/2012,03:30,0,0,0,0,0
06/01/2012,03:45,0,0,0,0,0
06/01/2012,04:00,0,0,0,0,0
06/01/2012,04:15,3,1,2,0,0
06/01/2012,04:30,0,0,0,0,0
06/01/2012,04:45,1,0,0,1,0
06/01/2012,05:00,1,1,0,0,0
06/01/2012,05:15,2,1,0,1,0
06/01/2012,05:30,1,1,0,0,0
06/01/2012,05:45,5,2,2,1,0
06/01/2012,06:00,4,1,3,0,0
06/01/2012,06:15,6,1,3,2,0
06/01/2012,06:30,5,5,0,0,0
06/01/2012,06:45,15,7,4,4,0
06/01/2012,07:00,15,4,4,5,2
06/01/2012,07:15,13,5,3,3,2
06/01/2012,07:30,15,2,4,6,3
06/01/2012,07:45,16,2,6,6,2
06/01/2012,08:00,21,5,5,8,3
06/01/2012,08:15,12,4,3,4,1
06/01/2012,08:30,20,3,8,5,4
06/01/2012,08:45,10,3,1,3,3
06/01/2012,09:00,9,3,5,0,1
06/01/2012,09:15,14,4,6,4,0
06/01/2012,09:30,13,6,5,1,1
06/01/2012,09:45,8,2,3,1,2
06/01/2012,10:00,6,1,2,1,2
06/01/2012,10:15,8,1,3,4,0
06/01/2012,10:30,10,7,3,0,0
06/01/2012,10:45,9,5,3,1,0
06/01/2012,11:00,28,16,9,3,0
06/01/2012,11:15,9,3,3,1,2
06/01/2012,11:30,12,5,2,3,2
06/01/2012,11:45,18,5,3,5,5
06/01/2012,12:00,16,5,5,3,3
06/01/2012,12:15,16,2,3,8,3
06/01/2012,12:30,22,6,3,7,6
06/01/2012,12:45,24,10,5,5,4
06/01/2012,13:00,17,0,7,7,3
06/01/2012,13:15,24,6,3,4,11
06/01/2012,13:30,32,4,11,9,8
06/01/2012,13:45,29,3,5,8,13
06/01/2012,14:00,16,3,3,6,4
06/01/2012,14:15,35,12,5,8,10
06/01/2012,14:30,23,5,5,9,4
06/01/2012,14:45,34,8,7,8,11
06/01/2012,15:00,35,8,5,8,14
06/01/2012,15:15,30,5,8,7,10
06/01/2012,15:30,39,10,6,11,12
06/01/2012,15:45,40,12,7,8,13
06/01/2012,16:00,46,6,13,12,15
06/01/2012,16:15,33,9,13,7,4
06/01/2012,16:30,37,15,7,9,6
06/01/2012,16:45,49,10,16,17,6
06/01/2012,17:00,34,12,9,4,9
06/01/2012,17:15,39,10,8,7,14
06/01/2012,17:30,19,3,7,5,4
06/01/2012,17:45,13,1,2,3,7
06/01/2012,18:00,13,1,2,2,8
06/01/2012,18:15,9,0,1,4,4
06/01/2012,18:30,8,1,2,2,3
06/01/2012,18:45,2,0,1,0,1
06/01/2012,19:00,6,0,0,0,6
06/01/2012,19:15,9,2,3,3,1
06/01/2012,19:30,2,2,0,0,0
06/01/2012,19:45,1,0,0,0,1
06/01/2012,20:00,2,0,0,1,1
06/01/2012,20:15,2,0,1,0,1
06/01/2012,20:30,0,0,0,0,0
06/01/2012,20:45,1,0,0,0,1
06/01/2012,21:00,1,0,0,1,0
06/01/2012,21:15,1,0,0,1,0
06/01/2012,21:30,1,0,0,0,1
06/01/2012,21:45,0,0,0,0,0
06/01/2012,22:00,0,0,0,0,0
06/01/2012,22:15,0,0,0,0,0
06/01/2012,22:30,0,0,0,0,0
06/01/2012,22:45,0,0,0,0,0
06/01/2012,23:00,1,0,0,0,1
06/01/2012,23:15,0,0,0,0,0
06/01/2012,23:30,0,0,0,0,0
06/01/2012,23:45,1,0,0,0,1
07/01/2012,00:00,0,0,0,0,0
07/01/2012,00:15,0,0,0,0,0
07/01/2012,00:30,0,0,0,0,0
07/01/2012,00:45,0,0,0,0,0
07/01/2012,01:00,0,0,0,0,0
07/01/2012,01:15,0,0,0,0,0
07/01/2012,01:30,0,0,0,0,0
07/01/2012,01:45,0,0,0,0,0
07/01/2012,02:00,0,0,0,0,0
07/01/2012,02:15,0,0,0,0,0
07/01/2012,02:30,0,0,0,0,0
07/01/2012,02:45,0,0,0,0,0
07/01/2012,03:00,0,0,0,0,0
07/01/2012,03:15,0,0,0,0,0
07/01/2012,03:30,0,0,0,0,0
07/01/2012,03:45,0,0,0,0,0
07/01/2012,04:00,0,0,0,0,0
07/01/2012,04:15,2,0,2,0,0
07/01/2012,04:30,0,0,0,0,0
07/01/2012,04:45,0,0,0,0,0
07/01/2012,05:00,0,0,0,0,0
07/01/2012,05:15,0,0,0,0,0
07/01/2012,05:30,0,0,0,0,0
07/01/2012,05:45,0,0,0,0,0
07/01/2012,06:00,0,0,0,0,0
07/01/2012,06:15,1,0,0,1,0
07/01/2012,06:30,2,0,1,0,1
07/01/2012,06:45,2,1,1,0,0
07/01/2012,07:00,7,2,3,1,1
07/01/2012,07:15,2,1,0,1,0
07/01/2012,07:30,8,5,3,0,0
07/01/2012,07:45,23,8,7,3,5
07/01/2012,08:00,18,7,9,2,0
07/01/2012,08:15,19,4,13,1,1
07/01/2012,08:30,19,10,7,2,0
07/01/2012,08:45,26,14,7,2,3
07/01/2012,09:00,31,10,14,6,1
07/01/2012,09:15,33,13,16,1,3
07/01/2012,09:30,29,10,10,4,5
07/01/2012,09:45,44,17,15,9,3
07/01/2012,10:00,44,19,16,8,1
07/01/2012,10:15,50,18,13,10,9
07/01/2012,10:30,54,12,22,15,5
07/01/2012,10:45,46,13,21,11,1
07/01/2012,11:00,54,21,16,15,2
07/01/2012,11:15,72,28,16,23,5
07/01/2012,11:30,54,23,9,19,3
07/01/2012,11:45,72,21,16,21,14
07/01/2012,12:00,61,7,18,18,18
07/01/2012,12:15,74,16,13,29,16
07/01/2012,12:30,70,14,15,26,15
07/01/2012,12:45,79,22,14,24,19
07/01/2012,13:00,96,16,20,19,41
07/01/2012,13:15,85,18,20,25,22
07/01/2012,13:30,95,20,12,29,34
07/01/2012,13:45,89,14,20,27,28
07/01/2012,14:00,84,19,15,28,22
07/01/2012,14:15,96,23,17,24,32
07/01/2012,14:30,128,22,23,39,44
07/01/2012,14:45,124,22,14,51,37
07/01/2012,15:00,85,12,14,31,28
07/01/2012,15:15,126,27,17,47,35
07/01/2012,15:30,91,17,21,22,31
07/01/2012,15:45,75,11,12,28,24
07/01/2012,16:00,66,12,9,26,19
07/01/2012,16:15,62,17,16,12,17
07/01/2012,16:30,72,17,20,20,15
07/01/2012,16:45,79,11,27,18,23
07/01/2012,17:00,57,19,13,14,11
07/01/2012,17:15,28,9,4,7,8
07/01/2012,17:30,12,3,4,3,2
07/01/2012,17:45,18,2,5,7,4
07/01/2012,18:00,9,4,4,0,1
07/01/2012,18:15,3,0,1,2,0
07/01/2012,18:30,1,0,0,0,1
07/01/2012,18:45,1,1,0,0,0
07/01/2012,19:00,4,1,3,0,0
07/01/2012,19:15,12,4,1,4,3
07/01/2012,19:30,0,0,0,0,0
07/01/2012,19:45,2,1,0,1,0
07/01/2012,20:00,0,0,0,0,0
07/01/2012,20:15,0,0,0,0,0
07/01/2012,20:30,0,0,0,0,0
