Date,,Key Bridge East,Key Bridge East Ped IN,Key Bridge East Ped OUT,Key Bridge East Bike IN,Key Bridge East Bike OUT
02/01/2013,23:15,3,2,0,1,0
02/01/2013,23:30,5,3,0,0,2
02/01/2013,23:45,3,2,0,1,0
03/01/2013,00:00,1,0,0,1,0
03/01/2013,00:15,0,0,0,0,0
03/01/2013,00:30,2,0,0,2,0
03/01/2013,00:45,1,0,0,1,0
03/01/2013,01:00,0,0,0,0,0
03/01/2013,01:15,0,0,0,0,0
03/01/2013,01:30,1,0,0,1,0
03/01/2013,01:45,1,1,0,0,0
03/01/2013,02:00,1,0,0,1,0
03/01/2013,02:15,1,1,0,0,0
03/01/2013,02:30,1,0,0,0,1
03/01/2013,02:45,0,0,0,0,0
03/01/2013,03:00,1,0,1,0,0
03/01/2013,03:15,0,0,0,0,0
03/01/2013,03:30,0,0,0,0,0
03/01/2013,03:45,0,0,0,0,0
03/01/2013,04:00,0,0,0,0,0
03/01/2013,04:15,0,0,0,0,0
03/01/2013,04:30,1,0,1,0,0
03/01/2013,04:45,0,0,0,0,0
03/01/2013,05:00,5,1,4,0,0
03/01/2013,05:15,9,2,5,0,2
03/01/2013,05:30,8,2,4,1,1
03/01/2013,05:45,7,3,3,0,1
03/01/2013,06:00,4,0,1,1,2
03/01/2013,06:15,13,1,11,0,1
03/01/2013,06:30,24,6,13,1,4
03/01/2013,06:45,24,11,7,2,4
03/01/2013,07:00,12,6,3,0,3
03/01/2013,07:15,41,24,8,1,8
03/01/2013,07:30,34,12,10,6,6
03/01/2013,07:45,39,7,15,2,15
03/01/2013,08:00,48,5,23,3,17
03/01/2013,08:15,39,6,16,3,14
03/01/2013,08:30,82,23,26,9,24
03/01/2013,08:45,59,10,28,6,15
03/01/2013,09:00,41,9,18,6,8
03/01/2013,09:15,37,6,14,3,14
03/01/2013,09:30,39,5,21,4,9
03/01/2013,09:45,20,3,9,1,7
03/01/2013,10:00,12,2,6,0,4
03/01/2013,10:15,13,6,3,0,4
03/01/2013,10:30,8,4,3,0,1
03/01/2013,10:45,21,4,8,1,8
03/01/2013,11:00,11,2,7,2,0
03/01/2013,11:15,16,4,7,1,4
03/01/2013,11:30,17,5,11,0,1
03/01/2013,11:45,12,5,4,0,3
03/01/2013,12:00,26,7,16,0,3
03/01/2013,12:15,22,5,16,0,1
03/01/2013,12:30,25,8,12,0,5
03/01/2013,12:45,27,14,10,0,3
03/01/2013,13:00,25,9,12,1,3
03/01/2013,13:15,24,13,10,0,1
03/01/2013,13:30,21,6,11,2,2
03/01/2013,13:45,21,7,12,1,1
03/01/2013,14:00,20,8,8,2,2
03/01/2013,14:15,14,5,6,0,3
03/01/2013,14:30,19,7,8,2,2
03/01/2013,14:45,32,13,13,2,4
03/01/2013,15:00,25,5,16,3,1
03/01/2013,15:15,27,10,13,2,2
03/01/2013,15:30,30,14,10,2,4
03/01/2013,15:45,25,13,9,0,3
03/01/2013,16:00,29,12,8,6,3
03/01/2013,16:15,44,16,15,8,5
03/01/2013,16:30,37,9,17,5,6
03/01/2013,16:45,40,17,13,6,4
03/01/2013,17:00,45,22,11,5,7
03/01/2013,17:15,60,21,28,2,9
03/01/2013,17:30,62,16,30,4,12
03/01/2013,17:45,70,34,22,3,11
03/01/2013,18:00,55,24,17,4,10
03/01/2013,18:15,57,15,21,5,16
03/01/2013,18:30,44,18,15,2,9
03/01/2013,18:45,45,20,14,5,6
03/01/2013,19:00,36,11,19,4,2
03/01/2013,19:15,28,14,8,5,1
03/01/2013,19:30,16,9,3,2,2
03/01/2013,19:45,25,14,7,2,2
03/01/2013,20:00,12,6,5,1,0
03/01/2013,20:15,20,16,3,0,1
03/01/2013,20:30,14,8,1,2,3
03/01/2013,20:45,9,5,2,0,2
03/01/2013,21:00,13,7,1,3,2
03/01/2013,21:15,12,8,2,0,2
03/01/2013,21:30,10,3,1,3,3
03/01/2013,21:45,4,1,0,3,0
03/01/2013,22:00,6,4,1,0,1
03/01/2013,22:15,6,4,0,2,0
03/01/2013,22:30,10,2,3,3,2
03/01/2013,22:45,13,5,4,2,2
03/01/2013,23:00,7,1,3,2,1
03/01/2013,23:15,4,3,0,1,0
03/01/2013,23:30,4,2,2,0,0
03/01/2013,23:45,4,2,0,2,0
04/01/2013,00:00,3,2,0,0,1
04/01/2013,00:15,3,3,0,0,0
04/01/2013,00:30,1,0,0,1,0
04/01/2013,00:45,2,1,0,1,0
04/01/2013,01:00,0,0,0,0,0
04/01/2013,01:15,0,0,0,0,0
04/01/2013,01:30,2,2,0,0,0
04/01/2013,01:45,2,2,0,0,0
04/01/2013,02:00,0,0,0,0,0
04/01/2013,02:15,3,1,0,2,0
04/01/2013,02:30,0,0,0,0,0
04/01/2013,02:45,0,0,0,0,0
04/01/2013,03:00,0,0,0,0,0
04/01/2013,03:15,0,0,0,0,0
04/01/2013,03:30,2,1,0,1,0
04/01/2013,03:45,0,0,0,0,0
04/01/2013,04:00,0,0,0,0,0
04/01/2013,04:15,0,0,0,0,0
04/01/2013,04:30,0,0,0,0,0
04/01/2013,04:45,1,0,1,0,0
04/01/2013,05:00,5,0,1,2,2
04/01/2013,05:15,3,0,1,0,2
04/01/2013,05:30,3,1,1,0,1
04/01/2013,05:45,9,1,3,2,3
04/01/2013,06:00,4,0,3,0,1
04/01/2013,06:15,13,3,7,0,3
04/01/2013,06:30,12,1,8,0,3
04/01/2013,06:45,19,6,6,1,6
04/01/2013,07:00,14,4,5,0,5
04/01/2013,07:15,23,7,7,3,6
04/01/2013,07:30,23,4,7,5,7
04/01/2013,07:45,37,3,16,2,16
04/01/2013,08:00,47,15,17,1,14
04/01/2013,08:15,44,10,18,3,13
04/01/2013,08:30,70,16,26,8,20
04/01/2013,08:45,56,16,15,8,17
04/01/2013,09:00,52,8,27,8,9
04/01/2013,09:15,32,3,13,0,16
04/01/2013,09:30,20,4,10,1,5
04/01/2013,09:45,23,4,13,2,4
04/01/2013,10:00,13,3,4,2,4
04/01/2013,10:15,18,7,7,1,3
04/01/2013,10:30,14,4,5,3,2
04/01/2013,10:45,11,3,5,1,2
04/01/2013,11:00,14,2,10,0,2
04/01/2013,11:15,13,1,9,0,3
04/01/2013,11:30,16,7,7,1,1
04/01/2013,11:45,24,4,17,1,2
04/01/2013,12:00,23,2,10,4,7
04/01/2013,12:15,29,10,15,2,2
04/01/2013,12:30,25,7,14,3,1
04/01/2013,12:45,37,15,15,1,6
04/01/2013,13:00,24,8,12,2,2
04/01/2013,13:15,29,5,19,0,5
04/01/2013,13:30,28,8,16,1,3
04/01/2013,13:45,19,8,7,3,1
04/01/2013,14:00,24,11,11,0,2
04/01/2013,14:15,29,14,10,2,3
04/01/2013,14:30,21,6,10,1,4
04/01/2013,14:45,24,5,14,3,2
04/01/2013,15:00,21,5,12,0,4
04/01/2013,15:15,28,10,13,2,3
04/01/2013,15:30,26,11,8,2,5
04/01/2013,15:45,34,14,14,3,3
04/01/2013,16:00,27,7,11,3,6
04/01/2013,16:15,34,16,11,0,7
04/01/2013,16:30,36,14,12,1,9
04/01/2013,16:45,43,9,15,6,13
04/01/2013,17:00,48,22,19,5,2
04/01/2013,17:15,77,27,35,5,10
04/01/2013,17:30,63,22,27,3,11
04/01/2013,17:45,78,37,26,4,11
04/01/2013,18:00,55,27,17,6,5
04/01/2013,18:15,57,26,18,4,9
04/01/2013,18:30,50,25,14,8,3
04/01/2013,18:45,39,13,18,5,3
04/01/2013,19:00,32,16,11,1,4
04/01/2013,19:15,25,15,7,0,3
04/01/2013,19:30,13,9,3,0,1
04/01/2013,19:45,20,11,3,1,5
04/01/2013,20:00,21,9,6,3,3
04/01/2013,20:15,14,6,7,0,1
04/01/2013,20:30,16,13,2,0,1
04/01/2013,20:45,11,2,5,0,4
04/01/2013,21:00,17,8,8,0,1
04/01/2013,21:15,10,6,2,1,1
04/01/2013,21:30,10,8,1,0,1
04/01/2013,21:45,5,2,3,0,0
04/01/2013,22:00,4,4,0,0,0
04/01/2013,22:15,7,4,3,0,0
04/01/2013,22:30,12,10,1,0,1
04/01/2013,22:45,10,5,2,2,1
04/01/2013,23:00,3,2,1,0,0
04/01/2013,23:15,7,1,3,3,0
04/01/2013,23:30,1,1,0,0,0
04/01/2013,23:45,8,4,1,3,0
05/01/2013,00:00,5,3,1,1,0
05/01/2013,00:15,4,2,0,2,0
05/01/2013,00:30,6,4,0,2,0
05/01/2013,00:45,5,3,0,2,0
05/01/2013,01:00,7,2,0,3,2
05/01/2013,01:15,3,2,0,1,0
05/01/2013,01:30,5,3,0,2,0
05/01/2013,01:45,3,2,0,1,0
05/01/2013,02:00,1,1,0,0,0
05/01/2013,02:15,3,0,0,1,2
05/01/2013,02:30,1,0,0,1,0
05/01/2013,02:45,3,1,1,0,1
05/01/2013,03:00,3,2,1,0,0
05/01/2013,03:15,1,0,0,1,0
05/01/2013,03:30,0,0,0,0,0
05/01/2013,03:45,2,1,0,0,1
05/01/2013,04:00,1,0,0,1,0
05/01/2013,04:15,0,0,0,0,0
05/01/2013,04:30,1,0,1,0,0
05/01/2013,04:45,1,0,1,0,0
05/01/2013,05:00,1,1,0,0,0
05/01/2013,05:15,1,0,1,0,0
05/01/2013,05:30,0,0,0,0,0
05/01/2013,05:45,2,2,0,0,0
05/01/2013,06:00,3,1,2,0,0
05/01/2013,06:15,9,2,6,1,0
05/01/2013,06:30,6,2,2,0,2
05/01/2013,06:45,8,3,2,1,2
05/01/2013,07:00,8,2,6,0,0
05/01/2013,07:15,6,1,5,0,0
05/01/2013,07:30,37,7,29,0,1
05/01/2013,07:45,20,6,8,1,5
05/01/2013,08:00,17,6,5,2,4
05/01/2013,08:15,84,36,47,0,1
05/01/2013,08:30,42,11,30,0,1
05/01/2013,08:45,46,25,15,1,5
05/01/2013,09:00,54,19,29,1,5
05/01/2013,09:15,84,18,57,3,6
05/01/2013,09:30,56,28,22,1,5
05/01/2013,09:45,53,30,18,0,5
05/01/2013,10:00,60,31,21,2,6
05/01/2013,10:15,39,19,18,0,2
05/01/2013,10:30,39,13,19,1,6
05/01/2013,10:45,48,16,25,3,4
05/01/2013,11:00,55,21,28,2,4
05/01/2013,11:15,57,19,31,1,6
05/01/2013,11:30,52,11,30,4,7
05/01/2013,11:45,40,16,14,3,7
05/01/2013,12:00,57,11,34,3,9
05/01/2013,12:15,45,11,27,1,6
05/01/2013,12:30,65,23,36,1,5
05/01/2013,12:45,52,21,22,4,5
05/01/2013,13:00,64,18,34,6,6
05/01/2013,13:15,66,24,28,8,6
05/01/2013,13:30,74,42,23,0,9
05/01/2013,13:45,45,13,24,5,3
05/01/2013,14:00,54,19,28,4,3
05/01/2013,14:15,51,16,23,3,9
05/01/2013,14:30,84,17,49,2,16
05/01/2013,14:45,57,19,29,4,5
05/01/2013,15:00,65,16,36,3,10
05/01/2013,15:15,63,28,22,1,12
05/01/2013,15:30,68,28,36,0,4
05/01/2013,15:45,59,20,20,9,10
05/01/2013,16:00,66,21,22,6,17
05/01/2013,16:15,95,47,26,5,17
05/01/2013,16:30,51,19,21,4,7
05/01/2013,16:45,61,27,28,3,3
05/01/2013,17:00,44,17,16,8,3
05/01/2013,17:15,46,22,20,1,3
05/01/2013,17:30,36,17,13,3,3
05/01/2013,17:45,35,25,8,2,0
05/01/2013,18:00,45,17,21,1,6
05/01/2013,18:15,27,15,7,2,3
05/01/2013,18:30,26,15,8,0,3
05/01/2013,18:45,22,8,9,4,1
05/01/2013,19:00,18,7,5,3,3
05/01/2013,19:15,14,5,3,4,2
05/01/2013,19:30,23,13,7,1,2
05/01/2013,19:45,24,13,10,0,1
05/01/2013,20:00,14,7,7,0,0
05/01/2013,20:15,13,8,3,0,2
05/01/2013,20:30,13,7,6,0,0
05/01/2013,20:45,14,8,5,0,1
05/01/2013,21:00,13,10,1,0,2
05/01/2013,21:15,11,8,2,1,0
05/01/2013,21:30,20,12,6,2,0
05/01/2013,21:45,11,8,3,0,0
05/01/2013,22:00,6,3,1,1,1
05/01/2013,22:15,7,6,1,0,0
05/01/2013,22:30,10,4,1,0,5
05/01/2013,22:45,6,5,0,1,0
05/01/2013,23:00,11,6,1,4,0
05/01/2013,23:15,6,4,0,2,0
05/01/2013,23:30,2,0,1,1,0
05/01/2013,23:45,3,3,0,0,0
06/01/2013,00:00,7,2,3,2,0
06/01/2013,00:15,4,4,0,0,0
06/01/2013,00:30,5,5,0,0,0
06/01/2013,00:45,6,5,0,1,0
06/01/2013,01:00,4,1,0,2,1
06/01/2013,01:15,4,0,1,3,0
06/01/2013,01:30,3,1,1,1,0
06/01/2013,01:45,4,4,0,0,0
06/01/2013,02:00,2,1,1,0,0
06/01/2013,02:15,3,2,0,1,0
06/01/2013,02:30,6,4,0,1,1
06/01/2013,02:45,2,2,0,0,0
06/01/2013,03:00,2,2,0,0,0
06/01/2013,03:15,4,0,1,3,0
06/01/2013,03:30,4,2,1,1,0
06/01/2013,03:45,2,1,1,0,0
06/01/2013,04:00,0,0,0,0,0
06/01/2013,04:15,0,0,0,0,0
06/01/2013,04:30,0,0,0,0,0
06/01/2013,04:45,2,0,2,0,0
06/01/2013,05:00,1,1,0,0,0
06/01/2013,05:15,1,0,1,0,0
06/01/2013,05:30,1,0,0,0,1
06/01/2013,05:45,2,1,0,0,1
06/01/2013,06:00,0,0,0,0,0
06/01/2013,06:15,1,0,1,0,0
06/01/2013,06:30,3,0,3,0,0
06/01/2013,06:45,8,0,3,1,4
06/01/2013,07:00,5,1,4,0,0
06/01/2013,07:15,1,1,0,0,0
06/01/2013,07:30,8,3,4,1,0
06/01/2013,07:45,11,3,8,0,0
06/01/2013,08:00,15,3,6,3,3
06/01/2013,08:15,18,4,8,0,6
06/01/2013,08:30,28,11,13,0,4
06/01/2013,08:45,23,5,12,0,6
06/01/2013,09:00,25,8,13,0,4
06/01/2013,09:15,26,7,9,1,9
06/01/2013,09:30,33,14,17,0,2
06/01/2013,09:45,37,9,13,0,15
06/01/2013,10:00,31,11,14,1,5
06/01/2013,10:15,29,8,16,0,5
06/01/2013,10:30,47,18,23,0,6
06/01/2013,10:45,51,16,25,6,4
06/01/2013,11:00,70,27,38,1,4
06/01/2013,11:15,67,21,29,6,11
06/01/2013,11:30,67,26,32,1,8
06/01/2013,11:45,60,21,25,7,7
06/01/2013,12:00,58,23,26,3,6
06/01/2013,12:15,63,15,34,3,11
06/01/2013,12:30,66,24,34,3,5
06/01/2013,12:45,61,14,34,3,10
06/01/2013,13:00,74,28,36,6,4
06/01/2013,13:15,79,22,38,9,10
06/01/2013,13:30,63,25,28,5,5
06/01/2013,13:45,77,26,39,6,6
06/01/2013,14:00,68,23,32,4,9
06/01/2013,14:15,66,21,23,8,14
06/01/2013,14:30,82,27,36,6,13
06/01/2013,14:45,74,29,29,5,11
06/01/2013,15:00,84,29,40,7,8
06/01/2013,15:15,66,27,23,5,11
06/01/2013,15:30,89,44,32,10,3
06/01/2013,15:45,58,22,24,5,7
06/01/2013,16:00,36,5,16,5,10
06/01/2013,16:15,60,27,14,6,13
06/01/2013,16:30,56,25,27,1,3
06/01/2013,16:45,51,20,18,6,7
06/01/2013,17:00,28,11,14,1,2
06/01/2013,17:15,40,27,11,0,2
06/01/2013,17:30,23,17,6,0,0
06/01/2013,17:45,20,10,8,1,1
06/01/2013,18:00,18,13,3,2,0
06/01/2013,18:15,21,11,4,5,1
06/01/2013,18:30,24,13,7,0,4
06/01/2013,18:45,16,9,7,0,0
06/01/2013,19:00,13,7,5,0,1
06/01/2013,19:15,16,10,2,1,3
06/01/2013,19:30,5,3,1,0,1
06/01/2013,19:45,15,8,5,0,2
06/01/2013,20:00,14,6,5,2,1
06/01/2013,20:15,12,9,2,0,1
06/01/2013,20:30,12,5,4,3,0
06/01/2013,20:45,22,12,6,0,4
06/01/2013,21:00,4,2,1,0,1
06/01/2013,21:15,7,5,1,0,1
06/01/2013,21:30,4,3,1,0,0
06/01/2013,21:45,5,1,2,2,0
06/01/2013,22:00,2,2,0,0,0
06/01/2013,22:15,5,0,2,2,1
06/01/2013,22:30,4,2,2,0,0
06/01/2013,22:45,2,0,0,2,0
06/01/2013,23:00,4,4,0,0,0
06/01/2013,23:15,4,1,1,1,1
06/01/2013,23:30,2,0,0,2,0
06/01/2013,23:45,5,0,2,3,0
07/01/2013,00:00,3,1,1,1,0
07/01/2013,00:15,2,1,1,0,0
07/01/2013,00:30,0,0,0,0,0
07/01/2013,00:45,3,2,1,0,0
07/01/2013,01:00,0,0,0,0,0
07/01/2013,01:15,1,1,0,0,0
07/01/2013,01:30,2,0,0,0,2
07/01/2013,01:45,0,0,0,0,0
07/01/2013,02:00,3,2,0,0,1
07/01/2013,02:15,0,0,0,0,0
07/01/2013,02:30,2,1,1,0,0
07/01/2013,02:45,0,0,0,0,0
07/01/2013,03:00,1,0,0,1,0
07/01/2013,03:15,0,0,0,0,0
07/01/2013,03:30,0,0,0,0,0
07/01/2013,03:45,1,1,0,0,0
07/01/2013,04:00,0,0,0,0,0
07/01/2013,04:15,0,0,0,0,0
07/01/2013,04:30,0,0,0,0,0
07/01/2013,04:45,1,1,0,0,0
07/01/2013,05:00,3,0,1,2,0
07/01/2013,05:15,4,0,2,0,2
07/01/2013,05:30,17,7,9,0,1
07/01/2013,05:45,7,0,3,2,2
07/01/2013,06:00,7,1,4,2,0
07/01/2013,06:15,24,4,14,1,5
07/01/2013,06:30,19,4,11,0,4
07/01/2013,06:45,67,12,42,2,11
07/01/2013,07:00,76,36,34,1,5
07/01/2013,07:15,36,8,12,4,12
07/01/2013,07:30,33,6,8,9,10
07/01/2013,07:45,56,10,21,5,20
07/01/2013,08:00,48,6,18,2,22
07/01/2013,08:15,64,10,24,7,23
07/01/2013,08:30,78,20,18,12,28
07/01/2013,08:45,57,13,18,8,18
07/01/2013,09:00,43,7,19,6,11
07/01/2013,09:15,44,6,18,4,16
07/01/2013,09:30,39,9,10,5,15
07/01/2013,09:45,31,8,16,1,6
07/01/2013,10:00,23,0,14,1,8
07/01/2013,10:15,12,4,4,0,4
07/01/2013,10:30,17,3,9,2,3
07/01/2013,10:45,21,1,10,1,9
07/01/2013,11:00,6,2,2,0,2
07/01/2013,11:15,8,2,1,2,3
07/01/2013,11:30,21,7,11,1,2
07/01/2013,11:45,26,3,17,2,4
07/01/2013,12:00,30,5,21,1,3
07/01/2013,12:15,34,8,23,0,3
07/01/2013,12:30,25,16,8,0,1
07/01/2013,12:45,28,13,6,3,6
07/01/2013,13:00,17,7,6,0,4
07/01/2013,13:15,16,5,7,3,1
07/01/2013,13:30,22,13,8,1,0
07/01/2013,13:45,21,3,11,2,5
07/01/2013,14:00,17,7,7,0,3
07/01/2013,14:15,28,10,8,3,7
07/01/2013,14:30,31,8,20,0,3
07/01/2013,14:45,22,9,10,2,1
07/01/2013,15:00,24,8,8,4,4
07/01/2013,15:15,25,6,9,5,5
07/01/2013,15:30,24,7,9,4,4
07/01/2013,15:45,37,19,12,2,4
07/01/2013,16:00,33,13,15,1,4
07/01/2013,16:15,35,15,10,3,7
07/01/2013,16:30,37,8,14,4,11
07/01/2013,16:45,53,22,15,8,8
07/01/2013,17:00,49,20,19,4,6
07/01/2013,17:15,75,35,23,7,10
07/01/2013,17:30,78,22,34,5,17
07/01/2013,17:45,85,27,28,7,23
07/01/2013,18:00,95,40,30,3,22
07/01/2013,18:15,65,24,24,8,9
07/01/2013,18:30,46,25,11,4,6
07/01/2013,18:45,46,19,15,4,8
07/01/2013,19:00,42,23,9,8,2
07/01/2013,19:15,36,14,13,2,7
07/01/2013,19:30,28,19,7,0,2
07/01/2013,19:45,24,17,4,0,3
07/01/2013,20:00,19,7,8,0,4
07/01/2013,20:15,17,10,5,2,0
07/01/2013,20:30,16,8,7,0,1
07/01/2013,20:45,12,9,1,0,2
