Date,,WOD Bon Air East,WOD Bon Air East Ped IN,WOD Bon Air East Ped OUT,WOD Bon Air East Bike IN,WOD Bon Air East Bike OUT
21/01/2011,00:00,0,0,0,0,0
21/01/2011,00:15,0,0,0,0,0
21/01/2011,00:30,0,0,0,0,0
21/01/2011,00:45,2,2,0,0,0
21/01/2011,01:00,0,0,0,0,0
21/01/2011,01:15,0,0,0,0,0
21/01/2011,01:30,0,0,0,0,0
21/01/2011,01:45,0,0,0,0,0
21/01/2011,02:00,0,0,0,0,0
21/01/2011,02:15,0,0,0,0,0
21/01/2011,02:30,0,0,0,0,0
21/01/2011,02:45,0,0,0,0,0
21/01/2011,03:00,0,0,0,0,0
21/01/2011,03:15,0,0,0,0,0
21/01/2011,03:30,0,0,0,0,0
21/01/2011,03:45,0,0,0,0,0
21/01/2011,04:00,0,0,0,0,0
21/01/2011,04:15,0,0,0,0,0
21/01/2011,04:30,0,0,0,0,0
21/01/2011,04:45,0,0,0,0,0
21/01/2011,05:00,0,0,0,0,0
21/01/2011,05:15,0,0,0,0,0
21/01/2011,05:30,0,0,0,0,0
21/01/2011,05:45,0,0,0,0,0
21/01/2011,06:00,0,0,0,0,0
21/01/2011,06:15,0,0,0,0,0
21/01/2011,06:30,0,0,0,0,0
21/01/2011,06:45,0,0,0,0,0
21/01/2011,07:00,0,0,0,0,0
21/01/2011,07:15,0,0,0,0,0
21/01/2011,07:30,0,0,0,0,0
21/01/2011,07:45,0,0,0,0,0
21/01/2011,08:00,0,0,0,0,0
21/01/2011,08:15,0,0,0,0,0
21/01/2011,08:30,0,0,0,0,0
21/01/2011,08:45,0,0,0,0,0
21/01/2011,09:00,0,0,0,0,0
21/01/2011,09:15,0,0,0,0,0
21/01/2011,09:30,0,0,0,0,0
21/01/2011,09:45,0,0,0,0,0
21/01/2011,10:00,0,0,0,0,0
21/01/2011,10:15,0,0,0,0,0
21/01/2011,10:30,0,0,0,0,0
21/01/2011,10:45,0,0,0,0,0
21/01/2011,11:00,0,0,0,0,0
21/01/2011,11:15,0,0,0,0,0
21/01/2011,11:30,0,0,0,0,0
21/01/2011,11:45,0,0,0,0,0
21/01/2011,12:00,0,0,0,0,0
21/01/2011,12:15,0,0,0,0,0
21/01/2011,12:30,0,0,0,0,0
21/01/2011,12:45,0,0,0,0,0
21/01/2011,13:00,0,0,0,0,0
21/01/2011,13:15,0,0,0,0,0
21/01/2011,13:30,0,0,0,0,0
21/01/2011,13:45,2,2,0,0,0
21/01/2011,14:00,0,0,0,0,0
21/01/2011,14:15,0,0,0,0,0
21/01/2011,14:30,4,2,2,0,0
21/01/2011,14:45,18,14,4,0,0
21/01/2011,15:00,3,2,1,0,0
21/01/2011,15:15,11,8,3,0,0
21/01/2011,15:30,4,2,2,0,0
21/01/2011,15:45,11,7,4,0,0
21/01/2011,16:00,5,1,4,0,0
21/01/2011,16:15,1,1,0,0,0
21/01/2011,16:30,33,21,12,0,0
21/01/2011,16:45,14,8,6,0,0
21/01/2011,17:00,40,20,20,0,0
21/01/2011,17:15,12,7,5,0,0
21/01/2011,17:30,1,1,0,0,0
21/01/2011,17:45,1,1,0,0,0
21/01/2011,18:00,0,0,0,0,0
21/01/2011,18:15,2,0,2,0,0
21/01/2011,18:30,4,3,1,0,0
21/01/2011,18:45,2,1,1,0,0
21/01/2011,19:00,0,0,0,0,0
21/01/2011,19:15,6,4,2,0,0
21/01/2011,19:30,3,2,1,0,0
21/01/2011,19:45,20,7,13,0,0
21/01/2011,20:00,31,16,15,0,0
21/01/2011,20:15,6,3,3,0,0
21/01/2011,20:30,13,9,4,0,0
21/01/2011,20:45,35,15,20,0,0
21/01/2011,21:00,0,0,0,0,0
21/01/2011,21:15,0,0,0,0,0
21/01/2011,21:30,0,0,0,0,0
21/01/2011,21:45,19,10,9,0,0
21/01/2011,22:00,10,5,5,0,0
21/01/2011,22:15,14,11,3,0,0
21/01/2011,22:30,2,0,2,0,0
21/01/2011,22:45,9,9,0,0,0
21/01/2011,23:00,8,4,4,0,0
21/01/2011,23:15,,,,,
21/01/2011,23:30,,,,,
21/01/2011,23:45,,,,,
22/01/2011,00:00,,,,,
22/01/2011,00:15,,,,,
22/01/2011,00:30,,,,,
22/01/2011,00:45,,,,,
22/01/2011,01:00,,,,,
22/01/2011,01:15,,,,,
22/01/2011,01:30,,,,,
22/01/2011,01:45,,,,,
22/01/2011,02:00,,,,,
22/01/2011,02:15,,,,,
22/01/2011,02:30,,,,,
22/01/2011,02:45,,,,,
22/01/2011,03:00,,,,,
22/01/2011,03:15,,,,,
22/01/2011,03:30,,,,,
22/01/2011,03:45,,,,,
22/01/2011,04:00,,,,,
22/01/2011,04:15,,,,,
22/01/2011,04:30,,,,,
22/01/2011,04:45,,,,,
22/01/2011,05:00,,,,,
22/01/2011,05:15,,,,,
22/01/2011,05:30,,,,,
22/01/2011,05:45,,,,,
22/01/2011,06:00,,,,,
22/01/2011,06:15,,,,,
22/01/2011,06:30,,,,,
22/01/2011,06:45,,,,,
22/01/2011,07:00,,,,,
22/01/2011,07:15,,,,,
22/01/2011,07:30,,,,,
22/01/2011,07:45,,,,,
22/01/2011,08:00,,,,,
22/01/2011,08:15,,,,,
22/01/2011,08:30,,,,,
22/01/2011,08:45,,,,,
22/01/2011,09:00,,,,,
22/01/2011,09:15,,,,,
22/01/2011,09:30,,,,,
22/01/2011,09:45,,,,,
22/01/2011,10:00,,,,,
22/01/2011,10:15,,,,,
22/01/2011,10:30,,,,,
22/01/2011,10:45,,,,,
22/01/2011,11:00,,,,,
22/01/2011,11:15,,,,,
22/01/2011,11:30,,,,,
22/01/2011,11:45,,,,,
22/01/2011,12:00,,,,,
22/01/2011,12:15,,,,,
22/01/2011,12:30,,,,,
22/01/2011,12:45,,,,,
22/01/2011,13:00,,,,,
22/01/2011,13:15,,,,,
22/01/2011,13:30,,,,,
22/01/2011,13:45,,,,,
22/01/2011,14:00,,,,,
22/01/2011,14:15,,,,,
22/01/2011,14:30,,,,,
22/01/2011,14:45,,,,,
22/01/2011,15:00,,,,,
22/01/2011,15:15,,,,,
22/01/2011,15:30,,,,,
22/01/2011,15:45,,,,,
22/01/2011,16:00,,,,,
22/01/2011,16:15,,,,,
22/01/2011,16:30,,,,,
22/01/2011,16:45,,,,,
22/01/2011,17:00,,,,,
22/01/2011,17:15,,,,,
22/01/2011,17:30,,,,,
22/01/2011,17:45,,,,,
22/01/2011,18:00,,,,,
22/01/2011,18:15,,,,,
22/01/2011,18:30,,,,,
22/01/2011,18:45,,,,,
22/01/2011,19:00,,,,,
22/01/2011,19:15,,,,,
22/01/2011,19:30,,,,,
22/01/2011,19:45,,,,,
22/01/2011,20:00,,,,,
22/01/2011,20:15,,,,,
22/01/2011,20:30,,,,,
22/01/2011,20:45,,,,,
22/01/2011,21:00,,,,,
22/01/2011,21:15,,,,,
22/01/2011,21:30,,,,,
22/01/2011,21:45,,,,,
22/01/2011,22:00,,,,,
22/01/2011,22:15,,,,,
22/01/2011,22:30,,,,,
22/01/2011,22:45,,,,,
22/01/2011,23:00,,,,,
22/01/2011,23:15,,,,,
22/01/2011,23:30,,,,,
22/01/2011,23:45,,,,,
23/01/2011,00:00,,,,,
23/01/2011,00:15,,,,,
23/01/2011,00:30,,,,,
23/01/2011,00:45,,,,,
23/01/2011,01:00,,,,,
23/01/2011,01:15,,,,,
23/01/2011,01:30,,,,,
23/01/2011,01:45,,,,,
23/01/2011,02:00,,,,,
23/01/2011,02:15,,,,,
23/01/2011,02:30,,,,,
23/01/2011,02:45,,,,,
23/01/2011,03:00,,,,,
23/01/2011,03:15,,,,,
23/01/2011,03:30,,,,,
23/01/2011,03:45,,,,,
23/01/2011,04:00,,,,,
23/01/2011,04:15,,,,,
23/01/2011,04:30,,,,,
23/01/2011,04:45,,,,,
23/01/2011,05:00,,,,,
23/01/2011,05:15,17,8,9,0,0
23/01/2011,05:30,7,2,3,1,1
23/01/2011,05:45,10,4,6,0,0
23/01/2011,06:00,14,6,5,0,3
23/01/2011,06:15,10,6,3,1,0
23/01/2011,06:30,5,1,1,3,0
23/01/2011,06:45,9,6,3,0,0
23/01/2011,07:00,9,7,2,0,0
23/01/2011,07:15,6,1,5,0,0
23/01/2011,07:30,15,8,3,3,1
23/01/2011,07:45,14,7,2,4,1
23/01/2011,08:00,13,4,6,2,1
23/01/2011,08:15,15,10,3,1,1
23/01/2011,08:30,7,2,3,2,0
23/01/2011,08:45,9,7,1,1,0
23/01/2011,09:00,5,3,2,0,0
23/01/2011,09:15,16,7,2,3,4
23/01/2011,09:30,8,7,1,0,0
23/01/2011,09:45,13,5,6,1,1
23/01/2011,10:00,9,5,2,0,2
23/01/2011,10:15,4,3,1,0,0
23/01/2011,10:30,3,1,2,0,0
23/01/2011,10:45,2,2,0,0,0
23/01/2011,11:00,1,1,0,0,0
23/01/2011,11:15,0,0,0,0,0
23/01/2011,11:30,1,0,1,0,0
23/01/2011,11:45,0,0,0,0,0
23/01/2011,12:00,1,1,0,0,0
23/01/2011,12:15,1,1,0,0,0
23/01/2011,12:30,1,1,0,0,0
23/01/2011,12:45,0,0,0,0,0
23/01/2011,13:00,1,0,1,0,0
23/01/2011,13:15,0,0,0,0,0
23/01/2011,13:30,0,0,0,0,0
23/01/2011,13:45,0,0,0,0,0
23/01/2011,14:00,0,0,0,0,0
23/01/2011,14:15,0,0,0,0,0
23/01/2011,14:30,0,0,0,0,0
23/01/2011,14:45,1,0,1,0,0
23/01/2011,15:00,0,0,0,0,0
23/01/2011,15:15,0,0,0,0,0
23/01/2011,15:30,0,0,0,0,0
23/01/2011,15:45,1,0,1,0,0
23/01/2011,16:00,0,0,0,0,0
23/01/2011,16:15,2,2,0,0,0
23/01/2011,16:30,0,0,0,0,0
23/01/2011,16:45,0,0,0,0,0
23/01/2011,17:00,0,0,0,0,0
23/01/2011,17:15,0,0,0,0,0
23/01/2011,17:30,0,0,0,0,0
23/01/2011,17:45,0,0,0,0,0
23/01/2011,18:00,0,0,0,0,0
23/01/2011,18:15,0,0,0,0,0
23/01/2011,18:30,0,0,0,0,0
23/01/2011,18:45,0,0,0,0,0
23/01/2011,19:00,0,0,0,0,0
23/01/2011,19:15,0,0,0,0,0
23/01/2011,19:30,0,0,0,0,0
23/01/2011,19:45,0,0,0,0,0
23/01/2011,20:00,0,0,0,0,0
23/01/2011,20:15,0,0,0,0,0
23/01/2011,20:30,0,0,0,0,0
23/01/2011,20:45,0,0,0,0,0
23/01/2011,21:00,0,0,0,0,0
23/01/2011,21:15,0,0,0,0,0
23/01/2011,21:30,1,0,0,1,0
23/01/2011,21:45,0,0,0,0,0
23/01/2011,22:00,0,0,0,0,0
23/01/2011,22:15,0,0,0,0,0
23/01/2011,22:30,0,0,0,0,0
23/01/2011,22:45,0,0,0,0,0
23/01/2011,23:00,0,0,0,0,0
23/01/2011,23:15,4,4,0,0,0
23/01/2011,23:30,0,0,0,0,0
23/01/2011,23:45,2,1,1,0,0
24/01/2011,00:00,0,0,0,0,0
24/01/2011,00:15,0,0,0,0,0
24/01/2011,00:30,16,2,14,0,0
24/01/2011,00:45,0,0,0,0,0
24/01/2011,01:00,0,0,0,0,0
24/01/2011,01:15,0,0,0,0,0
24/01/2011,01:30,0,0,0,0,0
24/01/2011,01:45,0,0,0,0,0
24/01/2011,02:00,1,1,0,0,0
24/01/2011,02:15,65,36,29,0,0
24/01/2011,02:30,0,0,0,0,0
24/01/2011,02:45,0,0,0,0,0
24/01/2011,03:00,0,0,0,0,0
24/01/2011,03:15,1,1,0,0,0
24/01/2011,03:30,0,0,0,0,0
24/01/2011,03:45,8,2,6,0,0
24/01/2011,04:00,0,0,0,0,0
24/01/2011,04:15,0,0,0,0,0
24/01/2011,04:30,0,0,0,0,0
24/01/2011,04:45,0,0,0,0,0
24/01/2011,05:00,2,2,0,0,0
24/01/2011,05:15,0,0,0,0,0
24/01/2011,05:30,1,0,0,1,0
24/01/2011,05:45,1,0,1,0,0
24/01/2011,06:00,5,2,2,0,1
24/01/2011,06:15,5,4,0,1,0
24/01/2011,06:30,10,4,4,2,0
24/01/2011,06:45,8,1,6,0,1
24/01/2011,07:00,6,5,1,0,0
24/01/2011,07:15,11,4,2,5,0
24/01/2011,07:30,8,3,4,0,1
24/01/2011,07:45,4,0,1,3,0
24/01/2011,08:00,8,3,1,2,2
24/01/2011,08:15,9,1,4,2,2
24/01/2011,08:30,9,4,3,2,0
24/01/2011,08:45,2,1,0,1,0
24/01/2011,09:00,4,1,2,0,1
24/01/2011,09:15,0,0,0,0,0
24/01/2011,09:30,0,0,0,0,0
24/01/2011,09:45,1,0,1,0,0
24/01/2011,10:00,3,0,0,1,2
24/01/2011,10:15,2,0,1,0,1
24/01/2011,10:30,4,1,0,1,2
24/01/2011,10:45,2,1,1,0,0
24/01/2011,11:00,0,0,0,0,0
24/01/2011,11:15,2,0,2,0,0
24/01/2011,11:30,3,1,0,0,2
24/01/2011,11:45,8,4,3,1,0
24/01/2011,12:00,8,0,6,2,0
24/01/2011,12:15,2,1,1,0,0
24/01/2011,12:30,4,1,2,1,0
24/01/2011,12:45,2,1,1,0,0
24/01/2011,13:00,3,1,1,1,0
24/01/2011,13:15,3,0,1,2,0
24/01/2011,13:30,2,1,1,0,0
24/01/2011,13:45,7,4,3,0,0
24/01/2011,14:00,3,2,1,0,0
24/01/2011,14:15,2,1,0,1,0
24/01/2011,14:30,4,3,1,0,0
24/01/2011,14:45,6,2,4,0,0
24/01/2011,15:00,6,0,3,2,1
24/01/2011,15:15,1,0,1,0,0
24/01/2011,15:30,2,0,0,2,0
24/01/2011,15:45,3,2,0,0,1
24/01/2011,16:00,7,1,3,2,1
24/01/2011,16:15,2,0,2,0,0
24/01/2011,16:30,9,4,0,4,1
24/01/2011,16:45,12,2,6,1,3
24/01/2011,17:00,3,2,0,0,1
24/01/2011,17:15,7,1,3,0,3
24/01/2011,17:30,5,1,1,1,2
24/01/2011,17:45,6,0,1,0,5
24/01/2011,18:00,4,2,1,1,0
24/01/2011,18:15,6,1,0,1,4
24/01/2011,18:30,4,0,0,2,2
24/01/2011,18:45,6,4,1,0,1
24/01/2011,19:00,4,2,2,0,0
24/01/2011,19:15,1,1,0,0,0
24/01/2011,19:30,3,0,2,0,1
24/01/2011,19:45,8,4,1,1,2
24/01/2011,20:00,2,0,1,0,1
24/01/2011,20:15,1,0,1,0,0
24/01/2011,20:30,0,0,0,0,0
24/01/2011,20:45,0,0,0,0,0
24/01/2011,21:00,0,0,0,0,0
24/01/2011,21:15,0,0,0,0,0
24/01/2011,21:30,0,0,0,0,0
24/01/2011,21:45,0,0,0,0,0
24/01/2011,22:00,1,0,0,0,1
24/01/2011,22:15,2,0,0,1,1
24/01/2011,22:30,1,0,0,0,1
24/01/2011,22:45,0,0,0,0,0
24/01/2011,23:00,0,0,0,0,0
24/01/2011,23:15,0,0,0,0,0
24/01/2011,23:30,0,0,0,0,0
24/01/2011,23:45,0,0,0,0,0
25/01/2011,00:00,0,0,0,0,0
25/01/2011,00:15,0,0,0,0,0
25/01/2011,00:30,0,0,0,0,0
25/01/2011,00:45,0,0,0,0,0
25/01/2011,01:00,0,0,0,0,0
25/01/2011,01:15,0,0,0,0,0
25/01/2011,01:30,1,1,0,0,0
25/01/2011,01:45,1,0,1,0,0
25/01/2011,02:00,0,0,0,0,0
25/01/2011,02:15,0,0,0,0,0
25/01/2011,02:30,0,0,0,0,0
25/01/2011,02:45,0,0,0,0,0
25/01/2011,03:00,0,0,0,0,0
25/01/2011,03:15,0,0,0,0,0
25/01/2011,03:30,0,0,0,0,0
25/01/2011,03:45,0,0,0,0,0
25/01/2011,04:00,0,0,0,0,0
25/01/2011,04:15,0,0,0,0,0
25/01/2011,04:30,0,0,0,0,0
25/01/2011,04:45,1,1,0,0,0
25/01/2011,05:00,0,0,0,0,0
25/01/2011,05:15,0,0,0,0,0
25/01/2011,05:30,0,0,0,0,0
25/01/2011,05:45,3,0,1,2,0
25/01/2011,06:00,7,4,2,0,1
25/01/2011,06:15,8,4,3,1,0
25/01/2011,06:30,13,5,5,2,1
25/01/2011,06:45,18,4,11,2,1
25/01/2011,07:00,12,4,3,4,1
25/01/2011,07:15,15,5,4,5,1
25/01/2011,07:30,11,4,3,2,2
25/01/2011,07:45,13,5,1,7,0
25/01/2011,08:00,14,3,4,6,1
25/01/2011,08:15,14,5,5,2,2
25/01/2011,08:30,10,1,5,4,0
25/01/2011,08:45,22,11,6,5,0
25/01/2011,09:00,6,3,1,1,1
25/01/2011,09:15,8,2,3,1,2
25/01/2011,09:30,18,8,10,0,0
25/01/2011,09:45,11,4,5,2,0
25/01/2011,10:00,73,42,28,3,0
25/01/2011,10:15,33,18,12,2,1
25/01/2011,10:30,23,7,14,0,2
25/01/2011,10:45,30,18,10,1,1
25/01/2011,11:00,11,7,4,0,0
25/01/2011,11:15,15,6,3,4,2
25/01/2011,11:30,7,2,2,1,2
25/01/2011,11:45,5,0,2,3,0
25/01/2011,12:00,16,8,7,0,1
25/01/2011,12:15,9,4,1,2,2
25/01/2011,12:30,17,3,8,2,4
25/01/2011,12:45,9,2,3,3,1
25/01/2011,13:00,16,5,7,2,2
25/01/2011,13:15,13,4,5,2,2
25/01/2011,13:30,15,8,5,1,1
25/01/2011,13:45,11,3,4,1,3
25/01/2011,14:00,9,2,2,3,2
25/01/2011,14:15,2,1,1,0,0
25/01/2011,14:30,9,3,1,1,4
25/01/2011,14:45,5,0,3,1,1
25/01/2011,15:00,15,2,2,5,6
25/01/2011,15:15,11,4,3,2,2
25/01/2011,15:30,19,7,2,8,2
25/01/2011,15:45,11,3,1,1,6
25/01/2011,16:00,19,6,7,4,2
25/01/2011,16:15,24,8,6,5,5
25/01/2011,16:30,24,8,10,2,4
25/01/2011,16:45,23,5,5,8,5
25/01/2011,17:00,20,7,6,3,4
25/01/2011,17:15,17,4,4,1,8
25/01/2011,17:30,18,6,5,3,4
25/01/2011,17:45,10,2,2,4,2
25/01/2011,18:00,10,3,3,1,3
25/01/2011,18:15,9,2,4,1,2
25/01/2011,18:30,7,1,2,3,1
25/01/2011,18:45,6,3,1,2,0
25/01/2011,19:00,18,3,10,1,4
25/01/2011,19:15,9,5,3,0,1
25/01/2011,19:30,10,7,2,0,1
25/01/2011,19:45,8,2,3,0,3
25/01/2011,20:00,3,1,0,0,2
25/01/2011,20:15,1,0,0,1,0
25/01/2011,20:30,0,0,0,0,0
25/01/2011,20:45,5,5,0,0,0
25/01/2011,21:00,4,0,3,0,1
25/01/2011,21:15,1,0,0,1,0
25/01/2011,21:30,0,0,0,0,0
25/01/2011,21:45,1,0,1,0,0
25/01/2011,22:00,0,0,0,0,0
25/01/2011,22:15,0,0,0,0,0
25/01/2011,22:30,0,0,0,0,0
25/01/2011,22:45,0,0,0,0,0
25/01/2011,23:00,0,0,0,0,0
25/01/2011,23:15,0,0,0,0,0
25/01/2011,23:30,0,0,0,0,0
25/01/2011,23:45,1,0,1,0,0
26/01/2011,00:00,1,0,0,0,1
26/01/2011,00:15,1,1,0,0,0
26/01/2011,00:30,0,0,0,0,0
26/01/2011,00:45,0,0,0,0,0
26/01/2011,01:00,0,0,0,0,0
26/01/2011,01:15,0,0,0,0,0
26/01/2011,01:30,0,0,0,0,0
26/01/2011,01:45,0,0,0,0,0
26/01/2011,02:00,0,0,0,0,0
26/01/2011,02:15,0,0,0,0,0
26/01/2011,02:30,0,0,0,0,0
26/01/2011,02:45,0,0,0,0,0
26/01/2011,03:00,0,0,0,0,0
26/01/2011,03:15,0,0,0,0,0
26/01/2011,03:30,0,0,0,0,0
26/01/2011,03:45,0,0,0,0,0
26/01/2011,04:00,0,0,0,0,0
26/01/2011,04:15,0,0,0,0,0
26/01/2011,04:30,0,0,0,0,0
26/01/2011,04:45,0,0,0,0,0
26/01/2011,05:00,0,0,0,0,0
26/01/2011,05:15,0,0,0,0,0
26/01/2011,05:30,0,0,0,0,0
26/01/2011,05:45,0,0,0,0,0
26/01/2011,06:00,2,2,0,0,0
26/01/2011,06:15,1,0,1,0,0
26/01/2011,06:30,1,0,1,0,0
26/01/2011,06:45,3,2,0,0,1
26/01/2011,07:00,2,0,0,2,0
26/01/2011,07:15,6,3,2,1,0
26/01/2011,07:30,3,1,1,0,1
26/01/2011,07:45,6,3,1,2,0
26/01/2011,08:00,5,3,1,1,0
26/01/2011,08:15,5,2,3,0,0
26/01/2011,08:30,5,3,2,0,0
26/01/2011,08:45,0,0,0,0,0
26/01/2011,09:00,5,3,2,0,0
26/01/2011,09:15,4,2,2,0,0
26/01/2011,09:30,2,0,2,0,0
26/01/2011,09:45,3,2,1,0,0
26/01/2011,10:00,3,2,0,0,1
26/01/2011,10:15,1,0,0,1,0
26/01/2011,10:30,4,0,4,0,0
26/01/2011,10:45,0,0,0,0,0
26/01/2011,11:00,4,0,2,0,2
26/01/2011,11:15,2,1,1,0,0
26/01/2011,11:30,6,3,2,1,0
26/01/2011,11:45,13,5,4,4,0
26/01/2011,12:00,5,2,3,0,0
26/01/2011,12:15,1,1,0,0,0
26/01/2011,12:30,4,3,0,0,1
26/01/2011,12:45,2,1,1,0,0
26/01/2011,13:00,1,1,0,0,0
26/01/2011,13:15,37,13,16,0,8
26/01/2011,13:30,1,0,1,0,0
26/01/2011,13:45,2,2,0,0,0
26/01/2011,14:00,0,0,0,0,0
26/01/2011,14:15,0,0,0,0,0
26/01/2011,14:30,1,0,1,0,0
26/01/2011,14:45,2,2,0,0,0
26/01/2011,15:00,0,0,0,0,0
26/01/2011,15:15,1,1,0,0,0
26/01/2011,15:30,1,1,0,0,0
26/01/2011,15:45,1,0,1,0,0
26/01/2011,16:00,1,0,1,0,0
26/01/2011,16:15,4,3,0,0,1
26/01/2011,16:30,3,0,1,0,2
26/01/2011,16:45,3,2,0,1,0
26/01/2011,17:00,4,3,0,1,0
26/01/2011,17:15,2,1,0,1,0
26/01/2011,17:30,2,2,0,0,0
26/01/2011,17:45,2,2,0,0,0
26/01/2011,18:00,1,0,0,1,0
26/01/2011,18:15,1,0,0,1,0
26/01/2011,18:30,1,0,0,1,0
26/01/2011,18:45,0,0,0,0,0
26/01/2011,19:00,0,0,0,0,0
26/01/2011,19:15,0,0,0,0,0
26/01/2011,19:30,1,1,0,0,0
26/01/2011,19:45,0,0,0,0,0
26/01/2011,20:00,1,1,0,0,0
26/01/2011,20:15,0,0,0,0,0
26/01/2011,20:30,0,0,0,0,0
26/01/2011,20:45,0,0,0,0,0
26/01/2011,21:00,0,0,0,0,0
26/01/2011,21:15,0,0,0,0,0
26/01/2011,21:30,0,0,0,0,0
26/01/2011,21:45,0,0,0,0,0
26/01/2011,22:00,0,0,0,0,0
26/01/2011,22:15,0,0,0,0,0
26/01/2011,22:30,0,0,0,0,0
26/01/2011,22:45,0,0,0,0,0
26/01/2011,23:00,0,0,0,0,0
26/01/2011,23:15,0,0,0,0,0
26/01/2011,23:30,0,0,0,0,0
26/01/2011,23:45,0,0,0,0,0
27/01/2011,00:00,0,0,0,0,0
27/01/2011,00:15,0,0,0,0,0
27/01/2011,00:30,0,0,0,0,0
27/01/2011,00:45,0,0,0,0,0
27/01/2011,01:00,0,0,0,0,0
27/01/2011,01:15,0,0,0,0,0
27/01/2011,01:30,0,0,0,0,0
27/01/2011,01:45,0,0,0,0,0
27/01/2011,02:00,0,0,0,0,0
27/01/2011,02:15,0,0,0,0,0
27/01/2011,02:30,0,0,0,0,0
27/01/2011,02:45,0,0,0,0,0
27/01/2011,03:00,0,0,0,0,0
27/01/2011,03:15,0,0,0,0,0
27/01/2011,03:30,0,0,0,0,0
27/01/2011,03:45,0,0,0,0,0
27/01/2011,04:00,0,0,0,0,0
27/01/2011,04:15,0,0,0,0,0
27/01/2011,04:30,0,0,0,0,0
27/01/2011,04:45,0,0,0,0,0
27/01/2011,05:00,0,0,0,0,0
27/01/2011,05:15,0,0,0,0,0
27/01/2011,05:30,0,0,0,0,0
27/01/2011,05:45,0,0,0,0,0
27/01/2011,06:00,0,0,0,0,0
27/01/2011,06:15,0,0,0,0,0
27/01/2011,06:30,0,0,0,0,0
27/01/2011,06:45,0,0,0,0,0
27/01/2011,07:00,0,0,0,0,0
27/01/2011,07:15,2,2,0,0,0
27/01/2011,07:30,3,2,1,0,0
27/01/2011,07:45,0,0,0,0,0
27/01/2011,08:00,2,2,0,0,0
27/01/2011,08:15,0,0,0,0,0
27/01/2011,08:30,2,2,0,0,0
27/01/2011,08:45,2,1,1,0,0
27/01/2011,09:00,2,2,0,0,0
27/01/2011,09:15,0,0,0,0,0
27/01/2011,09:30,0,0,0,0,0
27/01/2011,09:45,0,0,0,0,0
27/01/2011,10:00,0,0,0,0,0
27/01/2011,10:15,0,0,0,0,0
27/01/2011,10:30,0,0,0,0,0
27/01/2011,10:45,0,0,0,0,0
27/01/2011,11:00,6,3,3,0,0
27/01/2011,11:15,3,1,2,0,0
27/01/2011,11:30,3,1,2,0,0
27/01/2011,11:45,1,1,0,0,0
27/01/2011,12:00,2,1,1,0,0
27/01/2011,12:15,2,2,0,0,0
27/01/2011,12:30,1,0,0,1,0
27/01/2011,12:45,0,0,0,0,0
27/01/2011,13:00,0,0,0,0,0
27/01/2011,13:15,1,0,1,0,0
27/01/2011,13:30,5,2,3,0,0
27/01/2011,13:45,3,1,2,0,0
27/01/2011,14:00,1,1,0,0,0
27/01/2011,14:15,1,1,0,0,0
27/01/2011,14:30,2,1,1,0,0
27/01/2011,14:45,0,0,0,0,0
27/01/2011,15:00,1,0,1,0,0
27/01/2011,15:15,3,2,1,0,0
27/01/2011,15:30,3,2,1,0,0
27/01/2011,15:45,1,1,0,0,0
27/01/2011,16:00,5,3,2,0,0
27/01/2011,16:15,1,1,0,0,0
27/01/2011,16:30,3,0,3,0,0
27/01/2011,16:45,5,0,4,0,1
27/01/2011,17:00,6,4,0,2,0
27/01/2011,17:15,6,2,4,0,0
27/01/2011,17:30,0,0,0,0,0
27/01/2011,17:45,1,1,0,0,0
27/01/2011,18:00,4,4,0,0,0
27/01/2011,18:15,0,0,0,0,0
27/01/2011,18:30,1,0,1,0,0
27/01/2011,18:45,0,0,0,0,0
27/01/2011,19:00,0,0,0,0,0
27/01/2011,19:15,1,1,0,0,0
27/01/2011,19:30,2,1,1,0,0
27/01/2011,19:45,1,0,1,0,0
27/01/2011,20:00,0,0,0,0,0
27/01/2011,20:15,0,0,0,0,0
27/01/2011,20:30,0,0,0,0,0
27/01/2011,20:45,3,2,1,0,0
27/01/2011,21:00,0,0,0,0,0
27/01/2011,21:15,0,0,0,0,0
27/01/2011,21:30,0,0,0,0,0
27/01/2011,21:45,0,0,0,0,0
27/01/2011,22:00,0,0,0,0,0
27/01/2011,22:15,0,0,0,0,0
27/01/2011,22:30,0,0,0,0,0
27/01/2011,22:45,0,0,0,0,0
27/01/2011,23:00,0,0,0,0,0
27/01/2011,23:15,0,0,0,0,0
27/01/2011,23:30,0,0,0,0,0
27/01/2011,23:45,0,0,0,0,0
28/01/2011,00:00,0,0,0,0,0
28/01/2011,00:15,0,0,0,0,0
28/01/2011,00:30,0,0,0,0,0
28/01/2011,00:45,0,0,0,0,0
28/01/2011,01:00,0,0,0,0,0
28/01/2011,01:15,0,0,0,0,0
28/01/2011,01:30,0,0,0,0,0
28/01/2011,01:45,0,0,0,0,0
28/01/2011,02:00,0,0,0,0,0
28/01/2011,02:15,0,0,0,0,0
28/01/2011,02:30,0,0,0,0,0
28/01/2011,02:45,0,0,0,0,0
28/01/2011,03:00,0,0,0,0,0
28/01/2011,03:15,0,0,0,0,0
28/01/2011,03:30,0,0,0,0,0
28/01/2011,03:45,0,0,0,0,0
28/01/2011,04:00,0,0,0,0,0
28/01/2011,04:15,0,0,0,0,0
28/01/2011,04:30,0,0,0,0,0
