Date,,Custis Bon Air II,Custis Bon Air Ped IN,Custis Bon Air Ped OUT,Custis Bon Air Bike IN,Custis Bon Air Bike OUT
16/12/2010,20:15,0,0,0,0,0
16/12/2010,20:30,0,0,0,0,0
16/12/2010,20:45,1,0,0,0,1
16/12/2010,21:00,0,0,0,0,0
16/12/2010,21:15,1,1,0,0,0
16/12/2010,21:30,1,0,1,0,0
16/12/2010,21:45,1,0,0,0,1
16/12/2010,22:00,0,0,0,0,0
16/12/2010,22:15,0,0,0,0,0
16/12/2010,22:30,0,0,0,0,0
16/12/2010,22:45,0,0,0,0,0
16/12/2010,23:00,0,0,0,0,0
16/12/2010,23:15,0,0,0,0,0
16/12/2010,23:30,2,1,1,0,0
16/12/2010,23:45,0,0,0,0,0
17/12/2010,0:00,0,0,0,0,0
17/12/2010,0:15,2,0,2,0,0
17/12/2010,0:30,0,0,0,0,0
17/12/2010,0:45,0,0,0,0,0
17/12/2010,1:00,3,1,2,0,0
17/12/2010,1:15,0,0,0,0,0
17/12/2010,1:30,1,0,1,0,0
17/12/2010,1:45,1,0,1,0,0
17/12/2010,2:00,1,0,1,0,0
17/12/2010,2:15,0,0,0,0,0
17/12/2010,2:30,0,0,0,0,0
17/12/2010,2:45,0,0,0,0,0
17/12/2010,3:00,1,1,0,0,0
17/12/2010,3:15,0,0,0,0,0
17/12/2010,3:30,1,0,1,0,0
17/12/2010,3:45,0,0,0,0,0
17/12/2010,4:00,1,0,1,0,0
17/12/2010,4:15,0,0,0,0,0
17/12/2010,4:30,0,0,0,0,0
17/12/2010,4:45,0,0,0,0,0
17/12/2010,5:00,0,0,0,0,0
17/12/2010,5:15,0,0,0,0,0
17/12/2010,5:30,0,0,0,0,0
17/12/2010,5:45,0,0,0,0,0
17/12/2010,6:00,0,0,0,0,0
17/12/2010,6:15,0,0,0,0,0
17/12/2010,6:30,0,0,0,0,0
17/12/2010,6:45,0,0,0,0,0
17/12/2010,7:00,1,0,0,1,0
17/12/2010,7:15,0,0,0,0,0
17/12/2010,7:30,0,0,0,0,0
17/12/2010,7:45,2,0,0,2,0
17/12/2010,8:00,1,0,0,0,1
17/12/2010,8:15,2,0,0,2,0
17/12/2010,8:30,1,0,0,1,0
17/12/2010,8:45,1,0,0,1,0
17/12/2010,9:00,0,0,0,0,0
17/12/2010,9:15,0,0,0,0,0
17/12/2010,9:30,1,0,0,0,1
17/12/2010,9:45,0,0,0,0,0
17/12/2010,10:00,1,0,0,1,0
17/12/2010,10:15,0,0,0,0,0
17/12/2010,10:30,0,0,0,0,0
17/12/2010,10:45,1,0,0,1,0
17/12/2010,11:00,0,0,0,0,0
17/12/2010,11:15,0,0,0,0,0
17/12/2010,11:30,1,0,0,1,0
17/12/2010,11:45,0,0,0,0,0
17/12/2010,12:00,0,0,0,0,0
17/12/2010,12:15,0,0,0,0,0
17/12/2010,12:30,0,0,0,0,0
17/12/2010,12:45,1,0,0,0,1
17/12/2010,13:00,0,0,0,0,0
17/12/2010,13:15,1,1,0,0,0
17/12/2010,13:30,2,0,0,0,2
17/12/2010,13:45,2,0,0,2,0
17/12/2010,14:00,0,0,0,0,0
17/12/2010,14:15,3,1,0,0,2
17/12/2010,14:30,0,0,0,0,0
17/12/2010,14:45,3,1,0,1,1
17/12/2010,15:00,4,2,1,0,1
17/12/2010,15:15,5,4,1,0,0
17/12/2010,15:30,0,0,0,0,0
17/12/2010,15:45,3,3,0,0,0
17/12/2010,16:00,2,0,2,0,0
17/12/2010,16:15,6,4,1,0,1
17/12/2010,16:30,1,1,0,0,0
17/12/2010,16:45,5,4,0,1,0
17/12/2010,17:00,2,1,0,0,1
17/12/2010,17:15,0,0,0,0,0
17/12/2010,17:30,1,0,0,1,0
17/12/2010,17:45,1,0,1,0,0
17/12/2010,18:00,3,1,2,0,0
17/12/2010,18:15,4,2,1,1,0
17/12/2010,18:30,2,2,0,0,0
17/12/2010,18:45,0,0,0,0,0
17/12/2010,19:00,1,0,0,0,1
17/12/2010,19:15,3,1,1,0,1
17/12/2010,19:30,3,2,1,0,0
17/12/2010,19:45,0,0,0,0,0
17/12/2010,20:00,0,0,0,0,0
17/12/2010,20:15,1,0,1,0,0
17/12/2010,20:30,0,0,0,0,0
17/12/2010,20:45,2,1,1,0,0
17/12/2010,21:00,0,0,0,0,0
17/12/2010,21:15,2,1,1,0,0
17/12/2010,21:30,1,0,1,0,0
17/12/2010,21:45,1,0,1,0,0
17/12/2010,22:00,3,3,0,0,0
17/12/2010,22:15,1,1,0,0,0
17/12/2010,22:30,2,2,0,0,0
17/12/2010,22:45,1,1,0,0,0
17/12/2010,23:00,4,3,1,0,0
17/12/2010,23:15,4,4,0,0,0
17/12/2010,23:30,3,1,2,0,0
17/12/2010,23:45,0,0,0,0,0
18/12/2010,0:00,4,2,2,0,0
18/12/2010,0:15,2,0,2,0,0
18/12/2010,0:30,3,2,1,0,0
18/12/2010,0:45,3,0,3,0,0
18/12/2010,1:00,2,1,1,0,0
18/12/2010,1:15,2,0,2,0,0
18/12/2010,1:30,5,1,4,0,0
18/12/2010,1:45,1,0,1,0,0
18/12/2010,2:00,5,0,5,0,0
18/12/2010,2:15,3,3,0,0,0
18/12/2010,2:30,3,0,3,0,0
18/12/2010,2:45,0,0,0,0,0
18/12/2010,3:00,0,0,0,0,0
18/12/2010,3:15,1,0,1,0,0
18/12/2010,3:30,0,0,0,0,0
18/12/2010,3:45,0,0,0,0,0
18/12/2010,4:00,0,0,0,0,0
18/12/2010,4:15,2,1,1,0,0
18/12/2010,4:30,0,0,0,0,0
18/12/2010,4:45,0,0,0,0,0
18/12/2010,5:00,0,0,0,0,0
18/12/2010,5:15,1,0,1,0,0
18/12/2010,5:30,0,0,0,0,0
18/12/2010,5:45,0,0,0,0,0
18/12/2010,6:00,0,0,0,0,0
18/12/2010,6:15,0,0,0,0,0
18/12/2010,6:30,0,0,0,0,0
18/12/2010,6:45,0,0,0,0,0
18/12/2010,7:00,1,0,1,0,0
18/12/2010,7:15,0,0,0,0,0
18/12/2010,7:30,0,0,0,0,0
18/12/2010,7:45,0,0,0,0,0
18/12/2010,8:00,1,0,1,0,0
18/12/2010,8:15,0,0,0,0,0
18/12/2010,8:30,0,0,0,0,0
18/12/2010,8:45,0,0,0,0,0
18/12/2010,9:00,0,0,0,0,0
18/12/2010,9:15,1,0,0,0,1
18/12/2010,9:30,1,0,0,1,0
18/12/2010,9:45,1,0,0,1,0
18/12/2010,10:00,1,0,0,0,1
18/12/2010,10:15,0,0,0,0,0
18/12/2010,10:30,0,0,0,0,0
18/12/2010,10:45,1,0,0,1,0
18/12/2010,11:00,0,0,0,0,0
18/12/2010,11:15,4,0,0,2,2
18/12/2010,11:30,0,0,0,0,0
18/12/2010,11:45,0,0,0,0,0
18/12/2010,12:00,1,0,0,1,0
18/12/2010,12:15,0,0,0,0,0
18/12/2010,12:30,1,0,0,0,1
18/12/2010,12:45,0,0,0,0,0
18/12/2010,13:00,2,0,0,2,0
18/12/2010,13:15,1,1,0,0,0
18/12/2010,13:30,1,1,0,0,0
18/12/2010,13:45,0,0,0,0,0
18/12/2010,14:00,3,2,0,0,1
18/12/2010,14:15,1,0,0,1,0
18/12/2010,14:30,4,4,0,0,0
18/12/2010,14:45,8,4,0,2,2
18/12/2010,15:00,6,5,0,0,1
18/12/2010,15:15,4,1,0,1,2
18/12/2010,15:30,3,2,0,0,1
18/12/2010,15:45,8,5,1,1,1
18/12/2010,16:00,5,3,2,0,0
18/12/2010,16:15,7,2,1,1,3
18/12/2010,16:30,3,2,1,0,0
18/12/2010,16:45,4,4,0,0,0
18/12/2010,17:00,6,4,2,0,0
18/12/2010,17:15,1,1,0,0,0
18/12/2010,17:30,1,0,1,0,0
18/12/2010,17:45,3,2,1,0,0
18/12/2010,18:00,1,0,1,0,0
18/12/2010,18:15,3,3,0,0,0
18/12/2010,18:30,3,3,0,0,0
18/12/2010,18:45,4,3,0,0,1
18/12/2010,19:00,2,0,2,0,0
18/12/2010,19:15,2,0,2,0,0
18/12/2010,19:30,0,0,0,0,0
18/12/2010,19:45,4,2,2,0,0
18/12/2010,20:00,11,5,6,0,0
18/12/2010,20:15,1,0,1,0,0
18/12/2010,20:30,1,1,0,0,0
18/12/2010,20:45,5,4,1,0,0
18/12/2010,21:00,7,0,7,0,0
18/12/2010,21:15,2,0,2,0,0
18/12/2010,21:30,3,2,1,0,0
18/12/2010,21:45,6,5,1,0,0
18/12/2010,22:00,5,4,1,0,0
18/12/2010,22:15,4,4,0,0,0
18/12/2010,22:30,6,1,5,0,0
18/12/2010,22:45,3,2,1,0,0
18/12/2010,23:00,3,1,2,0,0
18/12/2010,23:15,9,5,4,0,0
18/12/2010,23:30,6,2,4,0,0
18/12/2010,23:45,10,7,3,0,0
19/12/2010,0:00,6,5,1,0,0
19/12/2010,0:15,9,1,8,0,0
19/12/2010,0:30,5,0,5,0,0
19/12/2010,0:45,7,1,6,0,0
19/12/2010,1:00,7,1,6,0,0
19/12/2010,1:15,3,0,3,0,0
19/12/2010,1:30,7,1,6,0,0
19/12/2010,1:45,5,1,4,0,0
19/12/2010,2:00,4,0,4,0,0
19/12/2010,2:15,1,1,0,0,0
19/12/2010,2:30,4,0,4,0,0
19/12/2010,2:45,2,0,2,0,0
19/12/2010,3:00,3,0,3,0,0
19/12/2010,3:15,2,0,2,0,0
19/12/2010,3:30,0,0,0,0,0
19/12/2010,3:45,2,0,2,0,0
19/12/2010,4:00,0,0,0,0,0
19/12/2010,4:15,2,0,2,0,0
19/12/2010,4:30,0,0,0,0,0
19/12/2010,4:45,0,0,0,0,0
19/12/2010,5:00,0,0,0,0,0
19/12/2010,5:15,0,0,0,0,0
19/12/2010,5:30,0,0,0,0,0
19/12/2010,5:45,0,0,0,0,0
19/12/2010,6:00,0,0,0,0,0
19/12/2010,6:15,0,0,0,0,0
19/12/2010,6:30,0,0,0,0,0
19/12/2010,6:45,0,0,0,0,0
19/12/2010,7:00,1,0,0,1,0
19/12/2010,7:15,0,0,0,0,0
19/12/2010,7:30,0,0,0,0,0
19/12/2010,7:45,0,0,0,0,0
19/12/2010,8:00,0,0,0,0,0
19/12/2010,8:15,0,0,0,0,0
19/12/2010,8:30,0,0,0,0,0
19/12/2010,8:45,1,0,0,0,1
19/12/2010,9:00,1,0,0,1,0
19/12/2010,9:15,3,0,0,2,1
19/12/2010,9:30,0,0,0,0,0
19/12/2010,9:45,0,0,0,0,0
19/12/2010,10:00,0,0,0,0,0
19/12/2010,10:15,1,0,0,1,0
19/12/2010,10:30,0,0,0,0,0
19/12/2010,10:45,2,0,0,1,1
19/12/2010,11:00,3,0,0,1,2
19/12/2010,11:15,0,0,0,0,0
19/12/2010,11:30,1,0,0,1,0
19/12/2010,11:45,0,0,0,0,0
19/12/2010,12:00,1,0,0,0,1
19/12/2010,12:15,0,0,0,0,0
19/12/2010,12:30,2,0,0,0,2
19/12/2010,12:45,1,0,0,1,0
19/12/2010,13:00,2,0,0,1,1
19/12/2010,13:15,1,0,0,1,0
19/12/2010,13:30,0,0,0,0,0
19/12/2010,13:45,1,1,0,0,0
19/12/2010,14:00,4,0,1,2,1
19/12/2010,14:15,3,2,0,0,1
19/12/2010,14:30,6,2,1,0,3
19/12/2010,14:45,9,4,0,2,3
19/12/2010,15:00,3,2,0,0,1
19/12/2010,15:15,2,1,1,0,0
19/12/2010,15:30,4,1,1,1,1
19/12/2010,15:45,6,6,0,0,0
19/12/2010,16:00,10,5,3,2,0
19/12/2010,16:15,5,5,0,0,0
19/12/2010,16:30,4,3,0,1,0
19/12/2010,16:45,6,4,2,0,0
19/12/2010,17:00,4,3,0,1,0
19/12/2010,17:15,0,0,0,0,0
19/12/2010,17:30,2,2,0,0,0
19/12/2010,17:45,1,1,0,0,0
19/12/2010,18:00,1,1,0,0,0
19/12/2010,18:15,5,5,0,0,0
19/12/2010,18:30,3,2,1,0,0
19/12/2010,18:45,2,1,1,0,0
19/12/2010,19:00,2,0,1,0,1
19/12/2010,19:15,3,3,0,0,0
19/12/2010,19:30,2,1,1,0,0
19/12/2010,19:45,1,0,1,0,0
19/12/2010,20:00,3,2,1,0,0
19/12/2010,20:15,4,0,4,0,0
19/12/2010,20:30,5,3,2,0,0
19/12/2010,20:45,4,3,1,0,0
19/12/2010,21:00,8,5,3,0,0
19/12/2010,21:15,4,3,1,0,0
19/12/2010,21:30,5,1,4,0,0
19/12/2010,21:45,5,4,1,0,0
19/12/2010,22:00,8,7,1,0,0
19/12/2010,22:15,3,3,0,0,0
19/12/2010,22:30,5,3,2,0,0
19/12/2010,22:45,4,1,3,0,0
19/12/2010,23:00,8,6,2,0,0
19/12/2010,23:15,9,3,6,0,0
19/12/2010,23:30,9,7,2,0,0
19/12/2010,23:45,11,4,7,0,0
20/12/2010,0:00,13,5,8,0,0
20/12/2010,0:15,12,2,10,0,0
20/12/2010,0:30,11,5,6,0,0
20/12/2010,0:45,5,3,2,0,0
20/12/2010,1:00,12,3,9,0,0
20/12/2010,1:15,7,1,6,0,0
20/12/2010,1:30,5,0,5,0,0
20/12/2010,1:45,5,1,4,0,0
20/12/2010,2:00,1,0,1,0,0
20/12/2010,2:15,1,1,0,0,0
20/12/2010,2:30,2,1,1,0,0
20/12/2010,2:45,1,0,1,0,0
20/12/2010,3:00,0,0,0,0,0
20/12/2010,3:15,1,0,1,0,0
20/12/2010,3:30,0,0,0,0,0
20/12/2010,3:45,0,0,0,0,0
20/12/2010,4:00,0,0,0,0,0
20/12/2010,4:15,0,0,0,0,0
20/12/2010,4:30,1,1,0,0,0
20/12/2010,4:45,0,0,0,0,0
20/12/2010,5:00,1,0,1,0,0
20/12/2010,5:15,0,0,0,0,0
20/12/2010,5:30,1,0,1,0,0
20/12/2010,5:45,1,0,0,1,0
20/12/2010,6:00,1,1,0,0,0
20/12/2010,6:15,1,0,0,1,0
20/12/2010,6:30,1,0,0,1,0
20/12/2010,6:45,0,0,0,0,0
20/12/2010,7:00,1,0,0,1,0
20/12/2010,7:15,3,0,0,3,0
20/12/2010,7:30,2,0,0,2,0
20/12/2010,7:45,1,0,0,1,0
20/12/2010,8:00,4,0,1,1,2
20/12/2010,8:15,4,0,0,4,0
20/12/2010,8:30,3,0,0,3,0
20/12/2010,8:45,5,0,0,5,0
20/12/2010,9:00,4,0,0,3,1
20/12/2010,9:15,2,0,1,0,1
20/12/2010,9:30,0,0,0,0,0
20/12/2010,9:45,2,1,0,1,0
20/12/2010,10:00,2,0,0,2,0
20/12/2010,10:15,0,0,0,0,0
20/12/2010,10:30,0,0,0,0,0
20/12/2010,10:45,0,0,0,0,0
20/12/2010,11:00,0,0,0,0,0
20/12/2010,11:15,0,0,0,0,0
20/12/2010,11:30,0,0,0,0,0
20/12/2010,11:45,0,0,0,0,0
20/12/2010,12:00,0,0,0,0,0
20/12/2010,12:15,1,0,1,0,0
20/12/2010,12:30,0,0,0,0,0
20/12/2010,12:45,0,0,0,0,0
20/12/2010,13:00,1,0,0,0,1
20/12/2010,13:15,0,0,0,0,0
20/12/2010,13:30,1,0,0,1,0
20/12/2010,13:45,0,0,0,0,0
20/12/2010,14:00,0,0,0,0,0
20/12/2010,14:15,0,0,0,0,0
20/12/2010,14:30,0,0,0,0,0
20/12/2010,14:45,6,1,5,0,0
20/12/2010,15:00,1,0,1,0,0
20/12/2010,15:15,1,1,0,0,0
20/12/2010,15:30,2,0,0,2,0
20/12/2010,15:45,1,0,0,0,1
20/12/2010,16:00,3,2,0,0,1
20/12/2010,16:15,7,4,3,0,0
20/12/2010,16:30,5,2,1,0,2
20/12/2010,16:45,2,0,1,0,1
20/12/2010,17:00,4,1,1,0,2
20/12/2010,17:15,4,0,3,0,1
20/12/2010,17:30,6,1,2,1,2
20/12/2010,17:45,7,1,4,1,1
20/12/2010,18:00,7,2,3,1,1
20/12/2010,18:15,5,2,2,1,0
20/12/2010,18:30,14,6,5,0,3
20/12/2010,18:45,8,2,4,0,2
20/12/2010,19:00,12,8,4,0,0
20/12/2010,19:15,4,2,1,0,1
20/12/2010,19:30,10,6,4,0,0
20/12/2010,19:45,9,2,5,0,2
20/12/2010,20:00,8,4,4,0,0
20/12/2010,20:15,10,8,2,0,0
20/12/2010,20:30,8,4,4,0,0
20/12/2010,20:45,13,7,5,0,1
20/12/2010,21:00,17,11,6,0,0
20/12/2010,21:15,9,3,6,0,0
20/12/2010,21:30,10,5,5,0,0
20/12/2010,21:45,21,14,7,0,0
20/12/2010,22:00,15,7,8,0,0
20/12/2010,22:15,19,18,1,0,0
20/12/2010,22:30,15,9,6,0,0
20/12/2010,22:45,16,9,7,0,0
20/12/2010,23:00,9,7,2,0,0
20/12/2010,23:15,16,10,6,0,0
20/12/2010,23:30,16,6,10,0,0
20/12/2010,23:45,9,3,6,0,0
21/12/2010,0:00,16,14,2,0,0
21/12/2010,0:15,10,7,3,0,0
21/12/2010,0:30,5,3,2,0,0
21/12/2010,0:45,12,1,11,0,0
21/12/2010,1:00,6,2,4,0,0
21/12/2010,1:15,4,2,2,0,0
21/12/2010,1:30,0,0,0,0,0
21/12/2010,1:45,2,1,1,0,0
21/12/2010,2:00,0,0,0,0,0
21/12/2010,2:15,0,0,0,0,0
21/12/2010,2:30,0,0,0,0,0
21/12/2010,2:45,0,0,0,0,0
21/12/2010,3:00,1,0,1,0,0
21/12/2010,3:15,1,0,1,0,0
21/12/2010,3:30,1,1,0,0,0
21/12/2010,3:45,0,0,0,0,0
21/12/2010,4:00,0,0,0,0,0
21/12/2010,4:15,1,0,1,0,0
21/12/2010,4:30,0,0,0,0,0
21/12/2010,4:45,2,2,0,0,0
21/12/2010,5:00,1,1,0,0,0
21/12/2010,5:15,0,0,0,0,0
21/12/2010,5:30,0,0,0,0,0
21/12/2010,5:45,0,0,0,0,0
21/12/2010,6:00,1,0,0,1,0
21/12/2010,6:15,1,0,0,1,0
21/12/2010,6:30,3,0,0,3,0
21/12/2010,6:45,1,0,0,1,0
21/12/2010,7:00,2,0,0,2,0
21/12/2010,7:15,3,0,0,3,0
21/12/2010,7:30,2,0,0,1,1
21/12/2010,7:45,1,0,0,1,0
21/12/2010,8:00,3,0,0,3,0
21/12/2010,8:15,2,0,0,2,0
21/12/2010,8:30,2,1,0,1,0
21/12/2010,8:45,3,0,0,3,0
21/12/2010,9:00,4,0,0,4,0
21/12/2010,9:15,1,0,0,0,1
21/12/2010,9:30,1,0,0,1,0
21/12/2010,9:45,0,0,0,0,0
21/12/2010,10:00,0,0,0,0,0
21/12/2010,10:15,2,0,0,2,0
21/12/2010,10:30,0,0,0,0,0
21/12/2010,10:45,0,0,0,0,0
21/12/2010,11:00,0,0,0,0,0
21/12/2010,11:15,1,0,0,1,0
21/12/2010,11:30,1,0,0,1,0
21/12/2010,11:45,1,0,0,1,0
21/12/2010,12:00,0,0,0,0,0
21/12/2010,12:15,0,0,0,0,0
21/12/2010,12:30,0,0,0,0,0
21/12/2010,12:45,2,0,0,1,1
21/12/2010,13:00,0,0,0,0,0
21/12/2010,13:15,3,0,0,1,2
21/12/2010,13:30,0,0,0,0,0
21/12/2010,13:45,0,0,0,0,0
21/12/2010,14:00,0,0,0,0,0
21/12/2010,14:15,1,0,0,1,0
21/12/2010,14:30,0,0,0,0,0
21/12/2010,14:45,0,0,0,0,0
21/12/2010,15:00,1,0,0,0,1
21/12/2010,15:15,2,0,0,0,2
21/12/2010,15:30,1,0,0,1,0
21/12/2010,15:45,0,0,0,0,0
21/12/2010,16:00,1,0,0,0,1
21/12/2010,16:15,2,0,0,0,2
21/12/2010,16:30,4,1,1,1,1
21/12/2010,16:45,4,1,1,1,1
21/12/2010,17:00,7,4,0,0,3
21/12/2010,17:15,5,1,1,1,2
21/12/2010,17:30,4,1,1,1,1
21/12/2010,17:45,9,4,3,0,2
21/12/2010,18:00,5,2,2,1,0
21/12/2010,18:15,6,2,3,0,1
21/12/2010,18:30,6,1,3,0,2
21/12/2010,18:45,8,8,0,0,0
21/12/2010,19:00,10,5,4,0,1
21/12/2010,19:15,13,4,7,2,0
21/12/2010,19:30,11,6,4,0,1
21/12/2010,19:45,14,7,6,0,1
21/12/2010,20:00,13,6,7,0,0
21/12/2010,20:15,18,9,9,0,0
21/12/2010,20:30,17,8,9,0,0
21/12/2010,20:45,11,6,5,0,0
21/12/2010,21:00,10,4,6,0,0
21/12/2010,21:15,14,7,7,0,0
21/12/2010,21:30,16,7,8,0,1
21/12/2010,21:45,16,9,7,0,0
21/12/2010,22:00,14,3,11,0,0
21/12/2010,22:15,14,6,8,0,0
21/12/2010,22:30,17,16,1,0,0
21/12/2010,22:45,18,10,8,0,0
21/12/2010,23:00,14,5,9,0,0
21/12/2010,23:15,20,18,2,0,0
21/12/2010,23:30,18,11,7,0,0
21/12/2010,23:45,10,6,4,0,0
22/12/2010,0:00,10,6,4,0,0
22/12/2010,0:15,2,0,2,0,0
22/12/2010,0:30,4,0,4,0,0
22/12/2010,0:45,5,2,3,0,0
22/12/2010,1:00,1,0,1,0,0
22/12/2010,1:15,2,1,1,0,0
22/12/2010,1:30,0,0,0,0,0
22/12/2010,1:45,0,0,0,0,0
22/12/2010,2:00,0,0,0,0,0
22/12/2010,2:15,1,0,1,0,0
22/12/2010,2:30,0,0,0,0,0
22/12/2010,2:45,0,0,0,0,0
22/12/2010,3:00,0,0,0,0,0
22/12/2010,3:15,0,0,0,0,0
22/12/2010,3:30,0,0,0,0,0
22/12/2010,3:45,0,0,0,0,0
22/12/2010,4:00,0,0,0,0,0
22/12/2010,4:15,0,0,0,0,0
22/12/2010,4:30,0,0,0,0,0
22/12/2010,4:45,0,0,0,0,0
22/12/2010,5:00,0,0,0,0,0
22/12/2010,5:15,1,1,0,0,0
22/12/2010,5:30,0,0,0,0,0
22/12/2010,5:45,0,0,0,0,0
22/12/2010,6:00,0,0,0,0,0
22/12/2010,6:15,1,0,0,1,0
22/12/2010,6:30,0,0,0,0,0
22/12/2010,6:45,1,0,0,1,0
22/12/2010,7:00,3,0,0,2,1
22/12/2010,7:15,3,0,0,2,1
22/12/2010,7:30,5,0,0,3,2
22/12/2010,7:45,1,0,0,0,1
22/12/2010,8:00,1,0,0,1,0
22/12/2010,8:15,2,0,0,2,0
22/12/2010,8:30,5,0,0,3,2
22/12/2010,8:45,2,0,0,2,0
22/12/2010,9:00,1,0,0,1,0
22/12/2010,9:15,3,0,0,3,0
22/12/2010,9:30,0,0,0,0,0
22/12/2010,9:45,2,0,0,2,0
22/12/2010,10:00,3,0,0,2,1
22/12/2010,10:15,1,0,0,1,0
22/12/2010,10:30,0,0,0,0,0
22/12/2010,10:45,0,0,0,0,0
22/12/2010,11:00,0,0,0,0,0
22/12/2010,11:15,0,0,0,0,0
22/12/2010,11:30,0,0,0,0,0
22/12/2010,11:45,0,0,0,0,0
22/12/2010,12:00,1,0,0,0,1
22/12/2010,12:15,2,0,0,1,1
22/12/2010,12:30,1,0,0,1,0
22/12/2010,12:45,1,0,0,0,1
22/12/2010,13:00,0,0,0,0,0
22/12/2010,13:15,0,0,0,0,0
22/12/2010,13:30,2,0,0,2,0
22/12/2010,13:45,3,0,0,2,1
22/12/2010,14:00,0,0,0,0,0
22/12/2010,14:15,5,0,0,2,3
22/12/2010,14:30,1,0,0,1,0
22/12/2010,14:45,2,0,0,1,1
22/12/2010,15:00,0,0,0,0,0
22/12/2010,15:15,4,1,0,2,1
22/12/2010,15:30,2,0,0,0,2
22/12/2010,15:45,3,0,0,0,3
22/12/2010,16:00,4,1,0,2,1
22/12/2010,16:15,7,0,0,1,6
22/12/2010,16:30,11,5,1,2,3
22/12/2010,16:45,10,1,2,0,7
22/12/2010,17:00,4,0,2,0,2
22/12/2010,17:15,4,1,0,1,2
22/12/2010,17:30,4,2,0,1,1
22/12/2010,17:45,9,1,3,1,4
22/12/2010,18:00,2,1,1,0,0
22/12/2010,18:15,11,4,3,1,3
22/12/2010,18:30,5,1,3,0,1
22/12/2010,18:45,10,5,3,0,2
22/12/2010,19:00,4,2,1,1,0
22/12/2010,19:15,6,4,1,0,1
22/12/2010,19:30,6,2,2,2,0
22/12/2010,19:45,24,14,7,1,2
22/12/2010,20:00,5,4,1,0,0
22/12/2010,20:15,4,0,4,0,0
22/12/2010,20:30,4,0,4,0,0
22/12/2010,20:45,6,3,3,0,0
22/12/2010,21:00,1,0,1,0,0
22/12/2010,21:15,5,1,3,1,0
22/12/2010,21:30,7,5,2,0,0
22/12/2010,21:45,2,2,0,0,0
22/12/2010,22:00,1,1,0,0,0
22/12/2010,22:15,2,0,2,0,0
22/12/2010,22:30,3,2,1,0,0
22/12/2010,22:45,2,1,1,0,0
22/12/2010,23:00,1,0,1,0,0
22/12/2010,23:15,3,3,0,0,0
22/12/2010,23:30,4,2,2,0,0
22/12/2010,23:45,4,2,2,0,0
23/12/2010,0:00,7,3,4,0,0
23/12/2010,0:15,5,2,3,0,0
23/12/2010,0:30,2,1,1,0,0
23/12/2010,0:45,2,1,1,0,0
23/12/2010,1:00,1,1,0,0,0
23/12/2010,1:15,2,1,1,0,0
23/12/2010,1:30,0,0,0,0,0
23/12/2010,1:45,0,0,0,0,0
23/12/2010,2:00,0,0,0,0,0
23/12/2010,2:15,0,0,0,0,0
23/12/2010,2:30,1,0,1,0,0
23/12/2010,2:45,1,0,1,0,0
23/12/2010,3:00,0,0,0,0,0
23/12/2010,3:15,0,0,0,0,0
23/12/2010,3:30,0,0,0,0,0
23/12/2010,3:45,0,0,0,0,0
23/12/2010,4:00,0,0,0,0,0
23/12/2010,4:15,0,0,0,0,0
23/12/2010,4:30,0,0,0,0,0
23/12/2010,4:45,1,0,1,0,0
23/12/2010,5:00,0,0,0,0,0
23/12/2010,5:15,0,0,0,0,0
23/12/2010,5:30,0,0,0,0,0
23/12/2010,5:45,0,0,0,0,0
23/12/2010,6:00,2,0,0,2,0
23/12/2010,6:15,0,0,0,0,0
23/12/2010,6:30,2,0,0,1,1
23/12/2010,6:45,1,0,0,1,0
23/12/2010,7:00,1,0,0,1,0
23/12/2010,7:15,4,0,0,3,1
23/12/2010,7:30,0,0,0,0,0
23/12/2010,7:45,1,0,0,0,1
23/12/2010,8:00,4,0,0,3,1
23/12/2010,8:15,4,0,0,2,2
23/12/2010,8:30,2,0,0,2,0
23/12/2010,8:45,3,0,0,3,0
23/12/2010,9:00,1,0,0,1,0
23/12/2010,9:15,0,0,0,0,0
23/12/2010,9:30,0,0,0,0,0
23/12/2010,9:45,0,0,0,0,0
23/12/2010,10:00,2,0,0,1,1
23/12/2010,10:15,0,0,0,0,0
23/12/2010,10:30,0,0,0,0,0
23/12/2010,10:45,1,0,0,0,1
23/12/2010,11:00,0,0,0,0,0
23/12/2010,11:15,1,0,0,0,1
23/12/2010,11:30,0,0,0,0,0
23/12/2010,11:45,0,0,0,0,0
23/12/2010,12:00,0,0,0,0,0
23/12/2010,12:15,1,0,0,0,1
23/12/2010,12:30,0,0,0,0,0
23/12/2010,12:45,0,0,0,0,0
23/12/2010,13:00,0,0,0,0,0
23/12/2010,13:15,2,2,0,0,0
23/12/2010,13:30,3,3,0,0,0
23/12/2010,13:45,5,1,0,1,3
23/12/2010,14:00,3,3,0,0,0
23/12/2010,14:15,9,5,1,1,2
23/12/2010,14:30,10,7,1,2,0
23/12/2010,14:45,15,15,0,0,0
23/12/2010,15:00,3,2,1,0,0
23/12/2010,15:15,23,15,3,2,3
23/12/2010,15:30,24,18,3,1,2
23/12/2010,15:45,25,18,2,1,4
23/12/2010,16:00,11,8,2,0,1
23/12/2010,16:15,20,17,1,0,2
23/12/2010,16:30,24,18,2,1,3
23/12/2010,16:45,13,10,1,0,2
23/12/2010,17:00,11,5,2,2,2
23/12/2010,17:15,6,4,1,0,1
23/12/2010,17:30,5,1,4,0,0
23/12/2010,17:45,4,2,1,0,1
