Date,,Custis Bon Air,Custis Bon Air Ped IN,Custis Bon Air Ped OUT,Custis Bon Air Bike IN,Custis Bon Air Bike OUT
17/10/2013,13:00,13,4,1,1,7
17/10/2013,13:15,8,1,1,2,4
17/10/2013,13:30,9,1,1,1,6
17/10/2013,13:45,12,4,3,4,1
17/10/2013,14:00,1,0,0,0,1
17/10/2013,14:15,18,0,3,9,6
17/10/2013,14:30,9,3,1,1,4
17/10/2013,14:45,7,4,1,1,1
17/10/2013,15:00,6,1,0,1,4
17/10/2013,15:15,8,2,1,3,2
17/10/2013,15:30,10,3,0,3,4
17/10/2013,15:45,12,1,3,3,5
17/10/2013,16:00,16,4,1,5,6
17/10/2013,16:15,23,4,1,9,9
17/10/2013,16:30,25,5,5,3,12
17/10/2013,16:45,36,5,8,5,18
17/10/2013,17:00,32,4,5,6,17
17/10/2013,17:15,38,4,4,11,19
17/10/2013,17:30,41,7,8,8,18
17/10/2013,17:45,61,8,9,13,31
17/10/2013,18:00,67,10,13,9,35
17/10/2013,18:15,47,9,10,9,19
17/10/2013,18:30,44,8,9,5,22
17/10/2013,18:45,34,6,5,7,16
17/10/2013,19:00,23,4,5,7,7
17/10/2013,19:15,22,7,2,4,9
17/10/2013,19:30,12,0,3,2,7
17/10/2013,19:45,7,2,0,2,3
17/10/2013,20:00,10,2,2,2,4
17/10/2013,20:15,6,0,1,1,4
17/10/2013,20:30,1,0,0,1,0
17/10/2013,20:45,0,0,0,0,0
17/10/2013,21:00,2,0,0,0,2
17/10/2013,21:15,7,1,0,3,3
17/10/2013,21:30,4,0,1,0,3
17/10/2013,21:45,1,0,0,1,0
17/10/2013,22:00,2,0,1,0,1
17/10/2013,22:15,2,1,0,0,1
17/10/2013,22:30,2,0,1,0,1
17/10/2013,22:45,0,0,0,0,0
17/10/2013,23:00,2,1,0,0,1
17/10/2013,23:15,1,0,1,0,0
17/10/2013,23:30,1,0,0,0,1
17/10/2013,23:45,0,0,0,0,0
18/10/2013,00:00,1,0,1,0,0
18/10/2013,00:15,0,0,0,0,0
18/10/2013,00:30,1,0,0,0,1
18/10/2013,00:45,0,0,0,0,0
18/10/2013,01:00,0,0,0,0,0
18/10/2013,01:15,0,0,0,0,0
18/10/2013,01:30,0,0,0,0,0
18/10/2013,01:45,0,0,0,0,0
18/10/2013,02:00,0,0,0,0,0
18/10/2013,02:15,0,0,0,0,0
18/10/2013,02:30,0,0,0,0,0
18/10/2013,02:45,0,0,0,0,0
18/10/2013,03:00,0,0,0,0,0
18/10/2013,03:15,0,0,0,0,0
18/10/2013,03:30,0,0,0,0,0
18/10/2013,03:45,0,0,0,0,0
18/10/2013,04:00,0,0,0,0,0
18/10/2013,04:15,1,0,0,0,1
18/10/2013,04:30,1,1,0,0,0
18/10/2013,04:45,3,2,1,0,0
18/10/2013,05:00,0,0,0,0,0
18/10/2013,05:15,4,1,1,1,1
18/10/2013,05:30,5,0,2,3,0
18/10/2013,05:45,9,4,2,3,0
18/10/2013,06:00,16,8,3,4,1
18/10/2013,06:15,16,3,6,6,1
18/10/2013,06:30,23,4,5,11,3
18/10/2013,06:45,20,1,4,10,5
18/10/2013,07:00,29,7,6,14,2
18/10/2013,07:15,33,3,1,23,6
18/10/2013,07:30,33,4,4,19,6
18/10/2013,07:45,43,5,3,30,5
18/10/2013,08:00,45,4,5,29,7
18/10/2013,08:15,41,2,4,25,10
18/10/2013,08:30,38,7,4,18,9
18/10/2013,08:45,34,4,4,14,12
18/10/2013,09:00,21,3,4,12,2
18/10/2013,09:15,21,4,4,8,5
18/10/2013,09:30,19,9,3,3,4
18/10/2013,09:45,16,4,7,2,3
18/10/2013,10:00,19,3,4,6,6
18/10/2013,10:15,17,3,5,5,4
18/10/2013,10:30,9,3,0,4,2
18/10/2013,10:45,13,4,4,1,4
18/10/2013,11:00,12,3,2,3,4
18/10/2013,11:15,11,2,3,1,5
18/10/2013,11:30,16,2,4,3,7
18/10/2013,11:45,16,2,5,6,3
18/10/2013,12:00,8,0,4,1,3
18/10/2013,12:15,17,3,4,4,6
18/10/2013,12:30,23,6,5,6,6
18/10/2013,12:45,20,9,5,4,2
18/10/2013,13:00,12,1,3,4,4
18/10/2013,13:15,15,3,3,3,6
18/10/2013,13:30,18,4,2,7,5
18/10/2013,13:45,12,2,1,5,4
18/10/2013,14:00,11,1,0,4,6
18/10/2013,14:15,11,1,3,3,4
18/10/2013,14:30,19,6,3,3,7
18/10/2013,14:45,15,1,5,4,5
18/10/2013,15:00,13,2,4,5,2
18/10/2013,15:15,23,0,3,10,10
18/10/2013,15:30,20,3,1,0,16
18/10/2013,15:45,22,4,2,5,11
18/10/2013,16:00,19,3,1,5,10
18/10/2013,16:15,23,2,1,13,7
18/10/2013,16:30,42,6,3,21,12
18/10/2013,16:45,28,2,5,8,13
18/10/2013,17:00,45,6,6,14,19
18/10/2013,17:15,51,3,6,17,25
18/10/2013,17:30,52,6,6,18,22
18/10/2013,17:45,58,13,16,8,21
18/10/2013,18:00,54,6,12,4,32
18/10/2013,18:15,51,6,7,11,27
18/10/2013,18:30,36,7,3,5,21
18/10/2013,18:45,26,0,2,8,16
18/10/2013,19:00,15,3,3,4,5
18/10/2013,19:15,14,5,0,4,5
18/10/2013,19:30,10,1,1,2,6
18/10/2013,19:45,6,0,2,0,4
18/10/2013,20:00,3,0,1,2,0
18/10/2013,20:15,7,1,2,3,1
18/10/2013,20:30,5,1,0,2,2
18/10/2013,20:45,3,0,0,0,3
18/10/2013,21:00,1,0,0,0,1
18/10/2013,21:15,1,0,0,0,1
18/10/2013,21:30,1,0,0,0,1
18/10/2013,21:45,1,0,0,0,1
18/10/2013,22:00,0,0,0,0,0
18/10/2013,22:15,1,0,1,0,0
18/10/2013,22:30,2,0,0,0,2
18/10/2013,22:45,2,0,1,0,1
18/10/2013,23:00,0,0,0,0,0
18/10/2013,23:15,0,0,0,0,0
18/10/2013,23:30,0,0,0,0,0
18/10/2013,23:45,0,0,0,0,0
19/10/2013,00:00,0,0,0,0,0
19/10/2013,00:15,0,0,0,0,0
19/10/2013,00:30,1,0,0,0,1
19/10/2013,00:45,0,0,0,0,0
19/10/2013,01:00,0,0,0,0,0
19/10/2013,01:15,0,0,0,0,0
19/10/2013,01:30,0,0,0,0,0
19/10/2013,01:45,0,0,0,0,0
19/10/2013,02:00,0,0,0,0,0
19/10/2013,02:15,0,0,0,0,0
19/10/2013,02:30,0,0,0,0,0
19/10/2013,02:45,1,0,0,0,1
19/10/2013,03:00,0,0,0,0,0
19/10/2013,03:15,0,0,0,0,0
19/10/2013,03:30,0,0,0,0,0
19/10/2013,03:45,0,0,0,0,0
19/10/2013,04:00,0,0,0,0,0
19/10/2013,04:15,3,3,0,0,0
19/10/2013,04:30,0,0,0,0,0
19/10/2013,04:45,0,0,0,0,0
19/10/2013,05:00,0,0,0,0,0
19/10/2013,05:15,0,0,0,0,0
19/10/2013,05:30,2,0,2,0,0
19/10/2013,05:45,1,1,0,0,0
19/10/2013,06:00,1,1,0,0,0
19/10/2013,06:15,1,0,1,0,0
19/10/2013,06:30,7,2,4,1,0
19/10/2013,06:45,3,2,1,0,0
19/10/2013,07:00,7,4,2,0,1
19/10/2013,07:15,1,0,1,0,0
19/10/2013,07:30,14,6,6,0,2
19/10/2013,07:45,17,7,5,2,3
19/10/2013,08:00,18,5,10,2,1
19/10/2013,08:15,28,4,5,14,5
19/10/2013,08:30,23,5,6,6,6
19/10/2013,08:45,33,13,9,5,6
19/10/2013,09:00,23,7,6,8,2
19/10/2013,09:15,32,11,9,6,6
19/10/2013,09:30,33,7,11,7,8
19/10/2013,09:45,44,8,4,8,24
19/10/2013,10:00,35,19,8,3,5
19/10/2013,10:15,45,11,12,12,10
19/10/2013,10:30,39,10,9,6,14
19/10/2013,10:45,37,4,8,14,11
19/10/2013,11:00,37,11,4,10,12
19/10/2013,11:15,24,8,6,4,6
19/10/2013,11:30,26,7,4,6,9
19/10/2013,11:45,33,5,3,15,10
19/10/2013,12:00,28,4,6,7,11
19/10/2013,12:15,37,7,8,3,19
19/10/2013,12:30,45,8,3,16,18
19/10/2013,12:45,29,7,8,5,9
19/10/2013,13:00,23,4,1,11,7
19/10/2013,13:15,36,4,5,16,11
19/10/2013,13:30,18,2,2,5,9
19/10/2013,13:45,37,4,7,19,7
19/10/2013,14:00,28,3,3,11,11
19/10/2013,14:15,44,7,8,15,14
19/10/2013,14:30,17,4,2,4,7
19/10/2013,14:45,35,5,4,11,15
19/10/2013,15:00,22,4,5,6,7
19/10/2013,15:15,33,3,8,10,12
19/10/2013,15:30,37,3,5,13,16
19/10/2013,15:45,28,2,6,14,6
19/10/2013,16:00,34,8,3,11,12
19/10/2013,16:15,27,5,5,7,10
19/10/2013,16:30,29,8,3,11,7
19/10/2013,16:45,25,5,1,10,9
19/10/2013,17:00,12,1,3,0,8
19/10/2013,17:15,23,1,5,9,8
19/10/2013,17:30,15,3,5,4,3
19/10/2013,17:45,19,9,3,6,1
19/10/2013,18:00,13,2,2,2,7
19/10/2013,18:15,5,1,2,2,0
19/10/2013,18:30,4,2,0,1,1
19/10/2013,18:45,6,2,2,2,0
19/10/2013,19:00,7,2,2,2,1
19/10/2013,19:15,1,0,0,0,1
19/10/2013,19:30,2,0,0,2,0
19/10/2013,19:45,2,1,1,0,0
19/10/2013,20:00,1,0,1,0,0
19/10/2013,20:15,1,0,0,0,1
19/10/2013,20:30,2,0,0,1,1
19/10/2013,20:45,2,0,0,1,1
19/10/2013,21:00,0,0,0,0,0
19/10/2013,21:15,1,0,0,0,1
19/10/2013,21:30,0,0,0,0,0
19/10/2013,21:45,1,0,0,1,0
19/10/2013,22:00,1,0,0,1,0
19/10/2013,22:15,2,0,0,2,0
19/10/2013,22:30,0,0,0,0,0
19/10/2013,22:45,1,1,0,0,0
19/10/2013,23:00,0,0,0,0,0
19/10/2013,23:15,1,0,0,1,0
19/10/2013,23:30,0,0,0,0,0
19/10/2013,23:45,1,0,0,0,1
20/10/2013,00:00,0,0,0,0,0
20/10/2013,00:15,2,0,0,0,2
20/10/2013,00:30,2,0,0,1,1
20/10/2013,00:45,1,0,1,0,0
20/10/2013,01:00,0,0,0,0,0
20/10/2013,01:15,0,0,0,0,0
20/10/2013,01:30,0,0,0,0,0
20/10/2013,01:45,1,0,0,1,0
20/10/2013,02:00,0,0,0,0,0
20/10/2013,02:15,2,0,0,0,2
20/10/2013,02:30,0,0,0,0,0
20/10/2013,02:45,0,0,0,0,0
20/10/2013,03:00,0,0,0,0,0
20/10/2013,03:15,0,0,0,0,0
20/10/2013,03:30,0,0,0,0,0
20/10/2013,03:45,0,0,0,0,0
20/10/2013,04:00,0,0,0,0,0
20/10/2013,04:15,2,2,0,0,0
20/10/2013,04:30,0,0,0,0,0
20/10/2013,04:45,1,1,0,0,0
20/10/2013,05:00,0,0,0,0,0
20/10/2013,05:15,2,0,2,0,0
20/10/2013,05:30,1,1,0,0,0
20/10/2013,05:45,0,0,0,0,0
20/10/2013,06:00,2,1,0,0,1
20/10/2013,06:15,3,1,0,2,0
20/10/2013,06:30,3,0,1,2,0
20/10/2013,06:45,2,0,0,2,0
20/10/2013,07:00,9,2,5,2,0
20/10/2013,07:15,4,3,1,0,0
20/10/2013,07:30,9,0,8,1,0
20/10/2013,07:45,15,6,3,5,1
20/10/2013,08:00,10,3,3,2,2
20/10/2013,08:15,10,4,3,3,0
20/10/2013,08:30,13,3,4,2,4
20/10/2013,08:45,21,7,4,7,3
20/10/2013,09:00,17,5,3,7,2
20/10/2013,09:15,29,8,10,7,4
20/10/2013,09:30,23,6,6,5,6
20/10/2013,09:45,19,1,6,4,8
20/10/2013,10:00,27,7,5,4,11
20/10/2013,10:15,28,4,8,4,12
20/10/2013,10:30,40,8,4,19,9
20/10/2013,10:45,35,3,10,9,13
20/10/2013,11:00,31,12,3,5,11
20/10/2013,11:15,21,3,5,7,6
20/10/2013,11:30,44,7,7,14,16
20/10/2013,11:45,44,11,5,11,17
20/10/2013,12:00,39,9,8,13,9
20/10/2013,12:15,29,5,1,5,18
20/10/2013,12:30,37,3,10,18,6
20/10/2013,12:45,43,4,6,17,16
20/10/2013,13:00,43,9,9,14,11
20/10/2013,13:15,30,4,5,10,11
20/10/2013,13:30,39,9,3,18,9
20/10/2013,13:45,38,8,9,12,9
20/10/2013,14:00,30,6,4,5,15
20/10/2013,14:15,50,9,9,14,18
20/10/2013,14:30,40,7,7,6,20
20/10/2013,14:45,39,8,6,16,9
20/10/2013,15:00,37,7,3,14,13
20/10/2013,15:15,37,7,1,11,18
20/10/2013,15:30,56,5,6,10,35
20/10/2013,15:45,39,12,2,16,9
20/10/2013,16:00,34,7,4,8,15
20/10/2013,16:15,31,6,3,10,12
20/10/2013,16:30,33,2,6,18,7
20/10/2013,16:45,43,5,10,13,15
20/10/2013,17:00,33,11,8,13,1
20/10/2013,17:15,45,11,9,13,12
20/10/2013,17:30,32,8,4,9,11
20/10/2013,17:45,30,4,5,7,14
20/10/2013,18:00,23,6,3,4,10
20/10/2013,18:15,12,2,2,6,2
20/10/2013,18:30,14,1,6,5,2
20/10/2013,18:45,3,1,0,0,2
20/10/2013,19:00,8,1,1,3,3
20/10/2013,19:15,2,1,1,0,0
20/10/2013,19:30,4,0,0,1,3
20/10/2013,19:45,0,0,0,0,0
20/10/2013,20:00,1,0,0,1,0
20/10/2013,20:15,3,0,0,1,2
20/10/2013,20:30,2,2,0,0,0
20/10/2013,20:45,4,0,1,0,3
20/10/2013,21:00,1,0,0,1,0
20/10/2013,21:15,0,0,0,0,0
20/10/2013,21:30,0,0,0,0,0
20/10/2013,21:45,2,0,0,0,2
20/10/2013,22:00,0,0,0,0,0
20/10/2013,22:15,2,1,0,1,0
20/10/2013,22:30,1,0,0,0,1
20/10/2013,22:45,1,0,0,0,1
20/10/2013,23:00,0,0,0,0,0
20/10/2013,23:15,0,0,0,0,0
20/10/2013,23:30,0,0,0,0,0
20/10/2013,23:45,0,0,0,0,0
21/10/2013,00:00,0,0,0,0,0
21/10/2013,00:15,0,0,0,0,0
21/10/2013,00:30,0,0,0,0,0
21/10/2013,00:45,0,0,0,0,0
21/10/2013,01:00,0,0,0,0,0
21/10/2013,01:15,0,0,0,0,0
21/10/2013,01:30,0,0,0,0,0
21/10/2013,01:45,0,0,0,0,0
21/10/2013,02:00,0,0,0,0,0
21/10/2013,02:15,0,0,0,0,0
21/10/2013,02:30,0,0,0,0,0
21/10/2013,02:45,0,0,0,0,0
21/10/2013,03:00,0,0,0,0,0
21/10/2013,03:15,0,0,0,0,0
21/10/2013,03:30,0,0,0,0,0
21/10/2013,03:45,0,0,0,0,0
21/10/2013,04:00,0,0,0,0,0
21/10/2013,04:15,0,0,0,0,0
21/10/2013,04:30,1,0,1,0,0
21/10/2013,04:45,0,0,0,0,0
21/10/2013,05:00,0,0,0,0,0
21/10/2013,05:15,3,0,1,1,1
21/10/2013,05:30,3,0,2,1,0
21/10/2013,05:45,11,2,2,6,1
21/10/2013,06:00,14,6,1,6,1
21/10/2013,06:15,18,2,6,9,1
21/10/2013,06:30,22,7,3,11,1
21/10/2013,06:45,22,6,1,13,2
21/10/2013,07:00,32,4,4,18,6
21/10/2013,07:15,32,2,5,21,4
21/10/2013,07:30,36,4,4,25,3
21/10/2013,07:45,40,4,4,26,6
21/10/2013,08:00,38,2,4,27,5
21/10/2013,08:15,45,7,1,32,5
21/10/2013,08:30,50,4,5,29,12
21/10/2013,08:45,29,4,3,19,3
21/10/2013,09:00,8,1,2,3,2
21/10/2013,09:15,11,0,2,6,3
21/10/2013,09:30,16,3,2,9,2
21/10/2013,09:45,14,4,1,5,4
21/10/2013,10:00,7,2,1,2,2
21/10/2013,10:15,9,4,1,3,1
21/10/2013,10:30,15,5,2,3,5
21/10/2013,10:45,16,1,7,7,1
21/10/2013,11:00,15,6,2,6,1
21/10/2013,11:15,8,2,3,0,3
21/10/2013,11:30,8,2,3,3,0
21/10/2013,11:45,9,1,4,4,0
21/10/2013,12:00,10,2,3,3,2
21/10/2013,12:15,10,4,2,1,3
21/10/2013,12:30,19,3,3,7,6
21/10/2013,12:45,12,0,5,2,5
21/10/2013,13:00,16,9,2,4,1
21/10/2013,13:15,8,1,1,3,3
21/10/2013,13:30,16,1,2,4,9
21/10/2013,13:45,22,7,6,5,4
21/10/2013,14:00,15,1,2,4,8
21/10/2013,14:15,9,3,1,3,2
21/10/2013,14:30,14,3,1,2,8
21/10/2013,14:45,20,0,4,4,12
21/10/2013,15:00,10,0,1,5,4
21/10/2013,15:15,16,1,0,9,6
21/10/2013,15:30,21,3,1,9,8
21/10/2013,15:45,23,7,2,6,8
21/10/2013,16:00,15,0,2,4,9
21/10/2013,16:15,17,2,3,4,8
21/10/2013,16:30,33,3,5,20,5
21/10/2013,16:45,35,6,3,5,21
21/10/2013,17:00,40,3,8,6,23
21/10/2013,17:15,57,7,6,13,31
21/10/2013,17:30,60,7,15,11,27
21/10/2013,17:45,63,14,15,6,28
21/10/2013,18:00,59,8,11,16,24
21/10/2013,18:15,66,12,11,8,35
21/10/2013,18:30,36,5,5,8,18
21/10/2013,18:45,35,6,5,5,19
21/10/2013,19:00,26,6,6,4,10
21/10/2013,19:15,25,5,4,4,12
21/10/2013,19:30,4,1,0,1,2
21/10/2013,19:45,9,2,1,1,5
21/10/2013,20:00,7,1,0,1,5
21/10/2013,20:15,1,1,0,0,0
21/10/2013,20:30,5,0,1,2,2
21/10/2013,20:45,1,0,0,1,0
21/10/2013,21:00,8,1,0,3,4
21/10/2013,21:15,1,0,0,0,1
21/10/2013,21:30,1,0,1,0,0
21/10/2013,21:45,0,0,0,0,0
21/10/2013,22:00,3,0,0,1,2
21/10/2013,22:15,3,1,2,0,0
21/10/2013,22:30,0,0,0,0,0
21/10/2013,22:45,1,0,0,0,1
21/10/2013,23:00,1,0,0,0,1
21/10/2013,23:15,0,0,0,0,0
21/10/2013,23:30,0,0,0,0,0
21/10/2013,23:45,0,0,0,0,0
22/10/2013,00:00,1,0,0,0,1
22/10/2013,00:15,2,0,1,0,1
22/10/2013,00:30,0,0,0,0,0
22/10/2013,00:45,0,0,0,0,0
22/10/2013,01:00,0,0,0,0,0
22/10/2013,01:15,0,0,0,0,0
22/10/2013,01:30,0,0,0,0,0
22/10/2013,01:45,0,0,0,0,0
22/10/2013,02:00,0,0,0,0,0
22/10/2013,02:15,0,0,0,0,0
22/10/2013,02:30,0,0,0,0,0
22/10/2013,02:45,0,0,0,0,0
22/10/2013,03:00,0,0,0,0,0
22/10/2013,03:15,0,0,0,0,0
22/10/2013,03:30,0,0,0,0,0
22/10/2013,03:45,0,0,0,0,0
22/10/2013,04:00,0,0,0,0,0
22/10/2013,04:15,1,0,1,0,0
22/10/2013,04:30,2,1,1,0,0
22/10/2013,04:45,2,0,1,1,0
22/10/2013,05:00,0,0,0,0,0
22/10/2013,05:15,2,0,1,1,0
22/10/2013,05:30,10,2,2,4,2
22/10/2013,05:45,14,2,9,2,1
22/10/2013,06:00,14,4,3,5,2
22/10/2013,06:15,27,3,8,14,2
22/10/2013,06:30,16,5,0,8,3
22/10/2013,06:45,42,10,6,21,5
22/10/2013,07:00,31,3,3,22,3
22/10/2013,07:15,38,7,5,18,8
22/10/2013,07:30,33,6,7,13,7
22/10/2013,07:45,58,6,4,42,6
22/10/2013,08:00,41,4,6,21,10
22/10/2013,08:15,56,10,8,31,7
22/10/2013,08:30,43,11,3,23,6
22/10/2013,08:45,22,6,2,8,6
22/10/2013,09:00,19,1,5,10,3
22/10/2013,09:15,18,2,4,6,6
22/10/2013,09:30,16,0,5,6,5
22/10/2013,09:45,11,1,8,0,2
22/10/2013,10:00,28,15,5,4,4
22/10/2013,10:15,18,6,3,6,3
22/10/2013,10:30,12,6,1,2,3
22/10/2013,10:45,16,4,3,5,4
22/10/2013,11:00,12,2,3,3,4
22/10/2013,11:15,12,1,3,4,4
22/10/2013,11:30,14,6,3,2,3
22/10/2013,11:45,18,3,3,10,2
22/10/2013,12:00,5,0,2,1,2
22/10/2013,12:15,7,2,2,0,3
22/10/2013,12:30,11,2,6,2,1
22/10/2013,12:45,8,2,1,4,1
22/10/2013,13:00,4,2,0,0,2
22/10/2013,13:15,11,1,4,4,2
22/10/2013,13:30,5,1,1,1,2
22/10/2013,13:45,13,5,1,2,5
22/10/2013,14:00,9,2,2,2,3
22/10/2013,14:15,9,3,3,1,2
22/10/2013,14:30,10,2,3,3,2
22/10/2013,14:45,11,1,1,3,6
22/10/2013,15:00,13,0,2,5,6
22/10/2013,15:15,17,4,3,3,7
22/10/2013,15:30,12,2,4,1,5
22/10/2013,15:45,20,3,4,11,2
22/10/2013,16:00,24,4,6,6,8
22/10/2013,16:15,18,5,0,5,8
22/10/2013,16:30,36,4,5,16,11
22/10/2013,16:45,28,3,6,7,12
22/10/2013,17:00,44,7,6,9,22
22/10/2013,17:15,48,8,8,11,21
22/10/2013,17:30,68,12,9,14,33
22/10/2013,17:45,75,7,13,18,37
22/10/2013,18:00,69,12,15,6,36
22/10/2013,18:15,68,8,10,11,39
22/10/2013,18:30,67,12,14,11,30
22/10/2013,18:45,36,6,8,6,16
22/10/2013,19:00,20,2,5,7,6
22/10/2013,19:15,22,8,8,0,6
22/10/2013,19:30,17,3,3,2,9
22/10/2013,19:45,11,0,1,1,9
22/10/2013,20:00,8,0,0,0,8
22/10/2013,20:15,0,0,0,0,0
22/10/2013,20:30,6,0,1,0,5
22/10/2013,20:45,2,0,0,1,1
22/10/2013,21:00,2,0,0,1,1
22/10/2013,21:15,4,1,0,0,3
22/10/2013,21:30,6,1,3,0,2
22/10/2013,21:45,5,0,2,0,3
22/10/2013,22:00,0,0,0,0,0
22/10/2013,22:15,1,0,0,0,1
22/10/2013,22:30,3,0,1,1,1
22/10/2013,22:45,5,0,2,0,3
22/10/2013,23:00,0,0,0,0,0
22/10/2013,23:15,1,1,0,0,0
22/10/2013,23:30,1,0,0,0,1
22/10/2013,23:45,1,0,1,0,0
23/10/2013,00:00,1,1,0,0,0
23/10/2013,00:15,0,0,0,0,0
23/10/2013,00:30,0,0,0,0,0
23/10/2013,00:45,0,0,0,0,0
23/10/2013,01:00,0,0,0,0,0
23/10/2013,01:15,0,0,0,0,0
23/10/2013,01:30,0,0,0,0,0
23/10/2013,01:45,0,0,0,0,0
23/10/2013,02:00,0,0,0,0,0
23/10/2013,02:15,0,0,0,0,0
23/10/2013,02:30,0,0,0,0,0
23/10/2013,02:45,0,0,0,0,0
23/10/2013,03:00,0,0,0,0,0
23/10/2013,03:15,0,0,0,0,0
23/10/2013,03:30,0,0,0,0,0
23/10/2013,03:45,1,0,0,1,0
23/10/2013,04:00,1,0,0,0,1
23/10/2013,04:15,1,1,0,0,0
23/10/2013,04:30,2,1,1,0,0
23/10/2013,04:45,1,0,0,0,1
23/10/2013,05:00,0,0,0,0,0
23/10/2013,05:15,1,0,1,0,0
23/10/2013,05:30,3,1,1,1,0
23/10/2013,05:45,4,1,1,2,0
23/10/2013,06:00,7,2,3,2,0
23/10/2013,06:15,8,2,3,3,0
23/10/2013,06:30,7,1,1,3,2
23/10/2013,06:45,18,3,3,9,3
23/10/2013,07:00,14,1,3,7,3
23/10/2013,07:15,11,1,2,7,1
23/10/2013,07:30,19,3,0,12,4
23/10/2013,07:45,27,2,6,18,1
23/10/2013,08:00,35,5,5,18,7
23/10/2013,08:15,27,2,3,19,3
23/10/2013,08:30,29,6,5,15,3
23/10/2013,08:45,22,6,6,6,4
23/10/2013,09:00,21,7,3,10,1
23/10/2013,09:15,15,5,1,9,0
23/10/2013,09:30,8,0,4,4,0
23/10/2013,09:45,9,2,2,3,2
23/10/2013,10:00,9,5,2,2,0
23/10/2013,10:15,6,1,2,1,2
23/10/2013,10:30,6,1,2,2,1
23/10/2013,10:45,7,2,2,3,0
23/10/2013,11:00,3,0,1,1,1
23/10/2013,11:15,7,1,4,1,1
23/10/2013,11:30,6,2,1,0,3
23/10/2013,11:45,18,4,11,0,3
23/10/2013,12:00,13,4,5,0,4
23/10/2013,12:15,13,3,2,5,3
23/10/2013,12:30,14,3,5,2,4
23/10/2013,12:45,11,2,2,4,3
23/10/2013,13:00,10,2,2,3,3
23/10/2013,13:15,6,2,2,1,1
23/10/2013,13:30,12,5,2,3,2
23/10/2013,13:45,9,0,1,5,3
23/10/2013,14:00,12,1,2,6,3
23/10/2013,14:15,6,0,1,3,2
23/10/2013,14:30,10,1,5,3,1
23/10/2013,14:45,7,4,1,0,2
23/10/2013,15:00,4,0,0,2,2
23/10/2013,15:15,9,0,3,2,4
23/10/2013,15:30,5,1,1,1,2
23/10/2013,15:45,12,2,7,2,1
23/10/2013,16:00,13,5,5,1,2
23/10/2013,16:15,25,8,7,3,7
23/10/2013,16:30,18,5,3,4,6
23/10/2013,16:45,24,7,3,5,9
23/10/2013,17:00,31,0,7,6,18
23/10/2013,17:15,31,6,6,5,14
23/10/2013,17:30,42,6,3,10,23
23/10/2013,17:45,28,1,4,6,17
23/10/2013,18:00,41,11,10,3,17
23/10/2013,18:15,49,10,5,9,25
23/10/2013,18:30,21,1,6,6,8
23/10/2013,18:45,19,4,4,5,6
23/10/2013,19:00,14,1,4,1,8
23/10/2013,19:15,13,2,0,3,8
23/10/2013,19:30,9,2,2,1,4
23/10/2013,19:45,8,1,0,2,5
23/10/2013,20:00,2,1,1,0,0
23/10/2013,20:15,4,0,1,0,3
23/10/2013,20:30,3,1,0,0,2
23/10/2013,20:45,4,0,1,1,2
23/10/2013,21:00,3,2,0,1,0
23/10/2013,21:15,1,0,0,1,0
23/10/2013,21:30,1,0,0,1,0
23/10/2013,21:45,2,0,0,0,2
23/10/2013,22:00,2,0,0,0,2
23/10/2013,22:15,0,0,0,0,0
23/10/2013,22:30,0,0,0,0,0
23/10/2013,22:45,0,0,0,0,0
23/10/2013,23:00,2,0,0,0,2
23/10/2013,23:15,0,0,0,0,0
23/10/2013,23:30,0,0,0,0,0
23/10/2013,23:45,0,0,0,0,0
24/10/2013,00:00,0,0,0,0,0
24/10/2013,00:15,0,0,0,0,0
24/10/2013,00:30,0,0,0,0,0
24/10/2013,00:45,0,0,0,0,0
24/10/2013,01:00,0,0,0,0,0
24/10/2013,01:15,0,0,0,0,0
24/10/2013,01:30,0,0,0,0,0
24/10/2013,01:45,0,0,0,0,0
24/10/2013,02:00,0,0,0,0,0
24/10/2013,02:15,0,0,0,0,0
24/10/2013,02:30,0,0,0,0,0
24/10/2013,02:45,0,0,0,0,0
24/10/2013,03:00,0,0,0,0,0
24/10/2013,03:15,0,0,0,0,0
24/10/2013,03:30,0,0,0,0,0
24/10/2013,03:45,0,0,0,0,0
24/10/2013,04:00,0,0,0,0,0
24/10/2013,04:15,0,0,0,0,0
24/10/2013,04:30,0,0,0,0,0
24/10/2013,04:45,4,0,2,1,1
24/10/2013,05:00,0,0,0,0,0
24/10/2013,05:15,1,0,1,0,0
24/10/2013,05:30,3,0,1,2,0
24/10/2013,05:45,15,2,8,2,3
24/10/2013,06:00,15,6,3,5,1
24/10/2013,06:15,17,3,7,4,3
24/10/2013,06:30,21,8,2,9,2
24/10/2013,06:45,24,3,3,14,4
24/10/2013,07:00,24,3,3,15,3
24/10/2013,07:15,26,3,4,14,5
24/10/2013,07:30,46,4,8,23,11
24/10/2013,07:45,35,3,5,24,3
24/10/2013,08:00,42,2,3,30,7
24/10/2013,08:15,28,4,3,17,4
24/10/2013,08:30,27,2,3,15,7
24/10/2013,08:45,23,4,3,11,5
24/10/2013,09:00,21,3,5,10,3
24/10/2013,09:15,24,1,10,9,4
24/10/2013,09:30,15,5,4,4,2
24/10/2013,09:45,16,4,3,7,2
24/10/2013,10:00,15,7,0,7,1
24/10/2013,10:15,10,1,1,5,3
24/10/2013,10:30,22,6,8,7,1
