Date,,Custis Bon Air,Custis Bon Air Ped IN,Custis Bon Air Ped OUT,Custis Bon Air Bike IN,Custis Bon Air Bike OUT
01/01/2013,00:00,0,0,0,0,0
01/01/2013,00:15,5,0,4,1,0
01/01/2013,00:30,0,0,0,0,0
01/01/2013,00:45,0,0,0,0,0
01/01/2013,01:00,0,0,0,0,0
01/01/2013,01:15,0,0,0,0,0
01/01/2013,01:30,0,0,0,0,0
01/01/2013,01:45,0,0,0,0,0
01/01/2013,02:00,0,0,0,0,0
01/01/2013,02:15,0,0,0,0,0
01/01/2013,02:30,0,0,0,0,0
01/01/2013,02:45,0,0,0,0,0
01/01/2013,03:00,0,0,0,0,0
01/01/2013,03:15,0,0,0,0,0
01/01/2013,03:30,0,0,0,0,0
01/01/2013,03:45,0,0,0,0,0
01/01/2013,04:00,0,0,0,0,0
01/01/2013,04:15,1,1,0,0,0
01/01/2013,04:30,0,0,0,0,0
01/01/2013,04:45,0,0,0,0,0
01/01/2013,05:00,0,0,0,0,0
01/01/2013,05:15,0,0,0,0,0
01/01/2013,05:30,1,0,1,0,0
01/01/2013,05:45,0,0,0,0,0
01/01/2013,06:00,0,0,0,0,0
01/01/2013,06:15,2,2,0,0,0
01/01/2013,06:30,2,1,1,0,0
01/01/2013,06:45,1,1,0,0,0
01/01/2013,07:00,0,0,0,0,0
01/01/2013,07:15,3,1,2,0,0
01/01/2013,07:30,5,1,3,0,1
01/01/2013,07:45,4,2,1,1,0
01/01/2013,08:00,8,1,4,2,1
01/01/2013,08:15,6,4,1,1,0
01/01/2013,08:30,8,5,2,1,0
01/01/2013,08:45,9,2,6,1,0
01/01/2013,09:00,10,2,4,2,2
01/01/2013,09:15,7,5,0,1,1
01/01/2013,09:30,11,1,3,4,3
01/01/2013,09:45,14,6,4,3,1
01/01/2013,10:00,7,2,4,0,1
01/01/2013,10:15,18,8,4,1,5
01/01/2013,10:30,21,5,7,4,5
01/01/2013,10:45,24,9,5,4,6
01/01/2013,11:00,23,0,10,5,8
01/01/2013,11:15,12,7,2,2,1
01/01/2013,11:30,22,4,5,6,7
01/01/2013,11:45,17,4,4,5,4
01/01/2013,12:00,18,8,4,6,0
01/01/2013,12:15,16,4,3,5,4
01/01/2013,12:30,29,16,5,6,2
01/01/2013,12:45,19,5,3,6,5
01/01/2013,13:00,20,6,8,2,4
01/01/2013,13:15,23,6,6,6,5
01/01/2013,13:30,18,6,4,5,3
01/01/2013,13:45,27,5,9,6,7
01/01/2013,14:00,21,4,8,7,2
01/01/2013,14:15,23,6,6,4,7
01/01/2013,14:30,21,7,4,4,6
01/01/2013,14:45,22,4,7,2,9
01/01/2013,15:00,2,0,1,1,0
01/01/2013,15:15,11,4,3,1,3
01/01/2013,15:30,20,11,6,1,2
01/01/2013,15:45,13,2,7,2,2
01/01/2013,16:00,13,3,2,3,5
01/01/2013,16:15,18,3,8,3,4
01/01/2013,16:30,17,7,4,3,3
01/01/2013,16:45,11,3,7,0,1
01/01/2013,17:00,7,6,0,1,0
01/01/2013,17:15,4,2,1,1,0
01/01/2013,17:30,1,0,0,1,0
01/01/2013,17:45,3,0,2,1,0
01/01/2013,18:00,1,0,1,0,0
01/01/2013,18:15,2,0,1,0,1
01/01/2013,18:30,1,1,0,0,0
01/01/2013,18:45,1,1,0,0,0
01/01/2013,19:00,1,0,1,0,0
01/01/2013,19:15,0,0,0,0,0
01/01/2013,19:30,0,0,0,0,0
01/01/2013,19:45,0,0,0,0,0
01/01/2013,20:00,1,1,0,0,0
01/01/2013,20:15,0,0,0,0,0
01/01/2013,20:30,0,0,0,0,0
01/01/2013,20:45,0,0,0,0,0
01/01/2013,21:00,0,0,0,0,0
01/01/2013,21:15,0,0,0,0,0
01/01/2013,21:30,0,0,0,0,0
01/01/2013,21:45,1,0,1,0,0
01/01/2013,22:00,1,0,0,1,0
01/01/2013,22:15,2,0,2,0,0
01/01/2013,22:30,0,0,0,0,0
01/01/2013,22:45,0,0,0,0,0
01/01/2013,23:00,0,0,0,0,0
01/01/2013,23:15,0,0,0,0,0
01/01/2013,23:30,0,0,0,0,0
01/01/2013,23:45,0,0,0,0,0
02/01/2013,00:00,0,0,0,0,0
02/01/2013,00:15,0,0,0,0,0
02/01/2013,00:30,0,0,0,0,0
02/01/2013,00:45,0,0,0,0,0
02/01/2013,01:00,0,0,0,0,0
02/01/2013,01:15,0,0,0,0,0
02/01/2013,01:30,0,0,0,0,0
02/01/2013,01:45,0,0,0,0,0
02/01/2013,02:00,0,0,0,0,0
02/01/2013,02:15,0,0,0,0,0
02/01/2013,02:30,0,0,0,0,0
02/01/2013,02:45,0,0,0,0,0
02/01/2013,03:00,0,0,0,0,0
02/01/2013,03:15,0,0,0,0,0
02/01/2013,03:30,0,0,0,0,0
02/01/2013,03:45,0,0,0,0,0
02/01/2013,04:00,1,1,0,0,0
02/01/2013,04:15,0,0,0,0,0
02/01/2013,04:30,2,0,2,0,0
02/01/2013,04:45,1,1,0,0,0
02/01/2013,05:00,0,0,0,0,0
02/01/2013,05:15,1,0,1,0,0
02/01/2013,05:30,3,0,1,2,0
02/01/2013,05:45,5,1,1,3,0
02/01/2013,06:00,24,5,16,2,1
02/01/2013,06:15,12,3,4,5,0
02/01/2013,06:30,11,1,3,5,2
02/01/2013,06:45,15,4,1,8,2
02/01/2013,07:00,14,2,2,8,2
02/01/2013,07:15,21,6,1,13,1
02/01/2013,07:30,18,2,2,13,1
02/01/2013,07:45,19,2,4,11,2
02/01/2013,08:00,28,5,1,18,4
02/01/2013,08:15,21,4,1,13,3
02/01/2013,08:30,22,3,3,13,3
02/01/2013,08:45,19,3,3,11,2
02/01/2013,09:00,12,1,4,7,0
02/01/2013,09:15,8,1,1,5,1
02/01/2013,09:30,8,1,1,3,3
02/01/2013,09:45,7,2,0,5,0
02/01/2013,10:00,12,1,3,4,4
02/01/2013,10:15,3,2,0,1,0
02/01/2013,10:30,2,1,0,1,0
02/01/2013,10:45,5,1,0,4,0
02/01/2013,11:00,8,1,3,3,1
02/01/2013,11:15,13,0,2,9,2
02/01/2013,11:30,7,0,2,4,1
02/01/2013,11:45,4,2,1,0,1
02/01/2013,12:00,14,3,6,1,4
02/01/2013,12:15,6,2,2,2,0
02/01/2013,12:30,4,3,0,0,1
02/01/2013,12:45,7,6,0,1,0
02/01/2013,13:00,8,3,2,2,1
02/01/2013,13:15,17,9,3,1,4
02/01/2013,13:30,3,0,2,0,1
02/01/2013,13:45,10,3,2,5,0
02/01/2013,14:00,11,3,1,5,2
02/01/2013,14:15,6,0,1,3,2
02/01/2013,14:30,10,2,3,4,1
02/01/2013,14:45,10,5,1,2,2
02/01/2013,15:00,5,2,0,1,2
02/01/2013,15:15,12,4,3,2,3
02/01/2013,15:30,10,1,3,2,4
02/01/2013,15:45,13,1,2,4,6
02/01/2013,16:00,12,3,6,2,1
02/01/2013,16:15,18,2,6,6,4
02/01/2013,16:30,18,3,2,1,12
02/01/2013,16:45,16,2,2,1,11
02/01/2013,17:00,25,3,8,3,11
02/01/2013,17:15,15,2,3,2,8
02/01/2013,17:30,21,3,5,2,11
02/01/2013,17:45,23,1,3,3,16
02/01/2013,18:00,31,3,2,5,21
02/01/2013,18:15,18,0,4,2,12
02/01/2013,18:30,13,1,2,1,9
02/01/2013,18:45,10,0,1,1,8
02/01/2013,19:00,7,0,0,1,6
02/01/2013,19:15,8,0,1,0,7
02/01/2013,19:30,0,0,0,0,0
02/01/2013,19:45,6,1,1,0,4
02/01/2013,20:00,4,0,1,1,2
02/01/2013,20:15,3,1,0,0,2
02/01/2013,20:30,1,0,0,0,1
02/01/2013,20:45,0,0,0,0,0
02/01/2013,21:00,2,0,0,0,2
02/01/2013,21:15,1,0,1,0,0
02/01/2013,21:30,0,0,0,0,0
02/01/2013,21:45,0,0,0,0,0
02/01/2013,22:00,0,0,0,0,0
02/01/2013,22:15,0,0,0,0,0
02/01/2013,22:30,0,0,0,0,0
02/01/2013,22:45,0,0,0,0,0
02/01/2013,23:00,1,0,0,0,1
02/01/2013,23:15,0,0,0,0,0
02/01/2013,23:30,0,0,0,0,0
02/01/2013,23:45,1,0,0,0,1
03/01/2013,00:00,0,0,0,0,0
03/01/2013,00:15,0,0,0,0,0
03/01/2013,00:30,0,0,0,0,0
03/01/2013,00:45,2,2,0,0,0
03/01/2013,01:00,0,0,0,0,0
03/01/2013,01:15,0,0,0,0,0
03/01/2013,01:30,0,0,0,0,0
03/01/2013,01:45,0,0,0,0,0
03/01/2013,02:00,0,0,0,0,0
03/01/2013,02:15,0,0,0,0,0
03/01/2013,02:30,0,0,0,0,0
03/01/2013,02:45,0,0,0,0,0
03/01/2013,03:00,0,0,0,0,0
03/01/2013,03:15,0,0,0,0,0
03/01/2013,03:30,0,0,0,0,0
03/01/2013,03:45,0,0,0,0,0
03/01/2013,04:00,0,0,0,0,0
03/01/2013,04:15,0,0,0,0,0
03/01/2013,04:30,1,0,1,0,0
03/01/2013,04:45,2,2,0,0,0
03/01/2013,05:00,0,0,0,0,0
03/01/2013,05:15,2,0,2,0,0
03/01/2013,05:30,4,1,0,3,0
03/01/2013,05:45,9,1,5,3,0
03/01/2013,06:00,10,0,3,6,1
03/01/2013,06:15,9,2,6,1,0
03/01/2013,06:30,11,7,1,3,0
03/01/2013,06:45,18,4,2,8,4
03/01/2013,07:00,24,4,6,12,2
03/01/2013,07:15,17,3,2,11,1
03/01/2013,07:30,16,2,2,10,2
03/01/2013,07:45,23,3,3,12,5
03/01/2013,08:00,20,4,1,11,4
03/01/2013,08:15,24,4,2,14,4
03/01/2013,08:30,12,2,0,10,0
03/01/2013,08:45,17,1,2,12,2
03/01/2013,09:00,14,3,4,7,0
03/01/2013,09:15,14,3,4,6,1
03/01/2013,09:30,8,3,1,2,2
03/01/2013,09:45,4,2,1,1,0
03/01/2013,10:00,3,0,3,0,0
03/01/2013,10:15,6,1,2,2,1
03/01/2013,10:30,8,2,1,5,0
03/01/2013,10:45,4,2,1,1,0
03/01/2013,11:00,2,0,2,0,0
03/01/2013,11:15,6,1,1,2,2
03/01/2013,11:30,2,1,0,0,1
03/01/2013,11:45,8,3,1,2,2
03/01/2013,12:00,2,1,0,0,1
03/01/2013,12:15,9,3,2,4,0
03/01/2013,12:30,9,4,2,1,2
03/01/2013,12:45,8,5,1,2,0
03/01/2013,13:00,11,4,3,3,1
03/01/2013,13:15,4,1,1,0,2
03/01/2013,13:30,11,6,3,2,0
03/01/2013,13:45,9,3,2,3,1
03/01/2013,14:00,5,1,1,2,1
03/01/2013,14:15,13,5,4,4,0
03/01/2013,14:30,8,2,4,1,1
03/01/2013,14:45,15,10,1,1,3
03/01/2013,15:00,11,6,1,1,3
03/01/2013,15:15,19,5,4,1,9
03/01/2013,15:30,13,5,1,4,3
03/01/2013,15:45,9,2,2,2,3
03/01/2013,16:00,9,1,1,5,2
03/01/2013,16:15,19,4,4,3,8
03/01/2013,16:30,13,2,2,3,6
03/01/2013,16:45,12,5,1,0,6
03/01/2013,17:00,18,1,0,7,10
03/01/2013,17:15,18,3,1,2,12
03/01/2013,17:30,16,0,2,0,14
03/01/2013,17:45,19,1,1,2,15
03/01/2013,18:00,16,1,0,3,12
03/01/2013,18:15,16,2,0,1,13
03/01/2013,18:30,11,2,0,0,9
03/01/2013,18:45,9,0,3,0,6
03/01/2013,19:00,12,2,1,2,7
03/01/2013,19:15,10,1,2,0,7
03/01/2013,19:30,10,4,4,0,2
03/01/2013,19:45,8,2,2,0,4
03/01/2013,20:00,4,0,1,0,3
03/01/2013,20:15,6,1,4,0,1
03/01/2013,20:30,0,0,0,0,0
03/01/2013,20:45,1,0,0,0,1
03/01/2013,21:00,3,0,1,1,1
03/01/2013,21:15,4,1,2,0,1
03/01/2013,21:30,1,0,1,0,0
03/01/2013,21:45,1,0,0,1,0
03/01/2013,22:00,0,0,0,0,0
03/01/2013,22:15,0,0,0,0,0
03/01/2013,22:30,3,1,1,0,1
03/01/2013,22:45,1,0,0,0,1
03/01/2013,23:00,0,0,0,0,0
03/01/2013,23:15,0,0,0,0,0
03/01/2013,23:30,0,0,0,0,0
03/01/2013,23:45,0,0,0,0,0
04/01/2013,00:00,1,0,0,0,1
04/01/2013,00:15,0,0,0,0,0
04/01/2013,00:30,0,0,0,0,0
04/01/2013,00:45,0,0,0,0,0
04/01/2013,01:00,0,0,0,0,0
04/01/2013,01:15,0,0,0,0,0
04/01/2013,01:30,0,0,0,0,0
04/01/2013,01:45,0,0,0,0,0
04/01/2013,02:00,0,0,0,0,0
04/01/2013,02:15,0,0,0,0,0
04/01/2013,02:30,0,0,0,0,0
04/01/2013,02:45,0,0,0,0,0
04/01/2013,03:00,0,0,0,0,0
04/01/2013,03:15,0,0,0,0,0
04/01/2013,03:30,0,0,0,0,0
04/01/2013,03:45,0,0,0,0,0
04/01/2013,04:00,0,0,0,0,0
04/01/2013,04:15,0,0,0,0,0
04/01/2013,04:30,1,0,1,0,0
04/01/2013,04:45,0,0,0,0,0
04/01/2013,05:00,4,1,2,1,0
04/01/2013,05:15,2,0,1,0,1
04/01/2013,05:30,2,0,0,2,0
04/01/2013,05:45,6,1,3,2,0
04/01/2013,06:00,6,0,3,1,2
04/01/2013,06:15,5,1,3,1,0
04/01/2013,06:30,12,3,2,5,2
04/01/2013,06:45,13,3,1,9,0
04/01/2013,07:00,17,4,1,9,3
04/01/2013,07:15,20,2,2,13,3
04/01/2013,07:30,21,3,2,11,5
04/01/2013,07:45,22,5,3,8,6
04/01/2013,08:00,24,2,0,18,4
04/01/2013,08:15,18,3,1,14,0
04/01/2013,08:30,20,3,2,13,2
04/01/2013,08:45,12,2,3,7,0
04/01/2013,09:00,12,0,4,7,1
04/01/2013,09:15,5,2,0,3,0
04/01/2013,09:30,8,3,3,1,1
04/01/2013,09:45,3,2,1,0,0
04/01/2013,10:00,3,3,0,0,0
04/01/2013,10:15,3,1,1,1,0
04/01/2013,10:30,14,3,2,7,2
04/01/2013,10:45,6,1,1,3,1
04/01/2013,11:00,5,3,1,1,0
04/01/2013,11:15,5,1,2,1,1
04/01/2013,11:30,7,2,2,3,0
04/01/2013,11:45,3,1,1,0,1
04/01/2013,12:00,22,6,6,4,6
04/01/2013,12:15,5,4,1,0,0
04/01/2013,12:30,10,1,5,0,4
04/01/2013,12:45,5,2,2,0,1
04/01/2013,13:00,5,3,1,0,1
04/01/2013,13:15,12,3,6,2,1
04/01/2013,13:30,6,1,2,1,2
04/01/2013,13:45,6,1,2,0,3
04/01/2013,14:00,16,6,2,6,2
04/01/2013,14:15,6,2,2,2,0
04/01/2013,14:30,18,7,4,6,1
04/01/2013,14:45,10,3,1,2,4
04/01/2013,15:00,5,2,0,1,2
04/01/2013,15:15,7,0,3,0,4
04/01/2013,15:30,24,7,7,7,3
04/01/2013,15:45,13,5,1,3,4
04/01/2013,16:00,10,2,2,2,4
04/01/2013,16:15,19,4,4,3,8
04/01/2013,16:30,9,1,3,3,2
04/01/2013,16:45,26,4,6,2,14
04/01/2013,17:00,23,2,4,4,13
04/01/2013,17:15,24,5,4,5,10
04/01/2013,17:30,15,3,0,0,12
04/01/2013,17:45,17,1,2,1,13
04/01/2013,18:00,17,1,3,1,12
04/01/2013,18:15,13,1,0,1,11
04/01/2013,18:30,11,1,0,2,8
04/01/2013,18:45,7,0,2,1,4
04/01/2013,19:00,11,2,0,0,9
04/01/2013,19:15,5,0,1,0,4
04/01/2013,19:30,2,0,1,0,1
04/01/2013,19:45,5,0,0,3,2
04/01/2013,20:00,2,0,1,0,1
04/01/2013,20:15,4,2,1,1,0
04/01/2013,20:30,0,0,0,0,0
04/01/2013,20:45,0,0,0,0,0
04/01/2013,21:00,1,1,0,0,0
04/01/2013,21:15,0,0,0,0,0
04/01/2013,21:30,1,0,1,0,0
04/01/2013,21:45,1,0,0,1,0
04/01/2013,22:00,0,0,0,0,0
04/01/2013,22:15,0,0,0,0,0
04/01/2013,22:30,0,0,0,0,0
04/01/2013,22:45,1,0,0,0,1
04/01/2013,23:00,0,0,0,0,0
04/01/2013,23:15,1,0,0,1,0
04/01/2013,23:30,0,0,0,0,0
04/01/2013,23:45,1,0,0,0,1
05/01/2013,00:00,0,0,0,0,0
05/01/2013,00:15,1,1,0,0,0
05/01/2013,00:30,1,0,0,1,0
05/01/2013,00:45,0,0,0,0,0
05/01/2013,01:00,0,0,0,0,0
05/01/2013,01:15,0,0,0,0,0
05/01/2013,01:30,0,0,0,0,0
05/01/2013,01:45,0,0,0,0,0
05/01/2013,02:00,0,0,0,0,0
05/01/2013,02:15,0,0,0,0,0
05/01/2013,02:30,0,0,0,0,0
05/01/2013,02:45,0,0,0,0,0
05/01/2013,03:00,0,0,0,0,0
05/01/2013,03:15,0,0,0,0,0
05/01/2013,03:30,0,0,0,0,0
05/01/2013,03:45,0,0,0,0,0
05/01/2013,04:00,0,0,0,0,0
05/01/2013,04:15,1,1,0,0,0
05/01/2013,04:30,1,0,1,0,0
05/01/2013,04:45,1,1,0,0,0
05/01/2013,05:00,0,0,0,0,0
05/01/2013,05:15,0,0,0,0,0
05/01/2013,05:30,0,0,0,0,0
05/01/2013,05:45,0,0,0,0,0
05/01/2013,06:00,1,1,0,0,0
05/01/2013,06:15,1,1,0,0,0
05/01/2013,06:30,0,0,0,0,0
05/01/2013,06:45,2,0,2,0,0
05/01/2013,07:00,3,1,0,0,2
05/01/2013,07:15,9,4,2,2,1
05/01/2013,07:30,15,4,10,0,1
05/01/2013,07:45,15,3,11,1,0
05/01/2013,08:00,18,10,4,2,2
05/01/2013,08:15,27,8,13,2,4
05/01/2013,08:30,38,22,14,1,1
05/01/2013,08:45,20,9,9,1,1
05/01/2013,09:00,8,6,0,2,0
05/01/2013,09:15,12,5,4,1,2
05/01/2013,09:30,15,12,0,2,1
05/01/2013,09:45,8,2,1,1,4
05/01/2013,10:00,18,9,2,2,5
05/01/2013,10:15,16,11,1,1,3
05/01/2013,10:30,9,4,3,2,0
05/01/2013,10:45,20,9,3,4,4
05/01/2013,11:00,17,5,7,2,3
05/01/2013,11:15,23,5,8,3,7
05/01/2013,11:30,24,3,4,8,9
05/01/2013,11:45,20,8,2,4,6
05/01/2013,12:00,24,9,6,6,3
05/01/2013,12:15,28,12,3,8,5
05/01/2013,12:30,23,11,5,5,2
05/01/2013,12:45,28,6,7,3,12
05/01/2013,13:00,28,7,9,6,6
05/01/2013,13:15,25,7,4,6,8
05/01/2013,13:30,23,5,4,5,9
05/01/2013,13:45,30,10,5,8,7
05/01/2013,14:00,32,12,4,12,4
05/01/2013,14:15,30,6,5,11,8
05/01/2013,14:30,32,4,7,10,11
05/01/2013,14:45,32,10,5,9,8
05/01/2013,15:00,28,6,3,14,5
05/01/2013,15:15,41,15,3,17,6
05/01/2013,15:30,23,8,5,5,5
05/01/2013,15:45,16,6,6,3,1
05/01/2013,16:00,21,8,8,1,4
05/01/2013,16:15,19,7,3,4,5
05/01/2013,16:30,32,10,10,5,7
05/01/2013,16:45,12,5,0,6,1
05/01/2013,17:00,8,0,4,0,4
05/01/2013,17:15,12,3,3,2,4
05/01/2013,17:30,5,2,1,1,1
05/01/2013,17:45,5,3,1,1,0
05/01/2013,18:00,2,0,1,1,0
05/01/2013,18:15,5,1,1,1,2
05/01/2013,18:30,2,1,0,0,1
05/01/2013,18:45,3,1,1,0,1
05/01/2013,19:00,0,0,0,0,0
05/01/2013,19:15,0,0,0,0,0
05/01/2013,19:30,2,0,0,1,1
05/01/2013,19:45,0,0,0,0,0
05/01/2013,20:00,1,1,0,0,0
05/01/2013,20:15,0,0,0,0,0
05/01/2013,20:30,1,0,0,1,0
05/01/2013,20:45,1,0,1,0,0
05/01/2013,21:00,1,1,0,0,0
05/01/2013,21:15,1,1,0,0,0
05/01/2013,21:30,0,0,0,0,0
05/01/2013,21:45,1,0,1,0,0
05/01/2013,22:00,0,0,0,0,0
05/01/2013,22:15,0,0,0,0,0
05/01/2013,22:30,0,0,0,0,0
05/01/2013,22:45,0,0,0,0,0
05/01/2013,23:00,0,0,0,0,0
05/01/2013,23:15,0,0,0,0,0
05/01/2013,23:30,0,0,0,0,0
05/01/2013,23:45,1,0,0,1,0
06/01/2013,00:00,0,0,0,0,0
06/01/2013,00:15,0,0,0,0,0
06/01/2013,00:30,0,0,0,0,0
06/01/2013,00:45,0,0,0,0,0
06/01/2013,01:00,0,0,0,0,0
06/01/2013,01:15,0,0,0,0,0
06/01/2013,01:30,0,0,0,0,0
06/01/2013,01:45,0,0,0,0,0
06/01/2013,02:00,0,0,0,0,0
06/01/2013,02:15,0,0,0,0,0
06/01/2013,02:30,1,0,0,1,0
06/01/2013,02:45,0,0,0,0,0
06/01/2013,03:00,0,0,0,0,0
06/01/2013,03:15,0,0,0,0,0
06/01/2013,03:30,0,0,0,0,0
06/01/2013,03:45,0,0,0,0,0
06/01/2013,04:00,0,0,0,0,0
06/01/2013,04:15,1,1,0,0,0
06/01/2013,04:30,0,0,0,0,0
06/01/2013,04:45,0,0,0,0,0
06/01/2013,05:00,0,0,0,0,0
06/01/2013,05:15,0,0,0,0,0
06/01/2013,05:30,1,0,1,0,0
06/01/2013,05:45,0,0,0,0,0
06/01/2013,06:00,1,1,0,0,0
06/01/2013,06:15,0,0,0,0,0
06/01/2013,06:30,2,0,2,0,0
06/01/2013,06:45,3,2,0,1,0
06/01/2013,07:00,5,2,3,0,0
06/01/2013,07:15,5,1,3,1,0
06/01/2013,07:30,7,4,2,1,0
06/01/2013,07:45,11,4,2,1,4
06/01/2013,08:00,11,6,3,2,0
06/01/2013,08:15,10,4,4,0,2
06/01/2013,08:30,10,1,4,4,1
06/01/2013,08:45,19,9,4,2,4
06/01/2013,09:00,16,6,8,2,0
06/01/2013,09:15,26,6,8,9,3
06/01/2013,09:30,20,3,12,3,2
06/01/2013,09:45,22,8,8,2,4
06/01/2013,10:00,16,4,4,5,3
06/01/2013,10:15,26,8,4,8,6
06/01/2013,10:30,16,11,1,2,2
06/01/2013,10:45,14,3,3,4,4
06/01/2013,11:00,30,8,4,8,10
06/01/2013,11:15,42,12,8,10,12
06/01/2013,11:30,26,10,8,2,6
06/01/2013,11:45,34,9,10,6,9
06/01/2013,12:00,28,7,7,3,11
06/01/2013,12:15,29,8,9,6,6
06/01/2013,12:30,46,9,10,7,20
06/01/2013,12:45,38,9,6,13,10
06/01/2013,13:00,33,9,6,11,7
06/01/2013,13:15,42,9,11,15,7
06/01/2013,13:30,23,5,5,7,6
06/01/2013,13:45,46,12,4,21,9
06/01/2013,14:00,49,7,11,11,20
06/01/2013,14:15,31,5,13,8,5
06/01/2013,14:30,41,9,9,14,9
06/01/2013,14:45,50,16,9,10,15
06/01/2013,15:00,44,9,9,10,16
06/01/2013,15:15,39,8,8,14,9
06/01/2013,15:30,35,10,7,7,11
06/01/2013,15:45,26,6,7,4,9
06/01/2013,16:00,32,6,10,11,5
06/01/2013,16:15,22,4,6,6,6
06/01/2013,16:30,19,7,3,6,3
06/01/2013,16:45,5,2,1,1,1
06/01/2013,17:00,6,2,2,2,0
06/01/2013,17:15,6,1,1,2,2
06/01/2013,17:30,2,0,0,1,1
06/01/2013,17:45,6,1,3,0,2
06/01/2013,18:00,1,1,0,0,0
06/01/2013,18:15,1,1,0,0,0
06/01/2013,18:30,2,0,0,0,2
06/01/2013,18:45,2,0,0,0,2
06/01/2013,19:00,1,0,0,1,0
06/01/2013,19:15,2,0,1,0,1
06/01/2013,19:30,1,1,0,0,0
06/01/2013,19:45,0,0,0,0,0
06/01/2013,20:00,4,0,2,1,1
06/01/2013,20:15,0,0,0,0,0
06/01/2013,20:30,0,0,0,0,0
06/01/2013,20:45,0,0,0,0,0
06/01/2013,21:00,2,1,0,1,0
06/01/2013,21:15,0,0,0,0,0
06/01/2013,21:30,1,1,0,0,0
06/01/2013,21:45,0,0,0,0,0
06/01/2013,22:00,0,0,0,0,0
06/01/2013,22:15,1,0,0,0,1
06/01/2013,22:30,0,0,0,0,0
06/01/2013,22:45,0,0,0,0,0
06/01/2013,23:00,0,0,0,0,0
06/01/2013,23:15,0,0,0,0,0
06/01/2013,23:30,0,0,0,0,0
06/01/2013,23:45,0,0,0,0,0
07/01/2013,00:00,0,0,0,0,0
07/01/2013,00:15,0,0,0,0,0
07/01/2013,00:30,0,0,0,0,0
07/01/2013,00:45,0,0,0,0,0
07/01/2013,01:00,0,0,0,0,0
07/01/2013,01:15,0,0,0,0,0
07/01/2013,01:30,1,0,1,0,0
07/01/2013,01:45,0,0,0,0,0
07/01/2013,02:00,0,0,0,0,0
07/01/2013,02:15,0,0,0,0,0
07/01/2013,02:30,0,0,0,0,0
07/01/2013,02:45,0,0,0,0,0
07/01/2013,03:00,0,0,0,0,0
07/01/2013,03:15,0,0,0,0,0
07/01/2013,03:30,0,0,0,0,0
07/01/2013,03:45,0,0,0,0,0
07/01/2013,04:00,0,0,0,0,0
07/01/2013,04:15,2,2,0,0,0
07/01/2013,04:30,1,0,1,0,0
07/01/2013,04:45,2,1,0,1,0
07/01/2013,05:00,2,1,0,0,1
07/01/2013,05:15,6,0,2,4,0
07/01/2013,05:30,3,1,1,1,0
07/01/2013,05:45,13,5,4,3,1
07/01/2013,06:00,13,1,3,8,1
07/01/2013,06:15,17,3,2,11,1
07/01/2013,06:30,12,2,1,9,0
07/01/2013,06:45,26,3,3,18,2
07/01/2013,07:00,22,4,2,15,1
07/01/2013,07:15,22,2,5,14,1
07/01/2013,07:30,29,3,2,22,2
07/01/2013,07:45,21,2,2,14,3
07/01/2013,08:00,28,3,2,20,3
07/01/2013,08:15,29,4,0,22,3
07/01/2013,08:30,14,5,0,8,1
07/01/2013,08:45,14,0,1,12,1
07/01/2013,09:00,16,6,2,7,1
07/01/2013,09:15,12,3,1,6,2
07/01/2013,09:30,9,1,3,5,0
07/01/2013,09:45,10,2,5,2,1
07/01/2013,10:00,9,2,2,2,3
07/01/2013,10:15,8,3,4,1,0
07/01/2013,10:30,8,4,1,1,2
07/01/2013,10:45,3,1,0,1,1
07/01/2013,11:00,10,7,1,1,1
07/01/2013,11:15,5,2,1,1,1
07/01/2013,11:30,10,3,4,2,1
07/01/2013,11:45,4,2,2,0,0
07/01/2013,12:00,7,2,1,3,1
07/01/2013,12:15,16,6,4,4,2
07/01/2013,12:30,10,7,2,0,1
07/01/2013,12:45,14,5,3,3,3
07/01/2013,13:00,8,1,3,3,1
07/01/2013,13:15,9,4,2,3,0
07/01/2013,13:30,5,1,1,2,1
07/01/2013,13:45,5,2,0,3,0
07/01/2013,14:00,15,3,2,5,5
07/01/2013,14:15,13,3,5,4,1
07/01/2013,14:30,8,2,1,2,3
07/01/2013,14:45,12,3,3,4,2
07/01/2013,15:00,16,5,2,7,2
07/01/2013,15:15,2,0,1,0,1
07/01/2013,15:30,4,2,0,2,0
07/01/2013,15:45,11,2,2,5,2
07/01/2013,16:00,19,8,4,2,5
07/01/2013,16:15,17,8,3,2,4
07/01/2013,16:30,21,3,3,2,13
07/01/2013,16:45,24,3,5,1,15
07/01/2013,17:00,23,3,2,2,16
07/01/2013,17:15,29,3,3,3,20
07/01/2013,17:30,26,2,1,4,19
07/01/2013,17:45,30,2,4,4,20
07/01/2013,18:00,18,0,0,3,15
07/01/2013,18:15,31,3,5,2,21
07/01/2013,18:30,24,2,3,2,17
07/01/2013,18:45,14,1,0,3,10
07/01/2013,19:00,18,0,4,1,13
07/01/2013,19:15,9,0,2,1,6
07/01/2013,19:30,9,2,1,0,6
07/01/2013,19:45,6,0,0,1,5
07/01/2013,20:00,3,0,0,0,3
07/01/2013,20:15,2,1,0,0,1
07/01/2013,20:30,6,0,0,1,5
07/01/2013,20:45,1,1,0,0,0
07/01/2013,21:00,1,0,1,0,0
07/01/2013,21:15,1,0,0,0,1
07/01/2013,21:30,1,0,0,0,1
