Date,,WOD Columbia Pike,WOD Colombia Pike Ped IN,WOD Colombia Pike Ped OUT,WOD Colombia Pike Bike IN,WOD Colombia Pike Bike OUT
14/10/2011,00:00,0,0,0,0,0
14/10/2011,00:15,0,0,0,0,0
14/10/2011,00:30,0,0,0,0,0
14/10/2011,00:45,0,0,0,0,0
14/10/2011,01:00,0,0,0,0,0
14/10/2011,01:15,0,0,0,0,0
14/10/2011,01:30,0,0,0,0,0
14/10/2011,01:45,0,0,0,0,0
14/10/2011,02:00,0,0,0,0,0
14/10/2011,02:15,0,0,0,0,0
14/10/2011,02:30,0,0,0,0,0
14/10/2011,02:45,0,0,0,0,0
14/10/2011,03:00,0,0,0,0,0
14/10/2011,03:15,0,0,0,0,0
14/10/2011,03:30,0,0,0,0,0
14/10/2011,03:45,0,0,0,0,0
14/10/2011,04:00,0,0,0,0,0
14/10/2011,04:15,0,0,0,0,0
14/10/2011,04:30,0,0,0,0,0
14/10/2011,04:45,0,0,0,0,0
14/10/2011,05:00,0,0,0,0,0
14/10/2011,05:15,0,0,0,0,0
14/10/2011,05:30,0,0,0,0,0
14/10/2011,05:45,0,0,0,0,0
14/10/2011,06:00,0,0,0,0,0
14/10/2011,06:15,0,0,0,0,0
14/10/2011,06:30,0,0,0,0,0
14/10/2011,06:45,0,0,0,0,0
14/10/2011,07:00,0,0,0,0,0
14/10/2011,07:15,0,0,0,0,0
14/10/2011,07:30,0,0,0,0,0
14/10/2011,07:45,0,0,0,0,0
14/10/2011,08:00,0,0,0,0,0
14/10/2011,08:15,0,0,0,0,0
14/10/2011,08:30,0,0,0,0,0
14/10/2011,08:45,0,0,0,0,0
14/10/2011,09:00,0,0,0,0,0
14/10/2011,09:15,0,0,0,0,0
14/10/2011,09:30,0,0,0,0,0
14/10/2011,09:45,0,0,0,0,0
14/10/2011,10:00,0,0,0,0,0
14/10/2011,10:15,0,0,0,0,0
14/10/2011,10:30,0,0,0,0,0
14/10/2011,10:45,0,0,0,0,0
14/10/2011,11:00,0,0,0,0,0
14/10/2011,11:15,0,0,0,0,0
14/10/2011,11:30,0,0,0,0,0
14/10/2011,11:45,0,0,0,0,0
14/10/2011,12:00,0,0,0,0,0
14/10/2011,12:15,0,0,0,0,0
14/10/2011,12:30,0,0,0,0,0
14/10/2011,12:45,0,0,0,0,0
14/10/2011,13:00,0,0,0,0,0
14/10/2011,13:15,0,0,0,0,0
14/10/2011,13:30,0,0,0,0,0
14/10/2011,13:45,3,0,0,1,2
14/10/2011,14:00,36,9,7,10,10
14/10/2011,14:15,13,0,2,8,3
14/10/2011,14:30,19,1,5,7,6
14/10/2011,14:45,9,3,2,1,3
14/10/2011,15:00,5,1,1,2,1
14/10/2011,15:15,13,3,4,3,3
14/10/2011,15:30,14,4,2,5,3
14/10/2011,15:45,18,5,4,4,5
14/10/2011,16:00,25,9,8,2,6
14/10/2011,16:15,20,6,6,6,2
14/10/2011,16:30,24,4,6,10,4
14/10/2011,16:45,25,6,4,10,5
14/10/2011,17:00,24,9,7,3,5
14/10/2011,17:15,29,11,6,7,5
14/10/2011,17:30,33,7,10,8,8
14/10/2011,17:45,27,10,5,5,7
14/10/2011,18:00,35,10,7,7,11
14/10/2011,18:15,30,9,8,6,7
14/10/2011,18:30,40,12,10,5,13
14/10/2011,18:45,24,3,5,11,5
14/10/2011,19:00,33,7,8,5,13
14/10/2011,19:15,10,2,4,1,3
14/10/2011,19:30,7,3,2,1,1
14/10/2011,19:45,1,0,0,0,1
14/10/2011,20:00,6,1,1,1,3
14/10/2011,20:15,5,0,0,4,1
14/10/2011,20:30,2,2,0,0,0
14/10/2011,20:45,2,1,0,0,1
14/10/2011,21:00,0,0,0,0,0
14/10/2011,21:15,1,0,0,1,0
14/10/2011,21:30,0,0,0,0,0
14/10/2011,21:45,1,1,0,0,0
14/10/2011,22:00,2,0,0,0,2
14/10/2011,22:15,0,0,0,0,0
14/10/2011,22:30,1,0,0,1,0
14/10/2011,22:45,1,0,1,0,0
14/10/2011,23:00,1,1,0,0,0
14/10/2011,23:15,0,0,0,0,0
14/10/2011,23:30,1,0,0,0,1
14/10/2011,23:45,0,0,0,0,0
15/10/2011,00:00,0,0,0,0,0
15/10/2011,00:15,0,0,0,0,0
15/10/2011,00:30,0,0,0,0,0
15/10/2011,00:45,0,0,0,0,0
15/10/2011,01:00,0,0,0,0,0
15/10/2011,01:15,0,0,0,0,0
15/10/2011,01:30,0,0,0,0,0
15/10/2011,01:45,0,0,0,0,0
15/10/2011,02:00,0,0,0,0,0
15/10/2011,02:15,0,0,0,0,0
15/10/2011,02:30,0,0,0,0,0
15/10/2011,02:45,0,0,0,0,0
15/10/2011,03:00,0,0,0,0,0
15/10/2011,03:15,0,0,0,0,0
15/10/2011,03:30,0,0,0,0,0
15/10/2011,03:45,0,0,0,0,0
15/10/2011,04:00,0,0,0,0,0
15/10/2011,04:15,0,0,0,0,0
15/10/2011,04:30,0,0,0,0,0
15/10/2011,04:45,0,0,0,0,0
15/10/2011,05:00,0,0,0,0,0
15/10/2011,05:15,4,3,0,1,0
15/10/2011,05:30,1,0,0,1,0
15/10/2011,05:45,0,0,0,0,0
15/10/2011,06:00,1,1,0,0,0
15/10/2011,06:15,1,0,0,1,0
15/10/2011,06:30,3,0,2,1,0
15/10/2011,06:45,3,1,0,2,0
15/10/2011,07:00,8,0,0,4,4
15/10/2011,07:15,6,0,0,4,2
15/10/2011,07:30,14,3,1,7,3
15/10/2011,07:45,11,0,1,5,5
15/10/2011,08:00,21,3,5,6,7
15/10/2011,08:15,32,7,2,11,12
15/10/2011,08:30,27,3,2,12,10
15/10/2011,08:45,29,6,4,9,10
15/10/2011,09:00,30,9,5,8,8
15/10/2011,09:15,43,10,9,10,14
15/10/2011,09:30,43,11,8,14,10
15/10/2011,09:45,35,2,13,12,8
15/10/2011,10:00,46,12,8,18,8
15/10/2011,10:15,37,7,11,10,9
15/10/2011,10:30,39,9,7,14,9
15/10/2011,10:45,48,17,8,8,15
15/10/2011,11:00,41,18,8,7,8
15/10/2011,11:15,50,12,10,13,15
15/10/2011,11:30,42,13,11,7,11
15/10/2011,11:45,48,10,7,10,21
15/10/2011,12:00,52,14,13,11,14
15/10/2011,12:15,50,33,8,1,8
15/10/2011,12:30,42,10,13,11,8
15/10/2011,12:45,44,16,14,10,4
15/10/2011,13:00,45,17,7,13,8
15/10/2011,13:15,38,9,16,8,5
15/10/2011,13:30,48,14,12,13,9
15/10/2011,13:45,39,6,18,4,11
15/10/2011,14:00,41,13,11,9,8
15/10/2011,14:15,39,12,15,8,4
15/10/2011,14:30,37,12,12,9,4
15/10/2011,14:45,38,10,20,4,4
15/10/2011,15:00,38,9,14,9,6
15/10/2011,15:15,45,17,17,5,6
15/10/2011,15:30,42,14,14,7,7
15/10/2011,15:45,50,16,17,11,6
15/10/2011,16:00,38,13,15,4,6
15/10/2011,16:15,49,20,19,5,5
15/10/2011,16:30,43,15,14,5,9
15/10/2011,16:45,36,10,15,5,6
15/10/2011,17:00,47,10,21,10,6
15/10/2011,17:15,38,14,14,5,5
15/10/2011,17:30,44,19,17,4,4
15/10/2011,17:45,44,13,14,5,12
15/10/2011,18:00,35,16,9,5,5
15/10/2011,18:15,16,4,4,3,5
15/10/2011,18:30,17,5,5,3,4
15/10/2011,18:45,13,2,7,1,3
15/10/2011,19:00,11,0,4,3,4
15/10/2011,19:15,5,0,2,0,3
15/10/2011,19:30,3,0,2,0,1
15/10/2011,19:45,1,0,0,1,0
15/10/2011,20:00,2,0,1,1,0
15/10/2011,20:15,0,0,0,0,0
15/10/2011,20:30,0,0,0,0,0
15/10/2011,20:45,3,0,0,1,2
15/10/2011,21:00,0,0,0,0,0
15/10/2011,21:15,1,1,0,0,0
15/10/2011,21:30,0,0,0,0,0
15/10/2011,21:45,0,0,0,0,0
15/10/2011,22:00,0,0,0,0,0
15/10/2011,22:15,1,0,0,1,0
15/10/2011,22:30,0,0,0,0,0
15/10/2011,22:45,2,0,1,0,1
15/10/2011,23:00,0,0,0,0,0
15/10/2011,23:15,0,0,0,0,0
15/10/2011,23:30,2,2,0,0,0
15/10/2011,23:45,0,0,0,0,0
16/10/2011,00:00,0,0,0,0,0
16/10/2011,00:15,0,0,0,0,0
16/10/2011,00:30,0,0,0,0,0
16/10/2011,00:45,0,0,0,0,0
16/10/2011,01:00,0,0,0,0,0
16/10/2011,01:15,0,0,0,0,0
16/10/2011,01:30,0,0,0,0,0
16/10/2011,01:45,0,0,0,0,0
16/10/2011,02:00,0,0,0,0,0
16/10/2011,02:15,1,0,0,0,1
16/10/2011,02:30,0,0,0,0,0
16/10/2011,02:45,0,0,0,0,0
16/10/2011,03:00,0,0,0,0,0
16/10/2011,03:15,0,0,0,0,0
16/10/2011,03:30,0,0,0,0,0
16/10/2011,03:45,0,0,0,0,0
16/10/2011,04:00,0,0,0,0,0
16/10/2011,04:15,0,0,0,0,0
16/10/2011,04:30,0,0,0,0,0
16/10/2011,04:45,0,0,0,0,0
16/10/2011,05:00,0,0,0,0,0
16/10/2011,05:15,1,1,0,0,0
16/10/2011,05:30,1,0,0,1,0
16/10/2011,05:45,0,0,0,0,0
16/10/2011,06:00,0,0,0,0,0
16/10/2011,06:15,2,0,1,0,1
16/10/2011,06:30,0,0,0,0,0
16/10/2011,06:45,5,2,0,1,2
16/10/2011,07:00,4,0,1,2,1
16/10/2011,07:15,7,2,2,2,1
16/10/2011,07:30,11,3,3,5,0
16/10/2011,07:45,24,2,11,4,7
16/10/2011,08:00,20,4,3,7,6
16/10/2011,08:15,29,7,7,8,7
16/10/2011,08:30,26,7,2,10,7
16/10/2011,08:45,30,6,6,7,11
16/10/2011,09:00,39,11,10,14,4
16/10/2011,09:15,34,7,5,11,11
16/10/2011,09:30,37,9,8,12,8
16/10/2011,09:45,50,12,10,19,9
16/10/2011,10:00,53,14,10,19,10
16/10/2011,10:15,61,24,4,13,20
16/10/2011,10:30,47,16,13,6,12
16/10/2011,10:45,37,7,11,9,10
16/10/2011,11:00,57,14,13,7,23
16/10/2011,11:15,65,22,20,12,11
16/10/2011,11:30,69,24,25,14,6
16/10/2011,11:45,93,40,28,6,19
16/10/2011,12:00,39,18,8,6,7
16/10/2011,12:15,65,24,20,12,9
16/10/2011,12:30,68,14,33,10,11
16/10/2011,12:45,66,25,26,6,9
16/10/2011,13:00,62,30,11,17,4
16/10/2011,13:15,71,28,19,12,12
16/10/2011,13:30,62,16,19,19,8
16/10/2011,13:45,29,7,15,4,3
16/10/2011,14:00,64,26,21,10,7
16/10/2011,14:15,67,21,24,9,13
16/10/2011,14:30,68,26,23,10,9
16/10/2011,14:45,59,19,15,17,8
16/10/2011,15:00,54,18,13,13,10
16/10/2011,15:15,50,28,9,6,7
16/10/2011,15:30,54,17,16,7,14
16/10/2011,15:45,81,38,25,13,5
16/10/2011,16:00,80,33,29,8,10
16/10/2011,16:15,60,23,21,13,3
16/10/2011,16:30,54,12,28,7,7
16/10/2011,16:45,53,20,16,6,11
16/10/2011,17:00,46,18,16,3,9
16/10/2011,17:15,45,14,11,10,10
16/10/2011,17:30,47,16,14,9,8
16/10/2011,17:45,59,21,14,14,10
16/10/2011,18:00,48,7,12,12,17
16/10/2011,18:15,40,6,12,10,12
16/10/2011,18:30,23,3,4,5,11
16/10/2011,18:45,18,4,7,1,6
16/10/2011,19:00,16,4,6,3,3
16/10/2011,19:15,7,0,1,4,2
16/10/2011,19:30,8,1,2,3,2
16/10/2011,19:45,1,0,0,1,0
16/10/2011,20:00,3,1,0,1,1
16/10/2011,20:15,1,0,0,0,1
16/10/2011,20:30,2,0,0,0,2
16/10/2011,20:45,5,2,2,1,0
16/10/2011,21:00,0,0,0,0,0
16/10/2011,21:15,1,1,0,0,0
16/10/2011,21:30,1,0,0,0,1
16/10/2011,21:45,0,0,0,0,0
16/10/2011,22:00,1,0,0,1,0
16/10/2011,22:15,0,0,0,0,0
16/10/2011,22:30,2,0,0,1,1
16/10/2011,22:45,1,0,0,0,1
16/10/2011,23:00,0,0,0,0,0
16/10/2011,23:15,0,0,0,0,0
16/10/2011,23:30,0,0,0,0,0
16/10/2011,23:45,0,0,0,0,0
17/10/2011,00:00,0,0,0,0,0
17/10/2011,00:15,0,0,0,0,0
17/10/2011,00:30,0,0,0,0,0
17/10/2011,00:45,0,0,0,0,0
17/10/2011,01:00,0,0,0,0,0
17/10/2011,01:15,0,0,0,0,0
17/10/2011,01:30,0,0,0,0,0
17/10/2011,01:45,0,0,0,0,0
17/10/2011,02:00,0,0,0,0,0
17/10/2011,02:15,0,0,0,0,0
17/10/2011,02:30,0,0,0,0,0
17/10/2011,02:45,0,0,0,0,0
17/10/2011,03:00,0,0,0,0,0
17/10/2011,03:15,0,0,0,0,0
17/10/2011,03:30,0,0,0,0,0
17/10/2011,03:45,0,0,0,0,0
17/10/2011,04:00,0,0,0,0,0
17/10/2011,04:15,0,0,0,0,0
17/10/2011,04:30,0,0,0,0,0
17/10/2011,04:45,0,0,0,0,0
17/10/2011,05:00,1,0,1,0,0
17/10/2011,05:15,6,1,5,0,0
17/10/2011,05:30,0,0,0,0,0
17/10/2011,05:45,4,0,3,1,0
17/10/2011,06:00,7,3,1,2,1
17/10/2011,06:15,11,6,2,1,2
17/10/2011,06:30,11,1,7,2,1
17/10/2011,06:45,6,2,4,0,0
17/10/2011,07:00,14,3,8,2,1
17/10/2011,07:15,17,3,7,4,3
17/10/2011,07:30,16,6,7,1,2
17/10/2011,07:45,21,4,10,5,2
17/10/2011,08:00,15,6,2,4,3
17/10/2011,08:15,21,6,9,4,2
17/10/2011,08:30,15,5,8,0,2
17/10/2011,08:45,17,4,8,1,4
17/10/2011,09:00,11,3,3,3,2
17/10/2011,09:15,10,2,4,2,2
17/10/2011,09:30,4,1,2,1,0
17/10/2011,09:45,14,5,6,1,2
17/10/2011,10:00,15,4,2,4,5
17/10/2011,10:15,8,1,2,1,4
17/10/2011,10:30,17,3,4,7,3
17/10/2011,10:45,3,1,1,1,0
17/10/2011,11:00,18,6,1,6,5
17/10/2011,11:15,8,2,3,1,2
17/10/2011,11:30,8,2,2,2,2
17/10/2011,11:45,12,3,4,2,3
17/10/2011,12:00,9,1,2,5,1
17/10/2011,12:15,13,3,4,3,3
17/10/2011,12:30,24,4,9,6,5
17/10/2011,12:45,6,3,0,2,1
17/10/2011,13:00,22,5,3,12,2
17/10/2011,13:15,29,5,2,21,1
17/10/2011,13:30,24,8,6,7,3
17/10/2011,13:45,16,1,3,5,7
17/10/2011,14:00,25,5,5,13,2
17/10/2011,14:15,16,4,6,2,4
17/10/2011,14:30,17,7,4,4,2
17/10/2011,14:45,20,6,8,5,1
17/10/2011,15:00,21,4,6,4,7
17/10/2011,15:15,19,7,5,4,3
17/10/2011,15:30,20,10,7,1,2
17/10/2011,15:45,28,11,7,8,2
17/10/2011,16:00,20,8,8,1,3
17/10/2011,16:15,22,10,6,3,3
17/10/2011,16:30,37,13,9,6,9
17/10/2011,16:45,45,17,15,7,6
17/10/2011,17:00,41,14,14,9,4
17/10/2011,17:15,42,13,9,8,12
17/10/2011,17:30,36,9,17,6,4
17/10/2011,17:45,59,23,16,13,7
17/10/2011,18:00,51,23,11,9,8
17/10/2011,18:15,56,14,10,18,14
17/10/2011,18:30,44,11,11,15,7
17/10/2011,18:45,23,6,7,2,8
17/10/2011,19:00,24,5,8,2,9
17/10/2011,19:15,10,6,0,2,2
17/10/2011,19:30,8,0,5,1,2
17/10/2011,19:45,3,3,0,0,0
17/10/2011,20:00,5,1,1,1,2
17/10/2011,20:15,2,0,0,2,0
17/10/2011,20:30,2,0,1,0,1
17/10/2011,20:45,3,0,1,0,2
17/10/2011,21:00,2,1,1,0,0
17/10/2011,21:15,1,1,0,0,0
17/10/2011,21:30,1,1,0,0,0
17/10/2011,21:45,2,1,1,0,0
17/10/2011,22:00,3,0,1,1,1
17/10/2011,22:15,1,1,0,0,0
17/10/2011,22:30,0,0,0,0,0
17/10/2011,22:45,0,0,0,0,0
17/10/2011,23:00,1,0,1,0,0
17/10/2011,23:15,2,0,1,1,0
17/10/2011,23:30,0,0,0,0,0
17/10/2011,23:45,0,0,0,0,0
18/10/2011,00:00,0,0,0,0,0
18/10/2011,00:15,1,0,0,1,0
18/10/2011,00:30,1,0,0,0,1
18/10/2011,00:45,0,0,0,0,0
18/10/2011,01:00,0,0,0,0,0
18/10/2011,01:15,0,0,0,0,0
18/10/2011,01:30,0,0,0,0,0
18/10/2011,01:45,0,0,0,0,0
18/10/2011,02:00,0,0,0,0,0
18/10/2011,02:15,0,0,0,0,0
18/10/2011,02:30,0,0,0,0,0
18/10/2011,02:45,0,0,0,0,0
18/10/2011,03:00,0,0,0,0,0
18/10/2011,03:15,0,0,0,0,0
18/10/2011,03:30,0,0,0,0,0
18/10/2011,03:45,0,0,0,0,0
18/10/2011,04:00,0,0,0,0,0
18/10/2011,04:15,0,0,0,0,0
18/10/2011,04:30,1,1,0,0,0
18/10/2011,04:45,1,0,1,0,0
18/10/2011,05:00,2,0,1,1,0
18/10/2011,05:15,4,0,3,1,0
18/10/2011,05:30,9,1,3,1,4
18/10/2011,05:45,4,1,3,0,0
18/10/2011,06:00,9,2,2,2,3
18/10/2011,06:15,13,6,4,1,2
18/10/2011,06:30,8,1,5,2,0
18/10/2011,06:45,12,1,5,2,4
18/10/2011,07:00,18,5,7,4,2
18/10/2011,07:15,21,5,8,3,5
18/10/2011,07:30,25,11,12,2,0
18/10/2011,07:45,21,10,9,2,0
18/10/2011,08:00,24,5,9,6,4
18/10/2011,08:15,24,3,11,5,5
18/10/2011,08:30,22,9,7,4,2
18/10/2011,08:45,14,1,4,5,4
18/10/2011,09:00,11,2,6,1,2
18/10/2011,09:15,12,3,7,1,1
18/10/2011,09:30,11,2,6,0,3
18/10/2011,09:45,10,2,0,2,6
18/10/2011,10:00,11,3,4,2,2
18/10/2011,10:15,19,1,1,11,6
18/10/2011,10:30,5,1,1,2,1
18/10/2011,10:45,7,1,1,2,3
18/10/2011,11:00,11,5,1,2,3
18/10/2011,11:15,9,3,2,2,2
18/10/2011,11:30,8,2,1,4,1
18/10/2011,11:45,17,2,4,5,6
18/10/2011,12:00,11,1,6,0,4
18/10/2011,12:15,20,3,7,7,3
18/10/2011,12:30,16,4,2,5,5
18/10/2011,12:45,36,6,5,19,6
18/10/2011,13:00,15,2,3,10,0
18/10/2011,13:15,24,7,7,7,3
18/10/2011,13:30,11,5,1,4,1
18/10/2011,13:45,21,10,5,6,0
18/10/2011,14:00,38,23,5,5,5
18/10/2011,14:15,22,11,2,5,4
18/10/2011,14:30,20,5,5,7,3
18/10/2011,14:45,13,4,4,2,3
18/10/2011,15:00,17,7,4,2,4
18/10/2011,15:15,19,8,4,4,3
18/10/2011,15:30,12,3,5,3,1
18/10/2011,15:45,25,8,9,5,3
18/10/2011,16:00,15,8,3,2,2
18/10/2011,16:15,33,11,6,7,9
18/10/2011,16:30,29,11,7,7,4
18/10/2011,16:45,39,12,14,8,5
18/10/2011,17:00,33,13,6,5,9
18/10/2011,17:15,54,22,11,15,6
18/10/2011,17:30,55,17,13,14,11
18/10/2011,17:45,70,25,29,4,12
18/10/2011,18:00,59,18,14,14,13
18/10/2011,18:15,66,23,21,11,11
18/10/2011,18:30,32,8,4,9,11
18/10/2011,18:45,46,14,10,7,15
18/10/2011,19:00,29,11,9,3,6
18/10/2011,19:15,12,3,2,2,5
18/10/2011,19:30,11,4,0,4,3
18/10/2011,19:45,9,2,1,1,5
18/10/2011,20:00,5,3,2,0,0
18/10/2011,20:15,4,2,1,1,0
18/10/2011,20:30,6,1,3,2,0
18/10/2011,20:45,3,1,1,1,0
18/10/2011,21:00,5,0,2,1,2
18/10/2011,21:15,6,2,4,0,0
18/10/2011,21:30,3,0,3,0,0
18/10/2011,21:45,2,0,2,0,0
18/10/2011,22:00,1,0,1,0,0
18/10/2011,22:15,1,1,0,0,0
18/10/2011,22:30,0,0,0,0,0
18/10/2011,22:45,0,0,0,0,0
18/10/2011,23:00,0,0,0,0,0
18/10/2011,23:15,0,0,0,0,0
18/10/2011,23:30,0,0,0,0,0
18/10/2011,23:45,0,0,0,0,0
19/10/2011,00:00,0,0,0,0,0
19/10/2011,00:15,0,0,0,0,0
19/10/2011,00:30,1,0,0,1,0
19/10/2011,00:45,0,0,0,0,0
19/10/2011,01:00,0,0,0,0,0
19/10/2011,01:15,0,0,0,0,0
19/10/2011,01:30,0,0,0,0,0
19/10/2011,01:45,0,0,0,0,0
19/10/2011,02:00,0,0,0,0,0
19/10/2011,02:15,0,0,0,0,0
19/10/2011,02:30,0,0,0,0,0
19/10/2011,02:45,0,0,0,0,0
19/10/2011,03:00,0,0,0,0,0
19/10/2011,03:15,0,0,0,0,0
19/10/2011,03:30,0,0,0,0,0
19/10/2011,03:45,0,0,0,0,0
19/10/2011,04:00,0,0,0,0,0
19/10/2011,04:15,0,0,0,0,0
19/10/2011,04:30,0,0,0,0,0
19/10/2011,04:45,0,0,0,0,0
19/10/2011,05:00,0,0,0,0,0
19/10/2011,05:15,1,0,1,0,0
19/10/2011,05:30,0,0,0,0,0
19/10/2011,05:45,3,1,1,1,0
19/10/2011,06:00,1,0,1,0,0
19/10/2011,06:15,1,1,0,0,0
19/10/2011,06:30,1,0,0,0,1
19/10/2011,06:45,4,0,0,1,3
19/10/2011,07:00,3,0,1,2,0
19/10/2011,07:15,7,1,2,4,0
19/10/2011,07:30,1,1,0,0,0
19/10/2011,07:45,2,0,2,0,0
19/10/2011,08:00,2,1,0,1,0
19/10/2011,08:15,4,3,0,1,0
19/10/2011,08:30,3,0,2,0,1
19/10/2011,08:45,1,0,0,1,0
19/10/2011,09:00,4,0,1,1,2
19/10/2011,09:15,1,0,1,0,0
19/10/2011,09:30,9,0,2,5,2
19/10/2011,09:45,3,0,1,1,1
19/10/2011,10:00,3,0,0,1,2
19/10/2011,10:15,6,1,0,2,3
19/10/2011,10:30,4,0,1,2,1
19/10/2011,10:45,8,0,1,4,3
19/10/2011,11:00,8,1,1,2,4
19/10/2011,11:15,6,1,1,2,2
19/10/2011,11:30,4,0,0,1,3
19/10/2011,11:45,7,1,1,2,3
19/10/2011,12:00,3,2,0,0,1
19/10/2011,12:15,5,1,0,3,1
19/10/2011,12:30,7,2,1,2,2
19/10/2011,12:45,0,0,0,0,0
19/10/2011,13:00,6,3,0,1,2
19/10/2011,13:15,2,0,0,1,1
19/10/2011,13:30,4,0,0,2,2
19/10/2011,13:45,2,1,1,0,0
19/10/2011,14:00,1,0,0,1,0
19/10/2011,14:15,2,0,0,2,0
19/10/2011,14:30,1,0,1,0,0
19/10/2011,14:45,0,0,0,0,0
19/10/2011,15:00,7,1,0,3,3
19/10/2011,15:15,4,2,1,0,1
19/10/2011,15:30,10,0,4,2,4
19/10/2011,15:45,7,3,1,1,2
19/10/2011,16:00,10,0,2,3,5
19/10/2011,16:15,11,1,0,6,4
19/10/2011,16:30,8,1,0,4,3
19/10/2011,16:45,14,3,2,4,5
19/10/2011,17:00,7,0,0,3,4
19/10/2011,17:15,13,2,4,2,5
19/10/2011,17:30,12,3,1,4,4
19/10/2011,17:45,9,3,0,5,1
19/10/2011,18:00,7,1,0,1,5
19/10/2011,18:15,4,1,1,2,0
19/10/2011,18:30,8,2,1,2,3
19/10/2011,18:45,6,2,0,1,3
19/10/2011,19:00,3,0,0,2,1
19/10/2011,19:15,3,0,0,2,1
19/10/2011,19:30,4,2,0,1,1
19/10/2011,19:45,3,1,0,2,0
19/10/2011,20:00,3,0,2,1,0
19/10/2011,20:15,5,1,0,2,2
19/10/2011,20:30,2,0,0,1,1
19/10/2011,20:45,2,1,0,0,1
19/10/2011,21:00,0,0,0,0,0
19/10/2011,21:15,0,0,0,0,0
19/10/2011,21:30,3,0,1,1,1
19/10/2011,21:45,0,0,0,0,0
19/10/2011,22:00,1,1,0,0,0
19/10/2011,22:15,0,0,0,0,0
19/10/2011,22:30,0,0,0,0,0
19/10/2011,22:45,1,1,0,0,0
19/10/2011,23:00,0,0,0,0,0
19/10/2011,23:15,0,0,0,0,0
19/10/2011,23:30,0,0,0,0,0
19/10/2011,23:45,0,0,0,0,0
20/10/2011,00:00,0,0,0,0,0
20/10/2011,00:15,0,0,0,0,0
20/10/2011,00:30,0,0,0,0,0
20/10/2011,00:45,0,0,0,0,0
20/10/2011,01:00,0,0,0,0,0
20/10/2011,01:15,0,0,0,0,0
20/10/2011,01:30,0,0,0,0,0
20/10/2011,01:45,0,0,0,0,0
20/10/2011,02:00,0,0,0,0,0
20/10/2011,02:15,0,0,0,0,0
20/10/2011,02:30,0,0,0,0,0
20/10/2011,02:45,0,0,0,0,0
20/10/2011,03:00,0,0,0,0,0
20/10/2011,03:15,0,0,0,0,0
20/10/2011,03:30,0,0,0,0,0
20/10/2011,03:45,0,0,0,0,0
20/10/2011,04:00,0,0,0,0,0
20/10/2011,04:15,0,0,0,0,0
20/10/2011,04:30,0,0,0,0,0
20/10/2011,04:45,0,0,0,0,0
20/10/2011,05:00,0,0,0,0,0
20/10/2011,05:15,5,1,2,2,0
20/10/2011,05:30,2,0,0,1,1
20/10/2011,05:45,6,3,0,2,1
20/10/2011,06:00,4,0,1,3,0
20/10/2011,06:15,11,3,1,1,6
20/10/2011,06:30,19,7,7,4,1
20/10/2011,06:45,8,0,7,0,1
20/10/2011,07:00,11,0,7,2,2
20/10/2011,07:15,20,8,7,3,2
20/10/2011,07:30,19,9,7,2,1
20/10/2011,07:45,24,7,11,2,4
20/10/2011,08:00,13,5,2,3,3
20/10/2011,08:15,18,5,10,1,2
20/10/2011,08:30,22,10,3,4,5
20/10/2011,08:45,12,5,2,3,2
20/10/2011,09:00,8,0,4,1,3
20/10/2011,09:15,9,0,3,2,4
20/10/2011,09:30,14,4,3,4,3
20/10/2011,09:45,5,1,1,1,2
20/10/2011,10:00,7,2,2,1,2
20/10/2011,10:15,15,2,4,5,4
20/10/2011,10:30,11,2,0,2,7
20/10/2011,10:45,17,3,6,4,4
20/10/2011,11:00,18,5,4,6,3
20/10/2011,11:15,9,2,1,3,3
20/10/2011,11:30,15,0,3,6,6
20/10/2011,11:45,12,1,0,5,6
20/10/2011,12:00,6,0,3,2,1
20/10/2011,12:15,13,3,4,3,3
20/10/2011,12:30,6,2,1,2,1
20/10/2011,12:45,2,0,0,1,1
20/10/2011,13:00,12,4,1,3,4
20/10/2011,13:15,2,0,2,0,0
20/10/2011,13:30,5,3,0,1,1
20/10/2011,13:45,7,4,2,1,0
20/10/2011,14:00,7,3,3,1,0
20/10/2011,14:15,8,1,3,2,2
20/10/2011,14:30,9,3,2,3,1
20/10/2011,14:45,8,1,3,0,4
20/10/2011,15:00,6,2,0,3,1
20/10/2011,15:15,4,2,1,0,1
20/10/2011,15:30,14,3,4,4,3
20/10/2011,15:45,12,5,4,0,3
20/10/2011,16:00,10,2,4,2,2
20/10/2011,16:15,23,7,6,6,4
20/10/2011,16:30,21,4,4,4,9
20/10/2011,16:45,19,4,7,5,3
20/10/2011,17:00,20,6,5,6,3
20/10/2011,17:15,28,10,7,4,7
20/10/2011,17:30,33,8,17,3,5
20/10/2011,17:45,33,14,13,3,3
20/10/2011,18:00,27,12,7,4,4
20/10/2011,18:15,29,5,10,6,8
20/10/2011,18:30,22,7,6,6,3
20/10/2011,18:45,18,4,6,2,6
20/10/2011,19:00,9,3,1,2,3
20/10/2011,19:15,3,1,1,0,1
20/10/2011,19:30,6,1,2,1,2
20/10/2011,19:45,5,3,1,1,0
20/10/2011,20:00,8,2,1,2,3
20/10/2011,20:15,4,1,0,2,1
20/10/2011,20:30,0,0,0,0,0
20/10/2011,20:45,3,2,1,0,0
20/10/2011,21:00,3,1,0,1,1
20/10/2011,21:15,1,0,1,0,0
