Date,,Key Bridge West,Key Bridge West Ped IN,Key Bridge West Ped OUT,Key Bridge West Bike IN,Key Bridge West Bike OUT
11/08/2011,00:00,,,,,
11/08/2011,00:15,,,,,
11/08/2011,00:30,,,,,
11/08/2011,00:45,,,,,
11/08/2011,01:00,,,,,
11/08/2011,01:15,,,,,
11/08/2011,01:30,,,,,
11/08/2011,01:45,,,,,
11/08/2011,02:00,,,,,
11/08/2011,02:15,,,,,
11/08/2011,02:30,,,,,
11/08/2011,02:45,,,,,
11/08/2011,03:00,,,,,
11/08/2011,03:15,,,,,
11/08/2011,03:30,,,,,
11/08/2011,03:45,,,,,
11/08/2011,04:00,,,,,
11/08/2011,04:15,,,,,
11/08/2011,04:30,,,,,
11/08/2011,04:45,,,,,
11/08/2011,05:00,1,1,0,0,0
11/08/2011,05:15,1,1,0,0,0
11/08/2011,05:30,8,1,5,1,1
11/08/2011,05:45,4,1,1,0,2
11/08/2011,06:00,7,0,3,1,3
11/08/2011,06:15,13,4,6,3,0
11/08/2011,06:30,12,1,5,3,3
11/08/2011,06:45,28,7,8,8,5
11/08/2011,07:00,20,4,1,7,8
11/08/2011,07:15,13,3,5,3,2
11/08/2011,07:30,31,9,12,8,2
11/08/2011,07:45,30,3,5,12,10
11/08/2011,08:00,36,8,15,9,4
11/08/2011,08:15,38,5,12,11,10
11/08/2011,08:30,44,6,16,14,8
11/08/2011,08:45,31,3,8,11,9
11/08/2011,09:00,32,7,11,6,8
11/08/2011,09:15,25,0,8,13,4
11/08/2011,09:30,20,0,5,10,5
11/08/2011,09:45,13,2,4,5,2
11/08/2011,10:00,18,3,7,6,2
11/08/2011,10:15,15,2,8,2,3
11/08/2011,10:30,9,3,0,4,2
11/08/2011,10:45,7,4,0,0,3
11/08/2011,11:00,15,2,5,3,5
11/08/2011,11:15,18,4,6,8,0
11/08/2011,11:30,10,2,3,2,3
11/08/2011,11:45,13,4,5,2,2
11/08/2011,12:00,22,8,11,1,2
11/08/2011,12:15,19,7,9,3,0
11/08/2011,12:30,18,5,3,9,1
11/08/2011,12:45,36,18,11,6,1
11/08/2011,13:00,22,11,8,1,2
11/08/2011,13:15,12,7,5,0,0
11/08/2011,13:30,15,4,7,3,1
11/08/2011,13:45,16,3,5,7,1
11/08/2011,14:00,16,4,5,2,5
11/08/2011,14:15,10,2,4,4,0
11/08/2011,14:30,14,4,2,7,1
11/08/2011,14:45,26,6,8,10,2
11/08/2011,15:00,19,9,2,7,1
11/08/2011,15:15,14,7,4,2,1
11/08/2011,15:30,13,8,1,3,1
11/08/2011,15:45,24,13,3,6,2
11/08/2011,16:00,21,4,3,13,1
11/08/2011,16:15,23,7,3,12,1
11/08/2011,16:30,29,8,10,10,1
11/08/2011,16:45,23,10,1,7,5
11/08/2011,17:00,50,26,7,13,4
11/08/2011,17:15,60,23,15,16,6
11/08/2011,17:30,49,16,7,18,8
11/08/2011,17:45,74,27,26,19,2
11/08/2011,18:00,64,19,9,27,9
11/08/2011,18:15,54,17,14,18,5
11/08/2011,18:30,52,18,9,21,4
11/08/2011,18:45,71,19,20,26,6
11/08/2011,19:00,53,18,16,12,7
11/08/2011,19:15,54,17,17,8,12
11/08/2011,19:30,50,17,17,6,10
11/08/2011,19:45,43,15,22,6,0
11/08/2011,20:00,40,17,6,11,6
11/08/2011,20:15,26,13,7,6,0
11/08/2011,20:30,20,11,5,4,0
11/08/2011,20:45,28,19,5,3,1
11/08/2011,21:00,23,16,4,2,1
11/08/2011,21:15,29,16,3,10,0
11/08/2011,21:30,18,12,3,3,0
11/08/2011,21:45,20,15,2,3,0
11/08/2011,22:00,12,7,2,3,0
11/08/2011,22:15,6,1,2,3,0
11/08/2011,22:30,10,2,1,5,2
11/08/2011,22:45,12,6,1,5,0
11/08/2011,23:00,10,6,1,3,0
11/08/2011,23:15,8,4,0,2,2
11/08/2011,23:30,9,4,1,4,0
11/08/2011,23:45,7,0,1,5,1
12/08/2011,00:00,0,0,0,0,0
12/08/2011,00:15,3,0,0,2,1
12/08/2011,00:30,4,2,2,0,0
12/08/2011,00:45,3,3,0,0,0
12/08/2011,01:00,6,0,2,3,1
12/08/2011,01:15,1,0,0,1,0
12/08/2011,01:30,2,2,0,0,0
12/08/2011,01:45,1,1,0,0,0
12/08/2011,02:00,1,1,0,0,0
12/08/2011,02:15,2,1,0,1,0
12/08/2011,02:30,1,0,0,1,0
12/08/2011,02:45,2,0,0,2,0
12/08/2011,03:00,0,0,0,0,0
12/08/2011,03:15,0,0,0,0,0
12/08/2011,03:30,2,1,1,0,0
12/08/2011,03:45,0,0,0,0,0
12/08/2011,04:00,0,0,0,0,0
12/08/2011,04:15,0,0,0,0,0
12/08/2011,04:30,2,0,0,2,0
12/08/2011,04:45,2,1,0,0,1
12/08/2011,05:00,1,1,0,0,0
12/08/2011,05:15,2,1,0,0,1
12/08/2011,05:30,3,0,1,2,0
12/08/2011,05:45,5,1,3,0,1
12/08/2011,06:00,14,6,6,2,0
12/08/2011,06:15,9,3,0,5,1
12/08/2011,06:30,11,3,5,3,0
12/08/2011,06:45,14,1,3,3,7
12/08/2011,07:00,21,8,4,8,1
12/08/2011,07:15,19,2,10,5,2
12/08/2011,07:30,29,10,5,10,4
12/08/2011,07:45,29,7,10,7,5
12/08/2011,08:00,38,5,9,16,8
12/08/2011,08:15,34,7,11,13,3
12/08/2011,08:30,41,5,17,11,8
12/08/2011,08:45,36,7,11,8,10
12/08/2011,09:00,25,0,7,12,6
12/08/2011,09:15,33,8,11,7,7
12/08/2011,09:30,24,3,15,2,4
12/08/2011,09:45,26,6,15,2,3
12/08/2011,10:00,16,4,8,3,1
12/08/2011,10:15,11,2,5,3,1
12/08/2011,10:30,13,4,5,2,2
12/08/2011,10:45,19,0,12,4,3
12/08/2011,11:00,12,3,4,1,4
12/08/2011,11:15,16,7,3,2,4
12/08/2011,11:30,14,5,4,4,1
12/08/2011,11:45,20,10,4,3,3
12/08/2011,12:00,16,3,4,7,2
12/08/2011,12:15,13,2,4,6,1
12/08/2011,12:30,21,7,3,7,4
12/08/2011,12:45,17,5,5,6,1
12/08/2011,13:00,25,9,4,10,2
12/08/2011,13:15,38,6,4,23,5
12/08/2011,13:30,21,8,9,2,2
12/08/2011,13:45,12,5,0,3,4
12/08/2011,14:00,12,5,6,1,0
12/08/2011,14:15,16,5,2,8,1
12/08/2011,14:30,12,5,2,3,2
12/08/2011,14:45,16,2,4,9,1
12/08/2011,15:00,25,10,9,3,3
12/08/2011,15:15,16,8,2,4,2
12/08/2011,15:30,16,5,6,3,2
12/08/2011,15:45,27,9,4,11,3
12/08/2011,16:00,16,8,3,4,1
12/08/2011,16:15,26,14,5,4,3
12/08/2011,16:30,28,11,6,9,2
12/08/2011,16:45,44,21,8,11,4
12/08/2011,17:00,56,32,6,15,3
12/08/2011,17:15,55,15,5,28,7
12/08/2011,17:30,62,29,8,20,5
12/08/2011,17:45,47,23,4,19,1
12/08/2011,18:00,37,16,5,11,5
12/08/2011,18:15,54,28,6,11,9
12/08/2011,18:30,44,8,20,11,5
12/08/2011,18:45,26,6,6,9,5
12/08/2011,19:00,36,16,9,7,4
12/08/2011,19:15,41,14,18,8,1
12/08/2011,19:30,35,15,6,6,8
12/08/2011,19:45,23,8,11,3,1
12/08/2011,20:00,28,13,9,5,1
12/08/2011,20:15,29,16,9,3,1
12/08/2011,20:30,25,10,9,6,0
12/08/2011,20:45,25,12,6,5,2
12/08/2011,21:00,16,6,5,4,1
12/08/2011,21:15,18,7,4,7,0
12/08/2011,21:30,20,11,4,5,0
12/08/2011,21:45,17,6,4,7,0
12/08/2011,22:00,6,3,1,1,1
12/08/2011,22:15,20,6,8,5,1
12/08/2011,22:30,9,1,5,0,3
12/08/2011,22:45,7,5,1,1,0
12/08/2011,23:00,11,5,1,5,0
12/08/2011,23:15,8,5,1,2,0
12/08/2011,23:30,7,3,1,3,0
12/08/2011,23:45,6,3,2,1,0
13/08/2011,00:00,4,2,2,0,0
13/08/2011,00:15,16,3,11,2,0
13/08/2011,00:30,2,2,0,0,0
13/08/2011,00:45,2,0,0,2,0
13/08/2011,01:00,5,2,0,3,0
13/08/2011,01:15,7,5,0,2,0
13/08/2011,01:30,2,1,0,1,0
13/08/2011,01:45,13,6,2,5,0
13/08/2011,02:00,7,5,1,1,0
13/08/2011,02:15,3,3,0,0,0
13/08/2011,02:30,7,5,1,1,0
13/08/2011,02:45,2,2,0,0,0
13/08/2011,03:00,9,7,0,2,0
13/08/2011,03:15,1,0,0,1,0
13/08/2011,03:30,3,2,1,0,0
13/08/2011,03:45,1,0,0,1,0
13/08/2011,04:00,0,0,0,0,0
13/08/2011,04:15,1,0,0,1,0
13/08/2011,04:30,0,0,0,0,0
13/08/2011,04:45,1,0,0,0,1
13/08/2011,05:00,0,0,0,0,0
13/08/2011,05:15,0,0,0,0,0
13/08/2011,05:30,0,0,0,0,0
13/08/2011,05:45,5,0,2,3,0
13/08/2011,06:00,5,2,1,2,0
13/08/2011,06:15,3,0,3,0,0
13/08/2011,06:30,6,1,1,4,0
13/08/2011,06:45,15,1,0,3,11
13/08/2011,07:00,13,1,5,6,1
13/08/2011,07:15,11,4,6,0,1
13/08/2011,07:30,18,4,5,3,6
13/08/2011,07:45,8,1,2,4,1
13/08/2011,08:00,33,4,16,6,7
13/08/2011,08:15,12,4,3,2,3
13/08/2011,08:30,19,3,5,8,3
13/08/2011,08:45,23,9,6,7,1
13/08/2011,09:00,30,7,10,5,8
13/08/2011,09:15,30,4,12,9,5
13/08/2011,09:30,26,4,5,10,7
13/08/2011,09:45,21,5,6,5,5
13/08/2011,10:00,15,4,6,3,2
13/08/2011,10:15,21,7,5,5,4
13/08/2011,10:30,28,7,9,11,1
13/08/2011,10:45,31,8,15,7,1
13/08/2011,11:00,41,7,12,15,7
13/08/2011,11:15,29,8,9,5,7
13/08/2011,11:30,33,6,9,14,4
13/08/2011,11:45,33,7,12,13,1
13/08/2011,12:00,16,6,2,5,3
13/08/2011,12:15,22,11,2,7,2
13/08/2011,12:30,32,5,12,12,3
13/08/2011,12:45,24,15,2,4,3
13/08/2011,13:00,19,2,6,10,1
13/08/2011,13:15,21,8,2,10,1
13/08/2011,13:30,14,6,8,0,0
13/08/2011,13:45,21,8,4,8,1
13/08/2011,14:00,24,12,6,5,1
13/08/2011,14:15,18,9,6,1,2
13/08/2011,14:30,17,8,2,7,0
13/08/2011,14:45,12,9,2,1,0
13/08/2011,15:00,19,5,5,6,3
13/08/2011,15:15,26,8,10,7,1
13/08/2011,15:30,24,10,8,5,1
13/08/2011,15:45,26,6,9,4,7
13/08/2011,16:00,21,8,8,4,1
13/08/2011,16:15,18,9,2,6,1
13/08/2011,16:30,14,4,6,3,1
13/08/2011,16:45,23,10,7,5,1
13/08/2011,17:00,22,10,9,2,1
13/08/2011,17:15,13,5,4,4,0
13/08/2011,17:30,15,8,0,5,2
13/08/2011,17:45,20,10,3,5,2
13/08/2011,18:00,22,6,12,2,2
13/08/2011,18:15,16,10,3,2,1
13/08/2011,18:30,31,5,21,4,1
13/08/2011,18:45,26,16,6,4,0
13/08/2011,19:00,17,11,5,0,1
13/08/2011,19:15,27,10,15,2,0
13/08/2011,19:30,35,14,16,4,1
13/08/2011,19:45,21,4,16,1,0
13/08/2011,20:00,30,11,15,4,0
13/08/2011,20:15,26,7,17,2,0
13/08/2011,20:30,24,13,10,1,0
13/08/2011,20:45,15,13,1,0,1
13/08/2011,21:00,15,9,5,1,0
13/08/2011,21:15,22,13,4,4,1
13/08/2011,21:30,24,15,3,5,1
13/08/2011,21:45,10,8,2,0,0
13/08/2011,22:00,13,12,0,1,0
13/08/2011,22:15,14,6,3,5,0
13/08/2011,22:30,14,8,3,3,0
13/08/2011,22:45,5,0,2,2,1
13/08/2011,23:00,2,2,0,0,0
13/08/2011,23:15,11,9,0,2,0
13/08/2011,23:30,5,3,1,1,0
13/08/2011,23:45,10,5,5,0,0
14/08/2011,00:00,7,4,3,0,0
14/08/2011,00:15,6,3,1,2,0
14/08/2011,00:30,3,1,0,2,0
14/08/2011,00:45,4,2,1,1,0
14/08/2011,01:00,4,3,1,0,0
14/08/2011,01:15,4,3,0,1,0
14/08/2011,01:30,3,2,0,1,0
14/08/2011,01:45,8,6,0,2,0
14/08/2011,02:00,2,1,0,1,0
14/08/2011,02:15,4,2,2,0,0
14/08/2011,02:30,5,2,2,1,0
14/08/2011,02:45,0,0,0,0,0
14/08/2011,03:00,2,2,0,0,0
14/08/2011,03:15,0,0,0,0,0
14/08/2011,03:30,1,1,0,0,0
14/08/2011,03:45,0,0,0,0,0
14/08/2011,04:00,1,1,0,0,0
14/08/2011,04:15,1,0,0,1,0
14/08/2011,04:30,0,0,0,0,0
14/08/2011,04:45,0,0,0,0,0
14/08/2011,05:00,0,0,0,0,0
14/08/2011,05:15,1,0,0,1,0
14/08/2011,05:30,2,0,0,2,0
14/08/2011,05:45,1,0,1,0,0
14/08/2011,06:00,0,0,0,0,0
14/08/2011,06:15,3,0,2,1,0
14/08/2011,06:30,2,0,1,1,0
14/08/2011,06:45,3,0,0,2,1
14/08/2011,07:00,3,0,1,1,1
14/08/2011,07:15,2,1,1,0,0
14/08/2011,07:30,2,0,2,0,0
14/08/2011,07:45,6,2,4,0,0
14/08/2011,08:00,6,1,1,1,3
14/08/2011,08:15,2,0,2,0,0
14/08/2011,08:30,9,4,3,0,2
14/08/2011,08:45,9,3,4,0,2
14/08/2011,09:00,7,3,3,0,1
14/08/2011,09:15,13,4,4,1,4
14/08/2011,09:30,10,2,3,3,2
14/08/2011,09:45,7,2,3,1,1
14/08/2011,10:00,15,3,10,2,0
14/08/2011,10:15,16,3,5,5,3
14/08/2011,10:30,17,8,6,0,3
14/08/2011,10:45,27,13,9,2,3
14/08/2011,11:00,12,6,6,0,0
14/08/2011,11:15,19,3,8,7,1
14/08/2011,11:30,9,3,3,2,1
14/08/2011,11:45,23,6,9,5,3
14/08/2011,12:00,12,4,3,1,4
14/08/2011,12:15,21,5,9,6,1
14/08/2011,12:30,18,13,3,1,1
14/08/2011,12:45,20,5,9,3,3
14/08/2011,13:00,22,7,14,1,0
14/08/2011,13:15,23,7,8,7,1
14/08/2011,13:30,21,4,10,5,2
14/08/2011,13:45,31,12,10,6,3
14/08/2011,14:00,27,16,5,5,1
14/08/2011,14:15,16,5,1,8,2
14/08/2011,14:30,14,5,5,3,1
14/08/2011,14:45,22,6,6,9,1
14/08/2011,15:00,21,7,9,3,2
14/08/2011,15:15,20,7,6,2,5
14/08/2011,15:30,31,12,10,6,3
14/08/2011,15:45,18,8,8,0,2
14/08/2011,16:00,28,9,9,8,2
14/08/2011,16:15,9,5,1,3,0
14/08/2011,16:30,13,3,4,5,1
14/08/2011,16:45,27,7,3,15,2
14/08/2011,17:00,13,7,4,2,0
14/08/2011,17:15,15,8,3,4,0
14/08/2011,17:30,24,8,12,4,0
14/08/2011,17:45,27,8,12,5,2
14/08/2011,18:00,17,4,4,9,0
14/08/2011,18:15,14,6,1,4,3
14/08/2011,18:30,34,18,7,6,3
14/08/2011,18:45,30,11,8,7,4
14/08/2011,19:00,32,10,16,5,1
14/08/2011,19:15,11,4,2,3,2
14/08/2011,19:30,34,20,3,10,1
14/08/2011,19:45,23,7,10,6,0
14/08/2011,20:00,17,11,5,1,0
14/08/2011,20:15,11,8,3,0,0
14/08/2011,20:30,23,3,4,16,0
14/08/2011,20:45,8,6,0,1,1
14/08/2011,21:00,14,8,3,2,1
14/08/2011,21:15,18,5,9,4,0
14/08/2011,21:30,6,3,3,0,0
14/08/2011,21:45,5,3,1,0,1
14/08/2011,22:00,11,8,3,0,0
14/08/2011,22:15,10,8,0,2,0
14/08/2011,22:30,0,0,0,0,0
14/08/2011,22:45,2,2,0,0,0
14/08/2011,23:00,1,0,0,1,0
14/08/2011,23:15,3,2,0,0,1
14/08/2011,23:30,4,2,0,2,0
14/08/2011,23:45,5,0,0,5,0
15/08/2011,00:00,5,4,0,1,0
15/08/2011,00:15,1,0,1,0,0
15/08/2011,00:30,2,1,1,0,0
15/08/2011,00:45,4,0,1,3,0
15/08/2011,01:00,3,1,0,2,0
15/08/2011,01:15,0,0,0,0,0
15/08/2011,01:30,0,0,0,0,0
15/08/2011,01:45,0,0,0,0,0
15/08/2011,02:00,0,0,0,0,0
15/08/2011,02:15,0,0,0,0,0
15/08/2011,02:30,0,0,0,0,0
15/08/2011,02:45,0,0,0,0,0
15/08/2011,03:00,3,0,0,3,0
15/08/2011,03:15,0,0,0,0,0
15/08/2011,03:30,1,0,0,0,1
15/08/2011,03:45,0,0,0,0,0
15/08/2011,04:00,2,0,2,0,0
15/08/2011,04:15,0,0,0,0,0
15/08/2011,04:30,1,1,0,0,0
15/08/2011,04:45,1,1,0,0,0
15/08/2011,05:00,0,0,0,0,0
15/08/2011,05:15,3,2,1,0,0
15/08/2011,05:30,1,1,0,0,0
15/08/2011,05:45,4,0,3,0,1
15/08/2011,06:00,5,1,0,2,2
15/08/2011,06:15,9,4,4,0,1
15/08/2011,06:30,17,2,6,7,2
15/08/2011,06:45,14,4,4,4,2
15/08/2011,07:00,15,10,0,3,2
15/08/2011,07:15,21,9,4,7,1
15/08/2011,07:30,12,1,5,4,2
15/08/2011,07:45,28,3,9,9,7
15/08/2011,08:00,30,6,10,13,1
15/08/2011,08:15,35,6,13,9,7
15/08/2011,08:30,22,4,8,7,3
15/08/2011,08:45,45,12,19,9,5
15/08/2011,09:00,28,3,11,8,6
15/08/2011,09:15,19,3,6,2,8
15/08/2011,09:30,23,3,12,4,4
15/08/2011,09:45,14,1,7,4,2
15/08/2011,10:00,10,2,5,1,2
15/08/2011,10:15,7,2,0,3,2
15/08/2011,10:30,16,1,7,3,5
15/08/2011,10:45,13,4,7,1,1
15/08/2011,11:00,14,4,5,4,1
15/08/2011,11:15,14,6,4,2,2
15/08/2011,11:30,5,3,0,1,1
15/08/2011,11:45,9,2,5,2,0
15/08/2011,12:00,11,4,3,1,3
15/08/2011,12:15,16,9,6,0,1
15/08/2011,12:30,11,4,2,4,1
15/08/2011,12:45,9,3,3,3,0
15/08/2011,13:00,8,2,3,3,0
15/08/2011,13:15,9,3,6,0,0
15/08/2011,13:30,8,2,3,3,0
15/08/2011,13:45,10,5,4,1,0
15/08/2011,14:00,12,3,2,6,1
15/08/2011,14:15,10,4,3,3,0
15/08/2011,14:30,13,5,2,5,1
15/08/2011,14:45,11,3,5,2,1
15/08/2011,15:00,21,5,9,4,3
15/08/2011,15:15,16,4,9,3,0
15/08/2011,15:30,13,5,2,1,5
15/08/2011,15:45,9,3,3,3,0
15/08/2011,16:00,16,6,3,6,1
15/08/2011,16:15,30,16,3,7,4
15/08/2011,16:30,48,16,10,21,1
15/08/2011,16:45,20,7,2,7,4
15/08/2011,17:00,17,6,2,8,1
15/08/2011,17:15,57,21,9,23,4
15/08/2011,17:30,46,20,4,18,4
15/08/2011,17:45,49,12,12,23,2
15/08/2011,18:00,39,7,8,19,5
15/08/2011,18:15,52,23,9,14,6
15/08/2011,18:30,72,26,22,21,3
15/08/2011,18:45,38,14,4,17,3
15/08/2011,19:00,36,10,12,10,4
15/08/2011,19:15,44,21,9,10,4
15/08/2011,19:30,45,21,11,10,3
15/08/2011,19:45,31,12,9,10,0
15/08/2011,20:00,39,18,12,8,1
15/08/2011,20:15,28,19,6,2,1
15/08/2011,20:30,18,8,4,6,0
15/08/2011,20:45,19,12,5,2,0
15/08/2011,21:00,26,14,8,4,0
15/08/2011,21:15,19,13,1,5,0
15/08/2011,21:30,9,5,2,0,2
15/08/2011,21:45,10,4,2,4,0
15/08/2011,22:00,14,10,0,2,2
15/08/2011,22:15,7,2,0,5,0
15/08/2011,22:30,3,0,0,3,0
15/08/2011,22:45,1,1,0,0,0
15/08/2011,23:00,2,1,1,0,0
15/08/2011,23:15,5,2,0,2,1
15/08/2011,23:30,4,1,1,1,1
15/08/2011,23:45,5,2,2,1,0
16/08/2011,00:00,1,0,1,0,0
16/08/2011,00:15,1,1,0,0,0
16/08/2011,00:30,2,0,0,2,0
16/08/2011,00:45,2,1,0,1,0
16/08/2011,01:00,0,0,0,0,0
16/08/2011,01:15,4,1,1,2,0
16/08/2011,01:30,3,2,0,1,0
16/08/2011,01:45,0,0,0,0,0
16/08/2011,02:00,0,0,0,0,0
16/08/2011,02:15,1,0,1,0,0
16/08/2011,02:30,0,0,0,0,0
16/08/2011,02:45,0,0,0,0,0
16/08/2011,03:00,0,0,0,0,0
16/08/2011,03:15,0,0,0,0,0
16/08/2011,03:30,1,0,1,0,0
16/08/2011,03:45,0,0,0,0,0
16/08/2011,04:00,4,0,0,4,0
16/08/2011,04:15,1,0,1,0,0
16/08/2011,04:30,0,0,0,0,0
16/08/2011,04:45,1,1,0,0,0
16/08/2011,05:00,1,1,0,0,0
16/08/2011,05:15,2,1,1,0,0
16/08/2011,05:30,6,1,3,2,0
16/08/2011,05:45,9,5,1,0,3
16/08/2011,06:00,5,1,2,1,1
16/08/2011,06:15,11,2,4,2,3
16/08/2011,06:30,22,2,8,10,2
16/08/2011,06:45,20,7,6,3,4
16/08/2011,07:00,23,7,6,8,2
16/08/2011,07:15,31,8,8,14,1
16/08/2011,07:30,38,9,11,14,4
16/08/2011,07:45,36,3,9,18,6
16/08/2011,08:00,25,4,11,7,3
16/08/2011,08:15,34,3,10,15,6
16/08/2011,08:30,44,5,13,18,8
16/08/2011,08:45,48,9,20,12,7
16/08/2011,09:00,37,3,13,10,11
16/08/2011,09:15,18,4,9,2,3
16/08/2011,09:30,10,2,2,4,2
16/08/2011,09:45,19,2,5,6,6
16/08/2011,10:00,11,3,2,6,0
16/08/2011,10:15,13,7,4,1,1
16/08/2011,10:30,15,1,8,2,4
16/08/2011,10:45,10,3,5,2,0
16/08/2011,11:00,9,0,7,1,1
16/08/2011,11:15,9,4,3,0,2
16/08/2011,11:30,10,2,4,2,2
16/08/2011,11:45,18,6,3,7,2
16/08/2011,12:00,13,3,3,3,4
16/08/2011,12:15,16,5,5,3,3
16/08/2011,12:30,18,6,3,8,1
16/08/2011,12:45,15,3,5,4,3
16/08/2011,13:00,12,2,5,5,0
16/08/2011,13:15,15,7,7,1,0
16/08/2011,13:30,14,9,3,1,1
16/08/2011,13:45,3,2,1,0,0
16/08/2011,14:00,16,5,0,5,6
16/08/2011,14:15,6,3,3,0,0
16/08/2011,14:30,6,1,3,2,0
16/08/2011,14:45,12,2,2,6,2
16/08/2011,15:00,6,4,0,2,0
16/08/2011,15:15,22,5,5,10,2
16/08/2011,15:30,19,12,2,5,0
16/08/2011,15:45,13,2,1,6,4
16/08/2011,16:00,16,7,4,4,1
16/08/2011,16:15,17,9,3,5,0
16/08/2011,16:30,25,7,11,6,1
16/08/2011,16:45,37,10,11,12,4
16/08/2011,17:00,36,10,8,12,6
16/08/2011,17:15,61,21,10,27,3
16/08/2011,17:30,53,22,14,13,4
16/08/2011,17:45,60,19,14,20,7
16/08/2011,18:00,75,24,16,26,9
16/08/2011,18:15,67,20,17,19,11
16/08/2011,18:30,65,16,16,28,5
16/08/2011,18:45,37,13,8,10,6
16/08/2011,19:00,58,16,18,16,8
16/08/2011,19:15,54,22,14,15,3
16/08/2011,19:30,43,21,13,6,3
16/08/2011,19:45,45,13,10,13,9
16/08/2011,20:00,41,17,14,8,2
16/08/2011,20:15,32,20,7,4,1
16/08/2011,20:30,32,16,6,5,5
16/08/2011,20:45,20,5,5,8,2
16/08/2011,21:00,22,9,5,6,2
16/08/2011,21:15,18,8,1,8,1
16/08/2011,21:30,29,19,5,5,0
16/08/2011,21:45,14,10,0,4,0
16/08/2011,22:00,7,3,3,1,0
16/08/2011,22:15,8,4,2,2,0
16/08/2011,22:30,10,2,1,5,2
16/08/2011,22:45,8,7,0,0,1
16/08/2011,23:00,1,1,0,0,0
16/08/2011,23:15,2,0,1,0,1
16/08/2011,23:30,11,2,1,7,1
16/08/2011,23:45,7,3,1,3,0
17/08/2011,00:00,2,1,0,1,0
17/08/2011,00:15,8,4,1,3,0
17/08/2011,00:30,0,0,0,0,0
17/08/2011,00:45,0,0,0,0,0
17/08/2011,01:00,4,0,0,4,0
17/08/2011,01:15,0,0,0,0,0
17/08/2011,01:30,0,0,0,0,0
17/08/2011,01:45,1,1,0,0,0
17/08/2011,02:00,0,0,0,0,0
17/08/2011,02:15,0,0,0,0,0
17/08/2011,02:30,2,0,1,1,0
17/08/2011,02:45,1,0,1,0,0
17/08/2011,03:00,0,0,0,0,0
17/08/2011,03:15,0,0,0,0,0
17/08/2011,03:30,1,0,1,0,0
17/08/2011,03:45,0,0,0,0,0
17/08/2011,04:00,0,0,0,0,0
17/08/2011,04:15,0,0,0,0,0
17/08/2011,04:30,0,0,0,0,0
17/08/2011,04:45,2,0,1,1,0
17/08/2011,05:00,2,1,0,0,1
17/08/2011,05:15,0,0,0,0,0
17/08/2011,05:30,2,1,0,1,0
17/08/2011,05:45,16,2,8,6,0
17/08/2011,06:00,5,1,1,3,0
17/08/2011,06:15,6,1,2,2,1
17/08/2011,06:30,11,2,3,4,2
17/08/2011,06:45,9,1,4,2,2
17/08/2011,07:00,20,6,4,8,2
17/08/2011,07:15,31,14,9,7,1
17/08/2011,07:30,38,6,10,17,5
17/08/2011,07:45,37,1,13,17,6
17/08/2011,08:00,30,6,7,13,4
17/08/2011,08:15,41,4,15,15,7
17/08/2011,08:30,43,11,15,11,6
17/08/2011,08:45,36,5,12,11,8
17/08/2011,09:00,27,4,10,11,2
17/08/2011,09:15,18,0,6,7,5
17/08/2011,09:30,20,0,10,8,2
17/08/2011,09:45,7,0,6,0,1
17/08/2011,10:00,17,2,6,6,3
17/08/2011,10:15,10,2,3,2,3
17/08/2011,10:30,12,2,6,2,2
17/08/2011,10:45,19,4,8,3,4
17/08/2011,11:00,12,2,4,1,5
17/08/2011,11:15,11,4,2,2,3
17/08/2011,11:30,16,4,8,2,2
17/08/2011,11:45,11,1,5,1,4
17/08/2011,12:00,6,3,2,0,1
17/08/2011,12:15,14,6,5,3,0
17/08/2011,12:30,19,8,4,6,1
17/08/2011,12:45,7,1,4,1,1
17/08/2011,13:00,15,4,9,0,2
17/08/2011,13:15,16,4,3,5,4
17/08/2011,13:30,7,4,2,0,1
17/08/2011,13:45,16,7,3,3,3
17/08/2011,14:00,18,10,1,6,1
17/08/2011,14:15,18,10,6,2,0
17/08/2011,14:30,18,5,4,6,3
17/08/2011,14:45,15,3,6,5,1
17/08/2011,15:00,16,6,5,2,3
17/08/2011,15:15,28,8,10,8,2
17/08/2011,15:30,22,12,5,3,2
17/08/2011,15:45,13,4,0,4,5
17/08/2011,16:00,23,10,3,9,1
17/08/2011,16:15,23,13,4,3,3
17/08/2011,16:30,21,6,3,7,5
17/08/2011,16:45,27,9,7,6,5
17/08/2011,17:00,29,4,10,12,3
17/08/2011,17:15,41,11,8,15,7
17/08/2011,17:30,50,18,17,11,4
17/08/2011,17:45,47,15,9,16,7
17/08/2011,18:00,49,11,9,22,7
17/08/2011,18:15,49,13,11,13,12
17/08/2011,18:30,39,13,12,9,5
17/08/2011,18:45,50,15,17,12,6
17/08/2011,19:00,38,12,6,17,3
17/08/2011,19:15,57,19,15,16,7
17/08/2011,19:30,58,21,18,13,6
17/08/2011,19:45,37,6,10,18,3
17/08/2011,20:00,29,10,5,13,1
17/08/2011,20:15,34,10,9,13,2
17/08/2011,20:30,37,21,7,8,1
17/08/2011,20:45,19,7,4,7,1
17/08/2011,21:00,13,4,5,2,2
17/08/2011,21:15,17,7,3,7,0
17/08/2011,21:30,20,16,1,1,2
17/08/2011,21:45,15,9,2,4,0
17/08/2011,22:00,9,3,1,5,0
17/08/2011,22:15,14,8,3,3,0
17/08/2011,22:30,5,1,1,3,0
17/08/2011,22:45,5,1,2,2,0
