Date,,MVT Airport South,MVT Airport South Ped IN,MVT Airport South Ped OUT,MVT Airport South Bike IN,MVT Airport South Bike OUT
01/01/2012,00:00,0,0,0,0,0
01/01/2012,00:15,0,0,0,0,0
01/01/2012,00:30,0,0,0,0,0
01/01/2012,00:45,0,0,0,0,0
01/01/2012,01:00,0,0,0,0,0
01/01/2012,01:15,1,0,0,0,1
01/01/2012,01:30,0,0,0,0,0
01/01/2012,01:45,0,0,0,0,0
01/01/2012,02:00,1,0,1,0,0
01/01/2012,02:15,0,0,0,0,0
01/01/2012,02:30,0,0,0,0,0
01/01/2012,02:45,0,0,0,0,0
01/01/2012,03:00,0,0,0,0,0
01/01/2012,03:15,0,0,0,0,0
01/01/2012,03:30,1,0,0,0,1
01/01/2012,03:45,0,0,0,0,0
01/01/2012,04:00,0,0,0,0,0
01/01/2012,04:15,0,0,0,0,0
01/01/2012,04:30,0,0,0,0,0
01/01/2012,04:45,0,0,0,0,0
01/01/2012,05:00,0,0,0,0,0
01/01/2012,05:15,0,0,0,0,0
01/01/2012,05:30,0,0,0,0,0
01/01/2012,05:45,0,0,0,0,0
01/01/2012,06:00,0,0,0,0,0
01/01/2012,06:15,0,0,0,0,0
01/01/2012,06:30,1,0,1,0,0
01/01/2012,06:45,1,1,0,0,0
01/01/2012,07:00,0,0,0,0,0
01/01/2012,07:15,1,0,0,1,0
01/01/2012,07:30,5,3,1,1,0
01/01/2012,07:45,2,0,1,1,0
01/01/2012,08:00,6,0,1,5,0
01/01/2012,08:15,5,0,1,1,3
01/01/2012,08:30,7,2,2,1,2
01/01/2012,08:45,5,1,1,2,1
01/01/2012,09:00,13,3,3,3,4
01/01/2012,09:15,19,4,2,11,2
01/01/2012,09:30,15,4,3,5,3
01/01/2012,09:45,16,5,5,3,3
01/01/2012,10:00,31,6,7,8,10
01/01/2012,10:15,23,4,5,10,4
01/01/2012,10:30,44,2,7,22,13
01/01/2012,10:45,40,9,4,15,12
01/01/2012,11:00,32,7,3,13,9
01/01/2012,11:15,38,5,3,19,11
01/01/2012,11:30,70,11,10,23,26
01/01/2012,11:45,59,12,13,24,10
01/01/2012,12:00,56,9,3,20,24
01/01/2012,12:15,57,5,6,24,22
01/01/2012,12:30,59,3,3,25,28
01/01/2012,12:45,104,9,13,47,35
01/01/2012,13:00,74,7,4,34,29
01/01/2012,13:15,68,6,4,22,36
01/01/2012,13:30,55,3,6,20,26
01/01/2012,13:45,68,4,7,25,32
01/01/2012,14:00,89,8,7,28,46
01/01/2012,14:15,96,9,9,27,51
01/01/2012,14:30,76,9,7,31,29
01/01/2012,14:45,82,3,7,26,46
01/01/2012,15:00,70,4,4,38,24
01/01/2012,15:15,63,9,4,20,30
01/01/2012,15:30,45,9,3,13,20
01/01/2012,15:45,56,4,6,30,16
01/01/2012,16:00,48,7,4,16,21
01/01/2012,16:15,43,5,2,11,25
01/01/2012,16:30,30,3,8,11,8
01/01/2012,16:45,23,2,3,11,7
01/01/2012,17:00,13,2,4,6,1
01/01/2012,17:15,9,0,2,5,2
01/01/2012,17:30,5,0,1,1,3
01/01/2012,17:45,1,0,0,0,1
01/01/2012,18:00,4,0,2,0,2
01/01/2012,18:15,4,0,1,1,2
01/01/2012,18:30,0,0,0,0,0
01/01/2012,18:45,1,0,0,0,1
01/01/2012,19:00,0,0,0,0,0
01/01/2012,19:15,0,0,0,0,0
01/01/2012,19:30,2,0,0,2,0
01/01/2012,19:45,0,0,0,0,0
01/01/2012,20:00,0,0,0,0,0
01/01/2012,20:15,3,0,0,2,1
01/01/2012,20:30,0,0,0,0,0
01/01/2012,20:45,1,0,0,1,0
01/01/2012,21:00,0,0,0,0,0
01/01/2012,21:15,0,0,0,0,0
01/01/2012,21:30,2,0,0,0,2
01/01/2012,21:45,0,0,0,0,0
01/01/2012,22:00,1,0,0,0,1
01/01/2012,22:15,2,0,0,0,2
01/01/2012,22:30,1,0,0,0,1
01/01/2012,22:45,0,0,0,0,0
01/01/2012,23:00,0,0,0,0,0
01/01/2012,23:15,0,0,0,0,0
01/01/2012,23:30,1,0,0,0,1
01/01/2012,23:45,0,0,0,0,0
02/01/2012,00:00,0,0,0,0,0
02/01/2012,00:15,0,0,0,0,0
02/01/2012,00:30,0,0,0,0,0
02/01/2012,00:45,0,0,0,0,0
02/01/2012,01:00,0,0,0,0,0
02/01/2012,01:15,0,0,0,0,0
02/01/2012,01:30,0,0,0,0,0
02/01/2012,01:45,0,0,0,0,0
02/01/2012,02:00,0,0,0,0,0
02/01/2012,02:15,0,0,0,0,0
02/01/2012,02:30,0,0,0,0,0
02/01/2012,02:45,0,0,0,0,0
02/01/2012,03:00,0,0,0,0,0
02/01/2012,03:15,0,0,0,0,0
02/01/2012,03:30,0,0,0,0,0
02/01/2012,03:45,0,0,0,0,0
02/01/2012,04:00,0,0,0,0,0
02/01/2012,04:15,0,0,0,0,0
02/01/2012,04:30,0,0,0,0,0
02/01/2012,04:45,0,0,0,0,0
02/01/2012,05:00,0,0,0,0,0
02/01/2012,05:15,0,0,0,0,0
02/01/2012,05:30,1,0,0,1,0
02/01/2012,05:45,0,0,0,0,0
02/01/2012,06:00,0,0,0,0,0
02/01/2012,06:15,1,0,0,1,0
02/01/2012,06:30,0,0,0,0,0
02/01/2012,06:45,4,0,1,2,1
02/01/2012,07:00,1,0,0,0,1
02/01/2012,07:15,4,1,2,1,0
02/01/2012,07:30,1,0,0,1,0
02/01/2012,07:45,6,1,1,4,0
02/01/2012,08:00,5,0,1,3,1
02/01/2012,08:15,5,2,2,1,0
02/01/2012,08:30,10,4,4,1,1
02/01/2012,08:45,5,2,1,1,1
02/01/2012,09:00,12,3,3,4,2
02/01/2012,09:15,13,2,4,4,3
02/01/2012,09:30,14,5,1,5,3
02/01/2012,09:45,16,4,3,4,5
02/01/2012,10:00,24,7,7,5,5
02/01/2012,10:15,22,8,5,5,4
02/01/2012,10:30,18,4,8,3,3
02/01/2012,10:45,14,1,6,3,4
02/01/2012,11:00,19,2,3,6,8
02/01/2012,11:15,15,9,2,3,1
02/01/2012,11:30,10,3,2,3,2
02/01/2012,11:45,27,5,4,5,13
02/01/2012,12:00,9,2,0,3,4
02/01/2012,12:15,24,3,7,10,4
02/01/2012,12:30,26,5,7,6,8
02/01/2012,12:45,22,0,6,5,11
02/01/2012,13:00,10,1,1,3,5
02/01/2012,13:15,11,3,0,5,3
02/01/2012,13:30,23,2,5,8,8
02/01/2012,13:45,15,3,0,9,3
02/01/2012,14:00,20,1,1,7,11
02/01/2012,14:15,17,1,1,7,8
02/01/2012,14:30,12,2,2,1,7
02/01/2012,14:45,26,9,1,9,7
02/01/2012,15:00,19,4,5,7,3
02/01/2012,15:15,18,1,4,4,9
02/01/2012,15:30,19,5,2,6,6
02/01/2012,15:45,17,2,6,5,4
02/01/2012,16:00,23,7,4,6,6
02/01/2012,16:15,18,3,3,6,6
02/01/2012,16:30,17,3,5,8,1
02/01/2012,16:45,9,2,2,0,5
02/01/2012,17:00,6,1,1,0,4
02/01/2012,17:15,6,1,3,0,2
02/01/2012,17:30,5,1,2,2,0
02/01/2012,17:45,4,1,1,1,1
02/01/2012,18:00,5,1,2,0,2
02/01/2012,18:15,3,0,0,2,1
02/01/2012,18:30,1,0,0,0,1
02/01/2012,18:45,0,0,0,0,0
02/01/2012,19:00,2,0,0,0,2
02/01/2012,19:15,3,0,1,1,1
02/01/2012,19:30,1,1,0,0,0
02/01/2012,19:45,0,0,0,0,0
02/01/2012,20:00,1,0,1,0,0
02/01/2012,20:15,0,0,0,0,0
02/01/2012,20:30,0,0,0,0,0
02/01/2012,20:45,1,0,0,1,0
02/01/2012,21:00,0,0,0,0,0
02/01/2012,21:15,2,0,0,1,1
02/01/2012,21:30,0,0,0,0,0
02/01/2012,21:45,2,1,1,0,0
02/01/2012,22:00,1,0,0,1,0
02/01/2012,22:15,0,0,0,0,0
02/01/2012,22:30,1,0,0,0,1
02/01/2012,22:45,0,0,0,0,0
02/01/2012,23:00,0,0,0,0,0
02/01/2012,23:15,1,0,0,0,1
02/01/2012,23:30,0,0,0,0,0
02/01/2012,23:45,1,0,0,0,1
03/01/2012,00:00,0,0,0,0,0
03/01/2012,00:15,0,0,0,0,0
03/01/2012,00:30,0,0,0,0,0
03/01/2012,00:45,0,0,0,0,0
03/01/2012,01:00,0,0,0,0,0
03/01/2012,01:15,0,0,0,0,0
03/01/2012,01:30,0,0,0,0,0
03/01/2012,01:45,0,0,0,0,0
03/01/2012,02:00,0,0,0,0,0
03/01/2012,02:15,0,0,0,0,0
03/01/2012,02:30,0,0,0,0,0
03/01/2012,02:45,0,0,0,0,0
03/01/2012,03:00,0,0,0,0,0
03/01/2012,03:15,0,0,0,0,0
03/01/2012,03:30,2,1,0,1,0
03/01/2012,03:45,1,0,0,1,0
03/01/2012,04:00,0,0,0,0,0
03/01/2012,04:15,0,0,0,0,0
03/01/2012,04:30,0,0,0,0,0
03/01/2012,04:45,2,1,1,0,0
03/01/2012,05:00,4,0,2,2,0
03/01/2012,05:15,2,1,0,1,0
03/01/2012,05:30,6,0,0,5,1
03/01/2012,05:45,11,0,2,8,1
03/01/2012,06:00,15,4,3,8,0
03/01/2012,06:15,9,0,1,7,1
03/01/2012,06:30,15,1,3,9,2
03/01/2012,06:45,20,2,2,14,2
03/01/2012,07:00,26,5,0,20,1
03/01/2012,07:15,21,4,0,17,0
03/01/2012,07:30,21,0,0,21,0
03/01/2012,07:45,24,1,4,16,3
03/01/2012,08:00,35,5,0,28,2
03/01/2012,08:15,24,4,1,19,0
03/01/2012,08:30,22,0,1,18,3
03/01/2012,08:45,13,1,1,10,1
03/01/2012,09:00,18,0,3,10,5
03/01/2012,09:15,8,0,0,6,2
03/01/2012,09:30,5,1,1,3,0
03/01/2012,09:45,5,2,1,2,0
03/01/2012,10:00,2,2,0,0,0
03/01/2012,10:15,3,0,0,2,1
03/01/2012,10:30,3,0,1,0,2
03/01/2012,10:45,2,0,0,2,0
03/01/2012,11:00,2,0,1,1,0
03/01/2012,11:15,4,0,2,2,0
03/01/2012,11:30,1,1,0,0,0
03/01/2012,11:45,1,0,0,1,0
03/01/2012,12:00,5,2,3,0,0
03/01/2012,12:15,3,2,0,0,1
03/01/2012,12:30,5,1,1,2,1
03/01/2012,12:45,3,2,1,0,0
03/01/2012,13:00,4,2,2,0,0
03/01/2012,13:15,5,0,2,2,1
03/01/2012,13:30,2,0,1,0,1
03/01/2012,13:45,5,2,0,0,3
03/01/2012,14:00,1,0,0,1,0
03/01/2012,14:15,3,0,0,2,1
03/01/2012,14:30,6,0,0,0,6
03/01/2012,14:45,5,0,1,3,1
03/01/2012,15:00,6,0,1,3,2
03/01/2012,15:15,3,0,1,0,2
03/01/2012,15:30,6,1,1,1,3
03/01/2012,15:45,5,0,1,0,4
03/01/2012,16:00,6,0,0,1,5
03/01/2012,16:15,8,1,1,1,5
03/01/2012,16:30,13,0,1,0,12
03/01/2012,16:45,11,0,3,1,7
03/01/2012,17:00,15,0,0,3,12
03/01/2012,17:15,24,0,0,3,21
03/01/2012,17:30,26,1,0,4,21
03/01/2012,17:45,24,2,0,3,19
03/01/2012,18:00,31,1,3,2,25
03/01/2012,18:15,21,0,2,0,19
03/01/2012,18:30,15,0,1,1,13
03/01/2012,18:45,18,1,2,0,15
03/01/2012,19:00,13,2,5,1,5
03/01/2012,19:15,6,0,0,2,4
03/01/2012,19:30,0,0,0,0,0
03/01/2012,19:45,6,0,1,0,5
03/01/2012,20:00,2,1,1,0,0
03/01/2012,20:15,4,0,1,1,2
03/01/2012,20:30,2,0,1,0,1
03/01/2012,20:45,0,0,0,0,0
03/01/2012,21:00,3,0,0,1,2
03/01/2012,21:15,0,0,0,0,0
03/01/2012,21:30,1,0,0,0,1
03/01/2012,21:45,2,1,1,0,0
03/01/2012,22:00,0,0,0,0,0
03/01/2012,22:15,0,0,0,0,0
03/01/2012,22:30,1,0,0,1,0
03/01/2012,22:45,0,0,0,0,0
03/01/2012,23:00,0,0,0,0,0
03/01/2012,23:15,0,0,0,0,0
03/01/2012,23:30,0,0,0,0,0
03/01/2012,23:45,0,0,0,0,0
04/01/2012,00:00,0,0,0,0,0
04/01/2012,00:15,0,0,0,0,0
04/01/2012,00:30,0,0,0,0,0
04/01/2012,00:45,0,0,0,0,0
04/01/2012,01:00,3,0,3,0,0
04/01/2012,01:15,0,0,0,0,0
04/01/2012,01:30,0,0,0,0,0
04/01/2012,01:45,0,0,0,0,0
04/01/2012,02:00,0,0,0,0,0
04/01/2012,02:15,0,0,0,0,0
04/01/2012,02:30,1,0,0,1,0
04/01/2012,02:45,0,0,0,0,0
04/01/2012,03:00,0,0,0,0,0
04/01/2012,03:15,0,0,0,0,0
04/01/2012,03:30,1,1,0,0,0
04/01/2012,03:45,1,0,0,1,0
04/01/2012,04:00,1,1,0,0,0
04/01/2012,04:15,0,0,0,0,0
04/01/2012,04:30,0,0,0,0,0
04/01/2012,04:45,0,0,0,0,0
04/01/2012,05:00,1,0,1,0,0
04/01/2012,05:15,0,0,0,0,0
04/01/2012,05:30,9,3,3,2,1
04/01/2012,05:45,7,0,0,6,1
04/01/2012,06:00,9,2,1,6,0
04/01/2012,06:15,10,1,2,7,0
04/01/2012,06:30,5,1,1,1,2
04/01/2012,06:45,14,1,4,7,2
04/01/2012,07:00,15,5,0,10,0
04/01/2012,07:15,24,4,0,20,0
04/01/2012,07:30,20,0,0,19,1
04/01/2012,07:45,21,1,0,20,0
04/01/2012,08:00,12,0,0,11,1
04/01/2012,08:15,32,3,3,23,3
04/01/2012,08:30,17,2,1,12,2
04/01/2012,08:45,7,0,1,6,0
04/01/2012,09:00,9,0,1,7,1
04/01/2012,09:15,6,3,1,1,1
04/01/2012,09:30,6,0,0,5,1
04/01/2012,09:45,3,0,0,1,2
04/01/2012,10:00,3,0,0,2,1
04/01/2012,10:15,1,0,0,0,1
04/01/2012,10:30,5,1,1,2,1
04/01/2012,10:45,1,1,0,0,0
04/01/2012,11:00,8,1,0,2,5
04/01/2012,11:15,7,1,3,3,0
04/01/2012,11:30,5,2,1,1,1
04/01/2012,11:45,7,3,2,2,0
04/01/2012,12:00,10,4,3,2,1
04/01/2012,12:15,10,1,6,2,1
04/01/2012,12:30,10,1,2,4,3
04/01/2012,12:45,5,2,2,0,1
04/01/2012,13:00,9,0,0,6,3
04/01/2012,13:15,2,0,0,0,2
04/01/2012,13:30,2,0,0,0,2
04/01/2012,13:45,2,1,0,0,1
04/01/2012,14:00,2,0,0,0,2
04/01/2012,14:15,6,1,2,3,0
04/01/2012,14:30,1,0,0,1,0
04/01/2012,14:45,3,1,0,1,1
04/01/2012,15:00,9,3,2,0,4
04/01/2012,15:15,4,0,1,1,2
04/01/2012,15:30,11,1,0,3,7
04/01/2012,15:45,6,1,1,1,3
04/01/2012,16:00,13,4,5,0,4
04/01/2012,16:15,10,1,1,2,6
04/01/2012,16:30,12,1,2,5,4
04/01/2012,16:45,13,0,5,2,6
04/01/2012,17:00,13,2,0,1,10
04/01/2012,17:15,17,1,2,2,12
04/01/2012,17:30,19,0,3,0,16
04/01/2012,17:45,25,2,2,2,19
04/01/2012,18:00,29,1,3,3,22
04/01/2012,18:15,15,0,2,1,12
04/01/2012,18:30,18,1,1,2,14
04/01/2012,18:45,11,2,2,1,6
04/01/2012,19:00,8,1,3,0,4
04/01/2012,19:15,12,0,0,0,12
04/01/2012,19:30,4,0,0,1,3
04/01/2012,19:45,8,0,0,2,6
04/01/2012,20:00,1,0,0,0,1
04/01/2012,20:15,5,0,0,2,3
04/01/2012,20:30,2,0,0,0,2
04/01/2012,20:45,1,0,1,0,0
04/01/2012,21:00,0,0,0,0,0
04/01/2012,21:15,1,0,0,0,1
04/01/2012,21:30,3,0,1,1,1
04/01/2012,21:45,0,0,0,0,0
04/01/2012,22:00,1,1,0,0,0
04/01/2012,22:15,3,3,0,0,0
04/01/2012,22:30,2,0,0,0,2
04/01/2012,22:45,0,0,0,0,0
04/01/2012,23:00,1,0,0,0,1
04/01/2012,23:15,1,0,0,1,0
04/01/2012,23:30,0,0,0,0,0
04/01/2012,23:45,0,0,0,0,0
05/01/2012,00:00,0,0,0,0,0
05/01/2012,00:15,3,1,2,0,0
05/01/2012,00:30,0,0,0,0,0
05/01/2012,00:45,4,2,2,0,0
05/01/2012,01:00,0,0,0,0,0
05/01/2012,01:15,0,0,0,0,0
05/01/2012,01:30,0,0,0,0,0
05/01/2012,01:45,1,0,0,0,1
05/01/2012,02:00,0,0,0,0,0
05/01/2012,02:15,0,0,0,0,0
05/01/2012,02:30,0,0,0,0,0
05/01/2012,02:45,0,0,0,0,0
05/01/2012,03:00,0,0,0,0,0
05/01/2012,03:15,0,0,0,0,0
05/01/2012,03:30,0,0,0,0,0
05/01/2012,03:45,2,1,0,1,0
05/01/2012,04:00,0,0,0,0,0
05/01/2012,04:15,0,0,0,0,0
05/01/2012,04:30,0,0,0,0,0
05/01/2012,04:45,2,0,0,1,1
05/01/2012,05:00,3,0,1,2,0
05/01/2012,05:15,3,0,0,2,1
05/01/2012,05:30,3,0,1,2,0
05/01/2012,05:45,11,1,1,7,2
05/01/2012,06:00,8,2,1,5,0
05/01/2012,06:15,9,0,2,6,1
05/01/2012,06:30,24,6,3,14,1
05/01/2012,06:45,24,3,3,18,0
05/01/2012,07:00,25,6,2,16,1
05/01/2012,07:15,28,4,0,21,3
05/01/2012,07:30,31,1,2,25,3
05/01/2012,07:45,24,0,0,23,1
05/01/2012,08:00,33,2,1,27,3
05/01/2012,08:15,23,2,0,18,3
05/01/2012,08:30,28,0,1,26,1
05/01/2012,08:45,20,0,1,14,5
05/01/2012,09:00,19,0,0,14,5
05/01/2012,09:15,9,0,0,8,1
05/01/2012,09:30,6,2,0,4,0
05/01/2012,09:45,7,1,2,2,2
05/01/2012,10:00,5,1,2,0,2
05/01/2012,10:15,4,2,0,1,1
05/01/2012,10:30,4,1,1,0,2
05/01/2012,10:45,5,2,0,2,1
05/01/2012,11:00,8,0,3,3,2
05/01/2012,11:15,7,2,1,2,2
05/01/2012,11:30,5,1,0,2,2
05/01/2012,11:45,15,2,5,4,4
05/01/2012,12:00,8,4,2,1,1
05/01/2012,12:15,9,2,6,0,1
05/01/2012,12:30,17,8,3,3,3
05/01/2012,12:45,13,5,3,5,0
05/01/2012,13:00,9,3,1,2,3
05/01/2012,13:15,14,4,0,5,5
05/01/2012,13:30,10,1,5,1,3
05/01/2012,13:45,13,4,2,6,1
05/01/2012,14:00,4,0,1,3,0
05/01/2012,14:15,8,0,2,1,5
05/01/2012,14:30,5,2,0,0,3
05/01/2012,14:45,10,1,4,1,4
05/01/2012,15:00,8,2,2,1,3
05/01/2012,15:15,11,0,2,5,4
05/01/2012,15:30,12,1,1,5,5
05/01/2012,15:45,31,11,2,9,9
05/01/2012,16:00,14,1,0,1,12
05/01/2012,16:15,18,2,2,5,9
05/01/2012,16:30,34,2,8,5,19
05/01/2012,16:45,26,5,3,4,14
05/01/2012,17:00,25,2,2,6,15
05/01/2012,17:15,19,0,2,3,14
05/01/2012,17:30,18,1,1,1,15
05/01/2012,17:45,45,2,1,8,34
05/01/2012,18:00,36,2,6,3,25
05/01/2012,18:15,27,1,2,1,23
05/01/2012,18:30,24,0,0,4,20
05/01/2012,18:45,17,1,2,2,12
05/01/2012,19:00,15,0,2,2,11
05/01/2012,19:15,11,1,0,3,7
05/01/2012,19:30,12,1,0,4,7
05/01/2012,19:45,7,0,0,1,6
05/01/2012,20:00,6,0,1,0,5
05/01/2012,20:15,7,0,2,1,4
05/01/2012,20:30,2,0,0,0,2
05/01/2012,20:45,0,0,0,0,0
05/01/2012,21:00,3,1,0,1,1
05/01/2012,21:15,8,6,2,0,0
05/01/2012,21:30,5,0,1,0,4
05/01/2012,21:45,1,0,1,0,0
05/01/2012,22:00,2,0,0,1,1
05/01/2012,22:15,0,0,0,0,0
05/01/2012,22:30,6,1,0,0,5
05/01/2012,22:45,1,0,0,0,1
05/01/2012,23:00,2,0,2,0,0
05/01/2012,23:15,1,0,0,0,1
05/01/2012,23:30,0,0,0,0,0
05/01/2012,23:45,0,0,0,0,0
06/01/2012,00:00,0,0,0,0,0
06/01/2012,00:15,0,0,0,0,0
06/01/2012,00:30,0,0,0,0,0
06/01/2012,00:45,0,0,0,0,0
06/01/2012,01:00,0,0,0,0,0
06/01/2012,01:15,0,0,0,0,0
06/01/2012,01:30,0,0,0,0,0
06/01/2012,01:45,1,0,0,1,0
06/01/2012,02:00,0,0,0,0,0
06/01/2012,02:15,0,0,0,0,0
06/01/2012,02:30,0,0,0,0,0
06/01/2012,02:45,0,0,0,0,0
06/01/2012,03:00,0,0,0,0,0
06/01/2012,03:15,0,0,0,0,0
06/01/2012,03:30,0,0,0,0,0
06/01/2012,03:45,1,1,0,0,0
06/01/2012,04:00,0,0,0,0,0
06/01/2012,04:15,0,0,0,0,0
06/01/2012,04:30,0,0,0,0,0
06/01/2012,04:45,2,0,0,2,0
06/01/2012,05:00,1,0,1,0,0
06/01/2012,05:15,4,1,0,2,1
06/01/2012,05:30,5,0,1,4,0
06/01/2012,05:45,11,2,1,8,0
06/01/2012,06:00,7,2,0,4,1
06/01/2012,06:15,18,2,2,13,1
06/01/2012,06:30,19,3,2,11,3
06/01/2012,06:45,25,2,3,19,1
06/01/2012,07:00,25,3,1,18,3
06/01/2012,07:15,29,1,2,25,1
06/01/2012,07:30,44,2,0,42,0
06/01/2012,07:45,40,2,3,32,3
06/01/2012,08:00,34,2,1,26,5
06/01/2012,08:15,38,1,0,36,1
06/01/2012,08:30,30,1,0,21,8
06/01/2012,08:45,19,3,0,13,3
06/01/2012,09:00,18,2,3,10,3
06/01/2012,09:15,14,1,1,8,4
06/01/2012,09:30,17,2,1,12,2
06/01/2012,09:45,7,0,0,4,3
06/01/2012,10:00,8,2,3,3,0
06/01/2012,10:15,6,1,1,3,1
06/01/2012,10:30,9,0,0,3,6
06/01/2012,10:45,15,4,1,7,3
06/01/2012,11:00,16,1,2,6,7
06/01/2012,11:15,12,2,1,7,2
06/01/2012,11:30,24,4,3,2,15
06/01/2012,11:45,11,2,2,2,5
06/01/2012,12:00,18,4,2,5,7
06/01/2012,12:15,22,2,4,7,9
06/01/2012,12:30,21,3,4,10,4
06/01/2012,12:45,32,3,3,15,11
06/01/2012,13:00,26,7,3,8,8
06/01/2012,13:15,21,1,7,5,8
06/01/2012,13:30,22,2,4,6,10
06/01/2012,13:45,32,5,2,13,12
06/01/2012,14:00,21,1,2,7,11
06/01/2012,14:15,25,4,2,10,9
06/01/2012,14:30,36,1,4,11,20
06/01/2012,14:45,29,1,5,12,11
06/01/2012,15:00,28,4,2,11,11
06/01/2012,15:15,32,7,4,11,10
06/01/2012,15:30,44,5,3,16,20
06/01/2012,15:45,30,4,6,6,14
06/01/2012,16:00,38,2,1,9,26
06/01/2012,16:15,61,5,5,27,24
06/01/2012,16:30,57,10,4,12,31
06/01/2012,16:45,56,2,9,15,30
06/01/2012,17:00,51,3,8,11,29
06/01/2012,17:15,55,6,4,10,35
06/01/2012,17:30,37,0,3,1,33
06/01/2012,17:45,30,1,3,3,23
06/01/2012,18:00,34,3,3,5,23
06/01/2012,18:15,44,0,0,4,40
06/01/2012,18:30,22,0,2,2,18
06/01/2012,18:45,16,0,1,3,12
06/01/2012,19:00,10,0,0,0,10
06/01/2012,19:15,17,1,2,2,12
06/01/2012,19:30,7,0,0,1,6
06/01/2012,19:45,5,0,0,2,3
06/01/2012,20:00,5,0,0,1,4
06/01/2012,20:15,5,0,0,2,3
06/01/2012,20:30,0,0,0,0,0
06/01/2012,20:45,7,2,0,0,5
06/01/2012,21:00,4,1,0,0,3
06/01/2012,21:15,7,2,0,1,4
06/01/2012,21:30,2,1,1,0,0
06/01/2012,21:45,0,0,0,0,0
06/01/2012,22:00,1,0,0,0,1
06/01/2012,22:15,2,0,0,1,1
06/01/2012,22:30,1,0,0,0,1
06/01/2012,22:45,0,0,0,0,0
06/01/2012,23:00,0,0,0,0,0
06/01/2012,23:15,0,0,0,0,0
06/01/2012,23:30,0,0,0,0,0
06/01/2012,23:45,0,0,0,0,0
07/01/2012,00:00,0,0,0,0,0
07/01/2012,00:15,0,0,0,0,0
07/01/2012,00:30,1,0,0,0,1
07/01/2012,00:45,0,0,0,0,0
07/01/2012,01:00,0,0,0,0,0
07/01/2012,01:15,0,0,0,0,0
07/01/2012,01:30,0,0,0,0,0
07/01/2012,01:45,1,0,0,0,1
07/01/2012,02:00,1,0,0,0,1
07/01/2012,02:15,1,0,0,0,1
07/01/2012,02:30,0,0,0,0,0
07/01/2012,02:45,0,0,0,0,0
07/01/2012,03:00,0,0,0,0,0
07/01/2012,03:15,0,0,0,0,0
07/01/2012,03:30,0,0,0,0,0
07/01/2012,03:45,0,0,0,0,0
07/01/2012,04:00,0,0,0,0,0
07/01/2012,04:15,0,0,0,0,0
07/01/2012,04:30,0,0,0,0,0
07/01/2012,04:45,0,0,0,0,0
07/01/2012,05:00,0,0,0,0,0
07/01/2012,05:15,0,0,0,0,0
07/01/2012,05:30,1,0,0,1,0
07/01/2012,05:45,1,0,0,0,1
07/01/2012,06:00,0,0,0,0,0
07/01/2012,06:15,2,0,0,2,0
07/01/2012,06:30,3,2,0,1,0
07/01/2012,06:45,3,1,2,0,0
07/01/2012,07:00,5,0,2,0,3
07/01/2012,07:15,6,5,1,0,0
07/01/2012,07:30,9,1,3,4,1
07/01/2012,07:45,15,3,4,4,4
07/01/2012,08:00,13,7,4,1,1
07/01/2012,08:15,23,7,6,8,2
07/01/2012,08:30,12,3,5,2,2
07/01/2012,08:45,23,3,8,10,2
07/01/2012,09:00,22,9,11,0,2
07/01/2012,09:15,42,10,8,13,11
07/01/2012,09:30,39,11,11,9,8
07/01/2012,09:45,37,17,6,7,7
07/01/2012,10:00,34,13,8,8,5
07/01/2012,10:15,40,14,8,6,12
07/01/2012,10:30,87,19,20,21,27
07/01/2012,10:45,80,13,20,18,29
07/01/2012,11:00,70,14,5,30,21
07/01/2012,11:15,62,10,16,17,19
07/01/2012,11:30,76,7,17,28,24
07/01/2012,11:45,94,11,17,23,43
07/01/2012,12:00,84,15,8,28,33
07/01/2012,12:15,125,19,18,54,34
07/01/2012,12:30,93,12,10,33,38
07/01/2012,12:45,128,17,23,39,49
07/01/2012,13:00,150,14,18,50,68
07/01/2012,13:15,129,21,13,59,36
07/01/2012,13:30,137,18,10,55,54
07/01/2012,13:45,133,9,20,38,66
07/01/2012,14:00,169,13,12,79,65
07/01/2012,14:15,177,17,16,73,71
07/01/2012,14:30,177,19,14,83,61
07/01/2012,14:45,165,18,14,61,72
07/01/2012,15:00,182,11,17,61,93
07/01/2012,15:15,146,8,6,67,65
07/01/2012,15:30,114,11,12,47,44
07/01/2012,15:45,113,7,4,48,54
07/01/2012,16:00,88,2,8,43,35
07/01/2012,16:15,79,5,3,37,34
07/01/2012,16:30,121,13,12,51,45
07/01/2012,16:45,66,10,9,15,32
07/01/2012,17:00,44,4,6,15,19
07/01/2012,17:15,33,2,10,7,14
07/01/2012,17:30,15,6,0,6,3
07/01/2012,17:45,6,0,3,2,1
07/01/2012,18:00,7,0,0,2,5
07/01/2012,18:15,18,1,2,13,2
07/01/2012,18:30,3,0,1,2,0
07/01/2012,18:45,6,0,0,4,2
07/01/2012,19:00,1,0,0,0,1
07/01/2012,19:15,2,0,0,0,2
07/01/2012,19:30,3,1,0,2,0
07/01/2012,19:45,1,0,0,1,0
07/01/2012,20:00,1,1,0,0,0
07/01/2012,20:15,0,0,0,0,0
07/01/2012,20:30,1,0,1,0,0
07/01/2012,20:45,3,0,1,0,2
07/01/2012,21:00,2,1,0,1,0
07/01/2012,21:15,0,0,0,0,0
07/01/2012,21:30,1,0,1,0,0
