Date,,Key Bridge East,Key Bridge East Ped IN,Key Bridge East Ped OUT,Key Bridge East Bike IN,Key Bridge East Bike OUT
12/08/2011,00:00,21,12,3,4,2
12/08/2011,00:15,13,5,5,3,0
12/08/2011,00:30,14,9,2,3,0
12/08/2011,00:45,9,5,1,3,0
12/08/2011,01:00,10,9,1,0,0
12/08/2011,01:15,16,4,1,6,5
12/08/2011,01:30,7,2,3,2,0
12/08/2011,01:45,4,1,1,2,0
12/08/2011,02:00,5,4,0,1,0
12/08/2011,02:15,2,1,0,0,1
12/08/2011,02:30,3,1,2,0,0
12/08/2011,02:45,3,1,1,1,0
12/08/2011,03:00,2,2,0,0,0
12/08/2011,03:15,6,3,0,2,1
12/08/2011,03:30,3,1,1,1,0
12/08/2011,03:45,0,0,0,0,0
12/08/2011,04:00,0,0,0,0,0
12/08/2011,04:15,1,0,0,1,0
12/08/2011,04:30,2,0,1,0,1
12/08/2011,04:45,1,1,0,0,0
12/08/2011,05:00,2,0,0,0,2
12/08/2011,05:15,4,2,2,0,0
12/08/2011,05:30,1,0,0,1,0
12/08/2011,05:45,3,1,1,1,0
12/08/2011,06:00,3,2,1,0,0
12/08/2011,06:15,6,0,5,0,1
12/08/2011,06:30,6,2,3,0,1
12/08/2011,06:45,10,2,4,2,2
12/08/2011,07:00,23,7,8,0,8
12/08/2011,07:15,20,4,13,0,3
12/08/2011,07:30,27,12,4,1,10
12/08/2011,07:45,47,8,25,3,11
12/08/2011,08:00,38,14,12,6,6
12/08/2011,08:15,59,14,26,7,12
12/08/2011,08:30,57,12,21,4,20
12/08/2011,08:45,76,18,27,10,21
12/08/2011,09:00,68,16,11,15,26
12/08/2011,09:15,66,18,29,5,14
12/08/2011,09:30,83,24,26,9,24
12/08/2011,09:45,71,8,28,8,27
12/08/2011,10:00,42,8,17,4,13
12/08/2011,10:15,43,7,16,4,16
12/08/2011,10:30,41,13,13,7,8
12/08/2011,10:45,45,13,15,6,11
12/08/2011,11:00,39,8,19,3,9
12/08/2011,11:15,26,2,16,0,8
12/08/2011,11:30,34,4,13,2,15
12/08/2011,11:45,41,12,15,3,11
12/08/2011,12:00,26,6,15,2,3
12/08/2011,12:15,43,6,25,5,7
12/08/2011,12:30,39,13,17,4,5
12/08/2011,12:45,41,12,16,4,9
12/08/2011,13:00,58,15,31,5,7
12/08/2011,13:15,66,14,31,4,17
12/08/2011,13:30,71,16,36,8,11
12/08/2011,13:45,59,27,22,4,6
12/08/2011,14:00,48,26,14,3,5
12/08/2011,14:15,46,23,17,0,6
12/08/2011,14:30,58,27,19,3,9
12/08/2011,14:45,65,17,27,9,12
12/08/2011,15:00,54,22,18,3,11
12/08/2011,15:15,40,15,13,5,7
12/08/2011,15:30,45,15,14,10,6
12/08/2011,15:45,50,12,21,2,15
12/08/2011,16:00,53,17,17,3,16
12/08/2011,16:15,55,13,24,3,15
12/08/2011,16:30,72,26,24,9,13
12/08/2011,16:45,49,18,16,8,7
12/08/2011,17:00,43,18,13,5,7
12/08/2011,17:15,75,18,33,5,19
12/08/2011,17:30,65,19,18,7,21
12/08/2011,17:45,74,16,34,14,10
12/08/2011,18:00,62,22,18,10,12
12/08/2011,18:15,88,28,31,8,21
12/08/2011,18:30,106,34,35,11,26
12/08/2011,18:45,108,34,38,16,20
12/08/2011,19:00,92,32,36,6,18
12/08/2011,19:15,96,32,32,17,15
12/08/2011,19:30,89,30,27,14,18
12/08/2011,19:45,93,38,21,18,16
12/08/2011,20:00,79,30,31,9,9
12/08/2011,20:15,75,25,26,13,11
12/08/2011,20:30,73,25,22,16,10
12/08/2011,20:45,73,28,31,8,6
12/08/2011,21:00,56,16,22,3,15
12/08/2011,21:15,94,44,28,12,10
12/08/2011,21:30,45,17,17,6,5
12/08/2011,21:45,61,32,19,6,4
12/08/2011,22:00,59,33,20,4,2
12/08/2011,22:15,48,29,15,4,0
12/08/2011,22:30,47,25,20,1,1
12/08/2011,22:45,49,21,21,2,5
12/08/2011,23:00,44,26,13,1,4
12/08/2011,23:15,46,25,20,1,0
12/08/2011,23:30,54,16,24,2,12
12/08/2011,23:45,28,16,6,4,2
13/08/2011,00:00,34,20,6,8,0
13/08/2011,00:15,27,10,8,7,2
13/08/2011,00:30,25,14,3,7,1
13/08/2011,00:45,26,17,5,3,1
13/08/2011,01:00,7,5,1,0,1
13/08/2011,01:15,10,6,1,1,2
13/08/2011,01:30,17,11,3,3,0
13/08/2011,01:45,23,13,9,1,0
13/08/2011,02:00,12,5,4,2,1
13/08/2011,02:15,6,3,0,2,1
13/08/2011,02:30,4,1,2,1,0
13/08/2011,02:45,12,8,3,1,0
13/08/2011,03:00,3,0,1,2,0
13/08/2011,03:15,12,12,0,0,0
13/08/2011,03:30,5,4,0,1,0
13/08/2011,03:45,5,4,0,0,1
13/08/2011,04:00,5,1,2,2,0
13/08/2011,04:15,4,3,0,1,0
13/08/2011,04:30,5,2,0,1,2
13/08/2011,04:45,2,1,1,0,0
13/08/2011,05:00,2,2,0,0,0
13/08/2011,05:15,1,1,0,0,0
13/08/2011,05:30,1,1,0,0,0
13/08/2011,05:45,3,0,1,2,0
13/08/2011,06:00,3,1,2,0,0
13/08/2011,06:15,5,3,1,0,1
13/08/2011,06:30,3,1,2,0,0
13/08/2011,06:45,5,1,4,0,0
13/08/2011,07:00,26,3,22,1,0
13/08/2011,07:15,44,4,38,0,2
13/08/2011,07:30,41,6,32,1,2
13/08/2011,07:45,28,11,12,2,3
13/08/2011,08:00,48,5,35,1,7
13/08/2011,08:15,43,11,21,1,10
13/08/2011,08:30,48,11,25,3,9
13/08/2011,08:45,67,25,19,7,16
13/08/2011,09:00,64,27,24,5,8
13/08/2011,09:15,55,15,20,6,14
13/08/2011,09:30,66,23,27,1,15
13/08/2011,09:45,71,22,29,3,17
13/08/2011,10:00,70,26,25,4,15
13/08/2011,10:15,54,13,14,2,25
13/08/2011,10:30,73,18,22,10,23
13/08/2011,10:45,79,17,27,12,23
13/08/2011,11:00,83,22,32,12,17
13/08/2011,11:15,52,19,19,0,14
13/08/2011,11:30,62,14,24,3,21
13/08/2011,11:45,82,25,26,5,26
13/08/2011,12:00,86,32,22,15,17
13/08/2011,12:15,66,12,17,10,27
13/08/2011,12:30,52,15,15,5,17
13/08/2011,12:45,87,23,43,7,14
13/08/2011,13:00,61,12,21,7,21
13/08/2011,13:15,59,13,15,11,20
13/08/2011,13:30,87,14,32,18,23
13/08/2011,13:45,77,20,25,9,23
13/08/2011,14:00,77,10,28,26,13
13/08/2011,14:15,30,8,13,2,7
13/08/2011,14:30,71,17,20,15,19
13/08/2011,14:45,49,15,24,4,6
13/08/2011,15:00,46,12,12,16,6
13/08/2011,15:15,39,13,13,4,9
13/08/2011,15:30,37,21,9,1,6
13/08/2011,15:45,51,18,19,3,11
13/08/2011,16:00,45,19,14,6,6
13/08/2011,16:15,48,18,17,6,7
13/08/2011,16:30,57,17,29,4,7
13/08/2011,16:45,36,11,18,0,7
13/08/2011,17:00,58,26,17,6,9
13/08/2011,17:15,52,21,12,9,10
13/08/2011,17:30,30,6,10,6,8
13/08/2011,17:45,53,19,19,5,10
13/08/2011,18:00,43,19,17,2,5
13/08/2011,18:15,47,18,14,4,11
13/08/2011,18:30,48,22,23,2,1
13/08/2011,18:45,49,17,25,3,4
13/08/2011,19:00,48,16,21,7,4
13/08/2011,19:15,39,17,14,1,7
13/08/2011,19:30,46,14,30,0,2
13/08/2011,19:45,37,12,17,3,5
13/08/2011,20:00,51,18,24,6,3
13/08/2011,20:15,48,18,19,8,3
13/08/2011,20:30,56,20,29,5,2
13/08/2011,20:45,45,19,21,3,2
13/08/2011,21:00,35,16,18,0,1
13/08/2011,21:15,28,15,12,0,1
13/08/2011,21:30,25,15,9,1,0
13/08/2011,21:45,24,11,11,1,1
13/08/2011,22:00,47,32,9,5,1
13/08/2011,22:15,36,20,16,0,0
13/08/2011,22:30,24,16,7,1,0
13/08/2011,22:45,26,13,9,1,3
13/08/2011,23:00,26,22,3,1,0
13/08/2011,23:15,24,12,11,1,0
13/08/2011,23:30,16,5,8,2,1
13/08/2011,23:45,27,16,5,4,2
14/08/2011,00:00,30,18,7,5,0
14/08/2011,00:15,13,8,3,2,0
14/08/2011,00:30,10,3,6,1,0
14/08/2011,00:45,22,12,6,1,3
14/08/2011,01:00,9,3,3,3,0
14/08/2011,01:15,8,3,1,3,1
14/08/2011,01:30,12,7,3,2,0
14/08/2011,01:45,9,6,0,3,0
14/08/2011,02:00,12,7,1,2,2
14/08/2011,02:15,12,9,0,3,0
14/08/2011,02:30,7,1,0,6,0
14/08/2011,02:45,7,4,0,2,1
14/08/2011,03:00,8,6,0,2,0
14/08/2011,03:15,5,5,0,0,0
14/08/2011,03:30,7,5,2,0,0
14/08/2011,03:45,4,4,0,0,0
14/08/2011,04:00,10,5,3,2,0
14/08/2011,04:15,6,5,1,0,0
14/08/2011,04:30,3,1,0,2,0
14/08/2011,04:45,2,0,1,0,1
14/08/2011,05:00,1,1,0,0,0
14/08/2011,05:15,2,2,0,0,0
14/08/2011,05:30,0,0,0,0,0
14/08/2011,05:45,3,2,1,0,0
14/08/2011,06:00,1,0,0,1,0
14/08/2011,06:15,4,1,2,0,1
14/08/2011,06:30,0,0,0,0,0
14/08/2011,06:45,3,1,2,0,0
14/08/2011,07:00,1,0,0,1,0
14/08/2011,07:15,3,2,1,0,0
14/08/2011,07:30,4,2,1,0,1
14/08/2011,07:45,17,0,12,0,5
14/08/2011,08:00,8,5,1,1,1
14/08/2011,08:15,10,3,6,0,1
14/08/2011,08:30,10,3,6,0,1
14/08/2011,08:45,16,4,5,0,7
14/08/2011,09:00,17,4,8,3,2
14/08/2011,09:15,14,3,6,0,5
14/08/2011,09:30,15,8,7,0,0
14/08/2011,09:45,20,7,9,1,3
14/08/2011,10:00,20,5,11,1,3
14/08/2011,10:15,28,7,15,1,5
14/08/2011,10:30,32,11,13,0,8
14/08/2011,10:45,40,12,22,0,6
14/08/2011,11:00,38,11,19,2,6
14/08/2011,11:15,30,10,19,0,1
14/08/2011,11:30,30,7,15,4,4
14/08/2011,11:45,34,13,11,0,10
14/08/2011,12:00,40,10,20,5,5
14/08/2011,12:15,24,8,11,2,3
14/08/2011,12:30,29,10,15,2,2
14/08/2011,12:45,47,13,17,8,9
14/08/2011,13:00,40,8,25,2,5
14/08/2011,13:15,31,10,13,1,7
14/08/2011,13:30,58,12,28,5,13
14/08/2011,13:45,58,20,24,7,7
14/08/2011,14:00,53,14,27,4,8
14/08/2011,14:15,51,15,17,2,17
14/08/2011,14:30,51,13,21,8,9
14/08/2011,14:45,59,13,28,5,13
14/08/2011,15:00,51,17,26,2,6
14/08/2011,15:15,65,22,29,7,7
14/08/2011,15:30,59,12,24,14,9
14/08/2011,15:45,57,15,20,4,18
14/08/2011,16:00,44,13,18,2,11
14/08/2011,16:15,55,16,22,6,11
14/08/2011,16:30,56,18,19,7,12
14/08/2011,16:45,46,12,16,7,11
14/08/2011,17:00,39,19,10,2,8
14/08/2011,17:15,20,9,4,3,4
14/08/2011,17:30,43,17,9,3,14
14/08/2011,17:45,52,22,8,10,12
14/08/2011,18:00,64,24,26,5,9
14/08/2011,18:15,58,22,14,11,11
14/08/2011,18:30,36,14,8,5,9
14/08/2011,18:45,64,21,26,8,9
14/08/2011,19:00,56,25,16,7,8
14/08/2011,19:15,36,9,18,3,6
14/08/2011,19:30,49,29,12,5,3
14/08/2011,19:45,54,27,18,6,3
14/08/2011,20:00,40,14,16,5,5
14/08/2011,20:15,50,23,17,3,7
14/08/2011,20:30,66,28,23,3,12
14/08/2011,20:45,59,20,26,10,3
14/08/2011,21:00,49,25,14,2,8
14/08/2011,21:15,27,17,8,1,1
14/08/2011,21:30,31,13,10,3,5
14/08/2011,21:45,39,16,10,6,7
14/08/2011,22:00,27,17,7,2,1
14/08/2011,22:15,29,20,8,0,1
14/08/2011,22:30,10,10,0,0,0
14/08/2011,22:45,10,5,4,0,1
14/08/2011,23:00,16,9,4,3,0
14/08/2011,23:15,2,2,0,0,0
14/08/2011,23:30,1,1,0,0,0
14/08/2011,23:45,5,0,1,4,0
15/08/2011,00:00,6,2,2,1,1
15/08/2011,00:15,7,3,0,3,1
15/08/2011,00:30,0,0,0,0,0
15/08/2011,00:45,7,2,4,0,1
15/08/2011,01:00,3,1,0,2,0
15/08/2011,01:15,4,0,2,2,0
15/08/2011,01:30,4,2,0,2,0
15/08/2011,01:45,5,2,0,3,0
15/08/2011,02:00,4,3,0,1,0
15/08/2011,02:15,1,0,0,1,0
15/08/2011,02:30,2,1,0,0,1
15/08/2011,02:45,1,1,0,0,0
15/08/2011,03:00,0,0,0,0,0
15/08/2011,03:15,2,2,0,0,0
15/08/2011,03:30,0,0,0,0,0
15/08/2011,03:45,0,0,0,0,0
15/08/2011,04:00,0,0,0,0,0
15/08/2011,04:15,0,0,0,0,0
15/08/2011,04:30,2,0,1,0,1
15/08/2011,04:45,1,0,0,1,0
15/08/2011,05:00,3,1,1,1,0
15/08/2011,05:15,4,1,0,0,3
15/08/2011,05:30,2,2,0,0,0
15/08/2011,05:45,2,1,1,0,0
15/08/2011,06:00,5,1,2,2,0
15/08/2011,06:15,2,0,0,0,2
15/08/2011,06:30,4,0,2,0,2
15/08/2011,06:45,15,3,6,0,6
15/08/2011,07:00,15,4,9,1,1
15/08/2011,07:15,17,4,9,0,4
15/08/2011,07:30,30,11,12,2,5
15/08/2011,07:45,36,9,21,0,6
15/08/2011,08:00,35,10,13,3,9
15/08/2011,08:15,48,15,15,3,15
15/08/2011,08:30,60,16,21,7,16
15/08/2011,08:45,65,14,24,7,20
15/08/2011,09:00,77,17,19,12,29
15/08/2011,09:15,65,19,24,8,14
15/08/2011,09:30,79,18,27,9,25
15/08/2011,09:45,56,9,20,5,22
15/08/2011,10:00,56,5,24,11,16
15/08/2011,10:15,44,9,17,4,14
15/08/2011,10:30,35,8,10,4,13
15/08/2011,10:45,33,10,16,0,7
15/08/2011,11:00,36,8,13,3,12
15/08/2011,11:15,36,6,14,2,14
15/08/2011,11:30,28,5,10,3,10
15/08/2011,11:45,40,11,18,4,7
15/08/2011,12:00,21,7,11,3,0
15/08/2011,12:15,26,7,10,0,9
15/08/2011,12:30,31,7,14,4,6
15/08/2011,12:45,27,5,14,1,7
15/08/2011,13:00,30,7,14,6,3
15/08/2011,13:15,47,14,24,1,8
15/08/2011,13:30,50,22,16,5,7
15/08/2011,13:45,39,10,24,2,3
15/08/2011,14:00,53,17,20,5,11
15/08/2011,14:15,31,9,17,2,3
15/08/2011,14:30,27,9,15,2,1
15/08/2011,14:45,32,12,11,4,5
15/08/2011,15:00,29,8,11,1,9
15/08/2011,15:15,43,17,12,6,8
15/08/2011,15:30,36,6,19,3,8
15/08/2011,15:45,32,13,13,4,2
15/08/2011,16:00,30,13,10,3,4
15/08/2011,16:15,35,11,8,8,8
15/08/2011,16:30,28,4,15,4,5
15/08/2011,16:45,56,25,14,4,13
15/08/2011,17:00,34,14,14,1,5
15/08/2011,17:15,33,13,8,5,7
15/08/2011,17:30,40,9,14,4,13
15/08/2011,17:45,63,18,23,7,15
15/08/2011,18:00,73,21,25,7,20
15/08/2011,18:15,81,28,28,10,15
15/08/2011,18:30,96,33,26,13,24
15/08/2011,18:45,115,42,46,8,19
15/08/2011,19:00,109,39,40,12,18
15/08/2011,19:15,92,44,29,11,8
15/08/2011,19:30,74,36,14,10,14
15/08/2011,19:45,126,44,57,15,10
15/08/2011,20:00,105,53,34,8,10
15/08/2011,20:15,90,29,33,11,17
15/08/2011,20:30,112,45,41,14,12
15/08/2011,20:45,68,33,23,3,9
15/08/2011,21:00,72,25,26,11,10
15/08/2011,21:15,68,39,21,3,5
15/08/2011,21:30,51,30,11,5,5
15/08/2011,21:45,54,34,12,4,4
15/08/2011,22:00,53,35,15,3,0
15/08/2011,22:15,28,9,13,1,5
15/08/2011,22:30,32,22,4,3,3
15/08/2011,22:45,43,26,16,1,0
15/08/2011,23:00,26,11,9,5,1
15/08/2011,23:15,15,9,2,2,2
15/08/2011,23:30,17,14,0,3,0
15/08/2011,23:45,13,6,2,2,3
16/08/2011,00:00,15,11,2,1,1
16/08/2011,00:15,11,6,1,3,1
16/08/2011,00:30,4,1,1,0,2
16/08/2011,00:45,9,7,0,1,1
16/08/2011,01:00,9,4,0,5,0
16/08/2011,01:15,5,1,0,2,2
16/08/2011,01:30,6,2,0,2,2
16/08/2011,01:45,6,3,2,1,0
16/08/2011,02:00,1,0,0,1,0
16/08/2011,02:15,5,2,1,2,0
16/08/2011,02:30,2,2,0,0,0
16/08/2011,02:45,0,0,0,0,0
16/08/2011,03:00,2,2,0,0,0
16/08/2011,03:15,0,0,0,0,0
16/08/2011,03:30,3,1,1,1,0
16/08/2011,03:45,1,1,0,0,0
16/08/2011,04:00,1,0,0,1,0
16/08/2011,04:15,2,0,0,0,2
16/08/2011,04:30,1,0,0,0,1
16/08/2011,04:45,1,0,1,0,0
16/08/2011,05:00,2,0,0,1,1
16/08/2011,05:15,1,1,0,0,0
16/08/2011,05:30,1,0,1,0,0
16/08/2011,05:45,3,1,1,1,0
16/08/2011,06:00,20,1,19,0,0
16/08/2011,06:15,10,2,4,1,3
16/08/2011,06:30,9,3,5,0,1
16/08/2011,06:45,17,6,6,0,5
16/08/2011,07:00,28,8,18,0,2
16/08/2011,07:15,18,8,8,0,2
16/08/2011,07:30,52,12,26,2,12
16/08/2011,07:45,51,19,18,2,12
16/08/2011,08:00,56,17,18,7,14
16/08/2011,08:15,63,17,22,7,17
16/08/2011,08:30,76,18,22,9,27
16/08/2011,08:45,76,19,24,6,27
16/08/2011,09:00,59,11,18,9,21
16/08/2011,09:15,88,26,23,11,28
16/08/2011,09:30,79,13,24,12,30
16/08/2011,09:45,68,12,26,7,23
16/08/2011,10:00,65,9,26,8,22
16/08/2011,10:15,54,5,25,7,17
16/08/2011,10:30,35,4,12,3,16
16/08/2011,10:45,47,8,18,8,13
16/08/2011,11:00,41,13,11,3,14
16/08/2011,11:15,55,3,16,4,32
16/08/2011,11:30,31,9,12,3,7
16/08/2011,11:45,23,6,12,1,4
16/08/2011,12:00,34,11,13,6,4
16/08/2011,12:15,33,7,16,6,4
16/08/2011,12:30,34,12,12,2,8
16/08/2011,12:45,42,14,17,5,6
16/08/2011,13:00,39,10,18,4,7
16/08/2011,13:15,45,19,21,2,3
16/08/2011,13:30,43,19,15,5,4
16/08/2011,13:45,52,23,24,1,4
16/08/2011,14:00,50,15,22,8,5
16/08/2011,14:15,39,13,22,0,4
16/08/2011,14:30,40,13,13,3,11
16/08/2011,14:45,29,9,14,1,5
16/08/2011,15:00,60,12,13,24,11
16/08/2011,15:15,40,21,12,1,6
16/08/2011,15:30,31,10,15,1,5
16/08/2011,15:45,32,10,13,4,5
16/08/2011,16:00,34,13,16,1,4
16/08/2011,16:15,44,10,19,7,8
16/08/2011,16:30,47,15,22,4,6
16/08/2011,16:45,43,21,9,5,8
16/08/2011,17:00,40,11,11,7,11
16/08/2011,17:15,43,7,13,8,15
16/08/2011,17:30,46,15,18,2,11
16/08/2011,17:45,94,18,36,16,24
16/08/2011,18:00,79,24,28,15,12
16/08/2011,18:15,88,24,33,14,17
16/08/2011,18:30,90,20,36,10,24
16/08/2011,18:45,120,39,41,14,26
16/08/2011,19:00,127,43,45,13,26
16/08/2011,19:15,149,60,45,21,23
16/08/2011,19:30,102,37,36,12,17
16/08/2011,19:45,132,61,35,9,27
16/08/2011,20:00,117,41,42,17,17
16/08/2011,20:15,72,29,21,7,15
16/08/2011,20:30,86,33,29,11,13
16/08/2011,20:45,86,42,27,7,10
16/08/2011,21:00,104,52,32,6,14
16/08/2011,21:15,81,35,29,9,8
16/08/2011,21:30,56,31,17,1,7
16/08/2011,21:45,72,42,19,6,5
16/08/2011,22:00,46,32,9,3,2
16/08/2011,22:15,33,21,10,2,0
16/08/2011,22:30,47,22,18,2,5
16/08/2011,22:45,24,13,10,0,1
16/08/2011,23:00,34,28,4,2,0
16/08/2011,23:15,25,7,8,7,3
16/08/2011,23:30,38,22,9,5,2
16/08/2011,23:45,20,12,4,2,2
17/08/2011,00:00,30,14,4,3,9
17/08/2011,00:15,9,4,1,4,0
17/08/2011,00:30,12,9,0,3,0
17/08/2011,00:45,2,2,0,0,0
17/08/2011,01:00,6,2,0,3,1
17/08/2011,01:15,4,1,0,2,1
17/08/2011,01:30,6,3,0,2,1
17/08/2011,01:45,5,1,1,3,0
17/08/2011,02:00,8,2,2,4,0
17/08/2011,02:15,2,1,1,0,0
17/08/2011,02:30,7,1,0,6,0
17/08/2011,02:45,3,3,0,0,0
17/08/2011,03:00,0,0,0,0,0
17/08/2011,03:15,1,0,0,1,0
17/08/2011,03:30,1,0,1,0,0
17/08/2011,03:45,4,3,0,0,1
17/08/2011,04:00,1,0,1,0,0
17/08/2011,04:15,0,0,0,0,0
17/08/2011,04:30,0,0,0,0,0
17/08/2011,04:45,0,0,0,0,0
17/08/2011,05:00,3,1,0,1,1
17/08/2011,05:15,0,0,0,0,0
17/08/2011,05:30,3,1,0,0,2
17/08/2011,05:45,7,3,2,1,1
17/08/2011,06:00,1,0,1,0,0
17/08/2011,06:15,10,1,4,4,1
17/08/2011,06:30,13,2,6,0,5
17/08/2011,06:45,13,4,5,0,4
17/08/2011,07:00,24,3,12,0,9
17/08/2011,07:15,31,14,13,1,3
17/08/2011,07:30,40,10,21,2,7
17/08/2011,07:45,53,11,22,2,18
17/08/2011,08:00,88,28,41,6,13
17/08/2011,08:15,60,23,16,9,12
17/08/2011,08:30,68,7,28,3,30
17/08/2011,08:45,72,14,19,5,34
17/08/2011,09:00,69,14,20,2,33
17/08/2011,09:15,89,28,18,18,25
17/08/2011,09:30,72,12,21,6,33
17/08/2011,09:45,79,13,29,10,27
17/08/2011,10:00,63,7,28,6,22
17/08/2011,10:15,44,7,14,8,15
17/08/2011,10:30,46,4,19,3,20
17/08/2011,10:45,34,6,8,7,13
17/08/2011,11:00,34,7,8,7,12
17/08/2011,11:15,27,1,13,3,10
17/08/2011,11:30,30,6,11,4,9
17/08/2011,11:45,18,3,9,1,5
17/08/2011,12:00,30,6,14,3,7
17/08/2011,12:15,31,6,15,3,7
17/08/2011,12:30,39,5,27,1,6
17/08/2011,12:45,39,9,23,2,5
17/08/2011,13:00,39,12,15,9,3
17/08/2011,13:15,58,18,24,5,11
17/08/2011,13:30,68,12,42,4,10
17/08/2011,13:45,58,13,28,5,12
17/08/2011,14:00,55,20,29,2,4
17/08/2011,14:15,54,12,31,3,8
17/08/2011,14:30,32,6,14,6,6
17/08/2011,14:45,36,12,11,7,6
17/08/2011,15:00,46,21,12,3,10
17/08/2011,15:15,39,13,12,4,10
17/08/2011,15:30,41,15,10,5,11
17/08/2011,15:45,25,10,7,3,5
17/08/2011,16:00,37,12,9,3,13
17/08/2011,16:15,34,9,13,1,11
17/08/2011,16:30,32,9,11,6,6
17/08/2011,16:45,45,12,16,9,8
17/08/2011,17:00,52,21,15,8,8
17/08/2011,17:15,56,13,21,5,17
17/08/2011,17:30,54,13,22,3,16
17/08/2011,17:45,61,16,14,6,25
17/08/2011,18:00,63,11,31,5,16
17/08/2011,18:15,88,22,33,10,23
17/08/2011,18:30,94,33,32,7,22
17/08/2011,18:45,91,36,28,6,21
17/08/2011,19:00,110,37,38,13,22
17/08/2011,19:15,110,49,36,12,13
17/08/2011,19:30,105,28,42,10,25
17/08/2011,19:45,108,27,28,24,29
17/08/2011,20:00,88,33,36,10,9
17/08/2011,20:15,85,35,24,8,18
17/08/2011,20:30,81,28,27,12,14
17/08/2011,20:45,78,37,20,15,6
17/08/2011,21:00,86,40,37,6,3
17/08/2011,21:15,44,20,14,6,4
17/08/2011,21:30,50,32,11,3,4
17/08/2011,21:45,48,28,13,5,2
17/08/2011,22:00,40,27,9,2,2
17/08/2011,22:15,42,30,7,1,4
17/08/2011,22:30,21,13,6,1,1
17/08/2011,22:45,32,20,6,3,3
17/08/2011,23:00,22,14,3,1,4
17/08/2011,23:15,27,19,8,0,0
17/08/2011,23:30,24,9,11,1,3
17/08/2011,23:45,16,8,4,4,0
18/08/2011,00:00,22,16,3,2,1
18/08/2011,00:15,9,6,2,1,0
18/08/2011,00:30,14,11,0,3,0
18/08/2011,00:45,6,3,1,2,0
18/08/2011,01:00,12,6,1,1,4
18/08/2011,01:15,16,6,1,7,2
18/08/2011,01:30,12,2,5,3,2
18/08/2011,01:45,6,3,0,3,0
18/08/2011,02:00,4,2,2,0,0
18/08/2011,02:15,14,6,8,0,0
18/08/2011,02:30,14,7,6,1,0
18/08/2011,02:45,0,0,0,0,0
18/08/2011,03:00,4,2,2,0,0
18/08/2011,03:15,0,0,0,0,0
18/08/2011,03:30,9,6,3,0,0
18/08/2011,03:45,0,0,0,0,0
18/08/2011,04:00,0,0,0,0,0
18/08/2011,04:15,1,0,0,0,1
18/08/2011,04:30,0,0,0,0,0
18/08/2011,04:45,0,0,0,0,0
18/08/2011,05:00,4,2,0,2,0
18/08/2011,05:15,0,0,0,0,0
18/08/2011,05:30,3,2,0,0,1
18/08/2011,05:45,1,0,0,1,0
18/08/2011,06:00,24,1,23,0,0
18/08/2011,06:15,17,4,9,2,2
18/08/2011,06:30,12,4,6,1,1
18/08/2011,06:45,10,3,3,0,4
18/08/2011,07:00,20,5,13,0,2
18/08/2011,07:15,23,10,7,3,3
18/08/2011,07:30,37,10,15,1,11
18/08/2011,07:45,54,15,22,3,14
18/08/2011,08:00,45,17,16,2,10
18/08/2011,08:15,44,9,17,7,11
18/08/2011,08:30,61,10,20,6,25
18/08/2011,08:45,56,15,18,6,17
18/08/2011,09:00,66,11,23,7,25
18/08/2011,09:15,63,10,19,4,30
18/08/2011,09:30,66,15,18,8,25
18/08/2011,09:45,69,10,30,10,19
18/08/2011,10:00,62,7,27,10,18
18/08/2011,10:15,39,5,17,3,14
18/08/2011,10:30,48,8,19,10,11
18/08/2011,10:45,36,4,11,3,18
18/08/2011,11:00,40,9,15,5,11
18/08/2011,11:15,35,11,11,1,12
18/08/2011,11:30,21,5,8,2,6
18/08/2011,11:45,22,3,12,0,7
18/08/2011,12:00,34,7,14,5,8
18/08/2011,12:15,36,2,16,6,12
18/08/2011,12:30,28,4,13,1,10
18/08/2011,12:45,26,8,10,3,5
18/08/2011,13:00,31,13,14,0,4
18/08/2011,13:15,43,9,22,4,8
18/08/2011,13:30,43,17,13,3,10
18/08/2011,13:45,54,21,21,6,6
18/08/2011,14:00,34,12,14,1,7
18/08/2011,14:15,26,12,7,1,6
18/08/2011,14:30,38,15,12,3,8
18/08/2011,14:45,38,11,21,0,6
18/08/2011,15:00,30,17,10,1,2
18/08/2011,15:15,35,7,14,5,9
18/08/2011,15:30,33,7,10,2,14
18/08/2011,15:45,36,14,12,1,9
18/08/2011,16:00,29,5,16,2,6
18/08/2011,16:15,43,13,21,4,5
18/08/2011,16:30,33,16,7,2,8
18/08/2011,16:45,42,10,17,5,10
18/08/2011,17:00,45,16,13,2,14
18/08/2011,17:15,32,17,5,0,10
18/08/2011,17:30,35,10,11,7,7
18/08/2011,17:45,27,6,11,1,9
18/08/2011,18:00,50,17,14,5,14
18/08/2011,18:15,71,31,20,9,11
18/08/2011,18:30,60,18,12,15,15
18/08/2011,18:45,62,21,20,7,14
18/08/2011,19:00,59,20,25,7,7
18/08/2011,19:15,74,28,18,14,14
18/08/2011,19:30,51,21,18,3,9
18/08/2011,19:45,39,16,11,3,9
18/08/2011,20:00,37,16,10,3,8
18/08/2011,20:15,35,12,8,9,6
18/08/2011,20:30,39,15,13,7,4
18/08/2011,20:45,35,13,12,7,3
18/08/2011,21:00,23,10,7,3,3
18/08/2011,21:15,17,9,5,1,2
18/08/2011,21:30,26,19,5,1,1
